Codigo Municipio,Densidad,Umbral
20902,3143.59,Poblado
20903,603.27,Poblado
20904,56.67,Poblado
20905,36.28,Poblado
20906,70.24,Poblado
20907,18.91,Poblado
21001,19.63,Poblado
21002,641.81,Poblado
21003,5.11,Despoblado11
21004,5.75,Despoblado11
21005,28.6,Poblado
21006,20.56,Poblado
21007,44.54,Poblado
21008,6.58,Despoblado11
21009,11.86,Despoblado11
21010,151.94,Poblado
21011,30.86,Poblado
21012,2.76,Despoblado11
21013,291.87,Poblado
21014,93.79,Poblado
21015,7.8,Despoblado11
21016,13.8,Poblado
21017,11.62,Despoblado21
21018,22.0,Poblado
21019,15.56,Poblado
21020,11.53,Despoblado21
21021,90.32,Poblado
21022,17.79,Poblado
21023,8.52,Despoblado11
21024,12.38,Despoblado11
21025,26.78,Poblado
21026,7.54,Despoblado11
21027,4.8,Despoblado11
21028,3.13,Despoblado11
21029,14.26,Poblado
21030,86.03,Poblado
21031,8.66,Despoblado11
21032,17.01,Poblado
21033,68.77,Poblado
21034,61.65,Poblado
21035,39.02,Poblado
21036,5.37,Despoblado11
21037,5.8,Despoblado11
21038,54.17,Poblado
21039,12.65,Poblado
21040,12.27,Despoblado11
21041,940.04,Poblado
21042,435.9,Poblado
21043,90.17,Poblado
21044,221.14,Poblado
21045,10.16,Despoblado11
21046,45.7,Poblado
21047,54.3,Poblado
21048,41.08,Poblado
21049,162.08,Poblado
21050,108.28,Poblado
21051,5.31,Despoblado11
21052,92.55,Poblado
21053,18.6,Poblado
21054,178.53,Poblado
21055,243.68,Poblado
21056,26.24,Poblado
21057,6.13,Despoblado11
21058,9.29,Despoblado11
21059,14.18,Poblado
21060,410.2,Poblado
21061,108.88,Poblado
21062,9.13,Despoblado11
21063,67.94,Poblado
21064,209.87,Poblado
21065,4.57,Despoblado11
21066,13.36,Poblado
21067,18.4,Poblado
21068,8.03,Despoblado11
21069,10.79,Despoblado11
21070,67.01,Poblado
21071,15.87,Poblado
21072,58.14,Poblado
21073,29.61,Poblado
21074,53.46,Poblado
21075,12.15,Despoblado11
21076,10.46,Despoblado11
21077,30.52,Poblado
21078,12.79,Poblado
21079,2.73,Despoblado11
21902,28.06,Poblado
22001,7.33,Despoblado11
22002,3.1,Despoblado11
22003,3.35,Despoblado11
22004,1.7,Despoblado11
22006,4.68,Despoblado11
22007,25.44,Poblado
22008,20.55,Poblado
22009,13.23,Poblado
22011,6.95,Despoblado11
22012,4.91,Despoblado11
22013,14.72,Poblado
22014,3.85,Despoblado11
22015,8.56,Despoblado11
22016,10.81,Despoblado21
22017,14.42,Poblado
22018,3.81,Despoblado11
22019,23.27,Poblado
22020,15.18,Poblado
22021,11.97,Despoblado21
22022,19.32,Poblado
22023,12.09,Despoblado21
22024,9.33,Despoblado11
22025,44.46,Poblado
22027,7.77,Despoblado11
22028,2.13,Despoblado11
22029,6.51,Despoblado11
22032,2.06,Despoblado11
22035,3.01,Despoblado11
22036,12.15,Despoblado11
22037,1.86,Despoblado11
22039,16.09,Poblado
22040,3.54,Despoblado11
22041,11.18,Despoblado21
22042,8.37,Despoblado11
22043,2.86,Despoblado11
22044,1.82,Despoblado11
22045,3.91,Despoblado11
22046,7.63,Despoblado11
22047,70.17,Poblado
22048,159.35,Poblado
22049,4.9,Despoblado11
22050,5.39,Despoblado11
22051,1.43,Despoblado11
22052,15.82,Poblado
22053,7.51,Despoblado11
22054,9.58,Despoblado11
22055,8.5,Despoblado11
22057,2.45,Despoblado11
22058,1.75,Despoblado11
22059,8.45,Despoblado11
22060,20.35,Poblado
22061,394.1,Poblado
22062,3.26,Despoblado11
22063,7.39,Despoblado11
22064,5.94,Despoblado11
22066,7.57,Despoblado11
22067,2.74,Despoblado11
22068,2.04,Despoblado11
22069,4.24,Despoblado11
22072,1.2,Despoblado11
22074,20.08,Poblado
22075,6.82,Despoblado11
22076,2.87,Despoblado11
22077,3.23,Despoblado11
22078,8.66,Despoblado11
22079,9.94,Despoblado11
22080,6.13,Despoblado11
22081,2.28,Despoblado11
22082,13.57,Poblado
22083,3.93,Despoblado11
22084,25.07,Poblado
22085,3.68,Despoblado11
22086,13.86,Poblado
22087,4.33,Despoblado11
22088,10.7,Despoblado21
22089,10.11,Despoblado11
22090,3.49,Despoblado11
22094,10.61,Despoblado11
22095,3.91,Despoblado11
22096,40.94,Poblado
22099,8.96,Despoblado11
22102,12.85,Poblado
22103,15.9,Poblado
22105,1.96,Despoblado11
22106,1.04,Despoblado11
22107,0.71,Despoblado11
22109,1.87,Despoblado11
22110,16.33,Poblado
22111,1.99,Despoblado11
22112,34.83,Poblado
22113,2.9,Despoblado11
22114,1.98,Despoblado11
22115,7.59,Despoblado11
22116,14.03,Poblado
22117,12.33,Despoblado11
22119,8.6,Despoblado11
22122,5.62,Despoblado11
22124,3.08,Despoblado11
22125,331.77,Poblado
22126,7.3,Despoblado11
22127,36.67,Poblado
22128,3.72,Despoblado11
22129,2.57,Despoblado11
22130,32.84,Poblado
22131,10.56,Despoblado21
22133,9.47,Despoblado11
22135,5.92,Despoblado11
22136,12.35,Despoblado11
22137,7.52,Despoblado11
22139,9.01,Despoblado11
22141,5.42,Despoblado11
22142,4.86,Despoblado11
22143,3.69,Despoblado11
22144,6.65,Despoblado11
22149,4.96,Despoblado11
22150,3.33,Despoblado11
22151,2.68,Despoblado11
22155,1.6,Despoblado11
22156,10.88,Despoblado11
22157,1.63,Despoblado11
22158,112.0,Poblado
22160,5.45,Despoblado11
22162,8.72,Despoblado11
22163,3.8,Despoblado11
22164,3.46,Despoblado11
22165,4.36,Despoblado11
22167,24.26,Poblado
22168,2.01,Despoblado11
22170,8.55,Despoblado11
22172,4.88,Despoblado11
22173,1.23,Despoblado11
22174,5.33,Despoblado11
22175,2.12,Despoblado11
22176,13.83,Poblado
22177,3.73,Despoblado11
22178,3.98,Despoblado11
22181,4.1,Despoblado11
22182,3.5,Despoblado11
22184,6.78,Despoblado11
22186,15.86,Poblado
22187,13.3,Poblado
22188,2.95,Despoblado11
22189,2.33,Despoblado11
22190,2.44,Despoblado11
22193,35.09,Poblado
22195,30.09,Poblado
22197,9.43,Despoblado11
22199,15.94,Poblado
22200,4.66,Despoblado11
22201,14.9,Poblado
22202,10.83,Despoblado11
22203,3.74,Despoblado11
22204,9.47,Despoblado11
22205,7.08,Despoblado11
22206,7.17,Despoblado11
22207,2.83,Despoblado11
22208,7.41,Despoblado11
22209,7.01,Despoblado11
22212,4.16,Despoblado11
22213,15.14,Poblado
22214,3.27,Despoblado11
22215,2.18,Despoblado11
22217,5.24,Despoblado11
22218,3.12,Despoblado11
22220,6.78,Despoblado11
22221,22.99,Poblado
22222,14.5,Poblado
22223,2.68,Despoblado11
22225,31.11,Poblado
22226,11.01,Despoblado11
22227,3.04,Despoblado11
22228,122.32,Poblado
22229,2.71,Despoblado11
22230,1.77,Despoblado11
22232,2.65,Despoblado11
22233,3.71,Despoblado11
22234,22.65,Poblado
22235,6.18,Despoblado11
22236,18.01,Poblado
22239,6.36,Despoblado11
22242,2.71,Despoblado11
22243,1.1,Despoblado11
22244,2.01,Despoblado11
22245,29.02,Poblado
22246,1.63,Despoblado11
22247,0.44,Despoblado11
22248,8.65,Despoblado11
22249,24.26,Poblado
22250,8.8,Despoblado11
22251,3.27,Despoblado11
22252,1.67,Despoblado11
22253,2.28,Despoblado11
22254,20.1,Poblado
22901,4.04,Despoblado11
22902,6.03,Despoblado11
22903,7.97,Despoblado11
22904,6.28,Despoblado11
22905,3.53,Despoblado11
22906,8.06,Despoblado11
22907,7.84,Despoblado11
22908,3.62,Despoblado11
22909,39.58,Poblado
23001,25.55,Poblado
23002,82.73,Poblado
23003,44.06,Poblado
23004,4.66,Despoblado11
23005,37.53,Poblado
23006,34.4,Poblado
23007,83.29,Poblado
23008,25.89,Poblado
23009,81.77,Poblado
23010,149.38,Poblado
23011,6.92,Despoblado11
23012,32.1,Poblado
23014,70.06,Poblado
23015,31.19,Poblado
23016,12.28,Despoblado11
23017,10.99,Despoblado11
23018,19.03,Poblado
23019,14.94,Poblado
23020,126.88,Poblado
23021,11.28,Despoblado11
23024,74.73,Poblado
23025,20.76,Poblado
23026,39.19,Poblado
23027,16.62,Poblado
23028,23.73,Poblado
23029,4.98,Despoblado11
23030,35.89,Poblado
23031,68.36,Poblado
23032,23.89,Poblado
23033,39.64,Poblado
23034,55.72,Poblado
23035,37.42,Poblado
23037,10.07,Despoblado11
23038,132.24,Poblado
23039,28.21,Poblado
23040,36.92,Poblado
23041,15.51,Poblado
23042,10.86,Despoblado11
23043,5.74,Despoblado11
23044,22.7,Poblado
23045,17.88,Poblado
23046,50.14,Poblado
23047,15.26,Poblado
23048,10.48,Despoblado21
23049,27.48,Poblado
23050,263.85,Poblado
23051,367.3,Poblado
23052,26.0,Poblado
23053,77.85,Poblado
23054,11.83,Despoblado11
23055,287.37,Poblado
23056,53.6,Poblado
23057,34.11,Poblado
23058,115.81,Poblado
23059,37.76,Poblado
23060,92.96,Poblado
23061,159.98,Poblado
23062,8.95,Despoblado11
23063,25.43,Poblado
23064,37.79,Poblado
23065,13.95,Poblado
23066,36.14,Poblado
23067,35.76,Poblado
23069,34.83,Poblado
23070,33.95,Poblado
23071,55.77,Poblado
23072,23.09,Poblado
23073,15.72,Poblado
23074,74.98,Poblado
23075,34.55,Poblado
23076,6.85,Despoblado11
23077,14.09,Poblado
23079,11.99,Despoblado21
23080,28.82,Poblado
23081,8.79,Despoblado11
23082,12.42,Despoblado21
23084,19.44,Poblado
23085,39.43,Poblado
23086,77.18,Poblado
23087,85.85,Poblado
23088,79.11,Poblado
23090,16.87,Poblado
23091,13.13,Poblado
23092,84.69,Poblado
23093,19.85,Poblado
23094,16.01,Poblado
23095,44.02,Poblado
23096,14.46,Poblado
23097,44.81,Poblado
23098,54.72,Poblado
23099,68.91,Poblado
23101,5.72,Despoblado11
23901,32.59,Poblado
23902,22.36,Poblado
23903,59.31,Poblado
23904,5.36,Despoblado11
23905,39.14,Poblado
24001,5.26,Despoblado11
24002,18.46,Poblado
24003,11.36,Despoblado21
24004,4.33,Despoblado11
24005,8.54,Despoblado11
24006,11.55,Despoblado21
24007,19.7,Poblado
24008,225.59,Poblado
24009,7.27,Despoblado11
24010,510.81,Poblado
24011,4.36,Despoblado11
24012,3.36,Despoblado11
24014,133.32,Poblado
24015,32.75,Poblado
24016,3.42,Despoblado11
24017,15.42,Poblado
24018,5.7,Despoblado11
24019,12.44,Despoblado21
24020,1.79,Despoblado11
24021,11.48,Despoblado11
24022,11.27,Despoblado11
24023,3.35,Despoblado11
24024,8.4,Despoblado11
24025,2.28,Despoblado11
24026,15.51,Poblado
24027,69.65,Poblado
24028,16.51,Poblado
24029,5.49,Despoblado11
24030,149.66,Poblado
24031,4.62,Despoblado11
24032,6.99,Despoblado11
24033,15.1,Poblado
24034,140.92,Poblado
24036,2.43,Despoblado11
24037,2.91,Despoblado11
24038,104.93,Poblado
24039,54.15,Poblado
24040,8.31,Despoblado11
24041,14.6,Poblado
24042,3.24,Despoblado11
24043,1.31,Despoblado11
24044,7.87,Despoblado11
24046,11.98,Despoblado11
24047,4.66,Despoblado11
24049,26.93,Poblado
24050,5.36,Despoblado11
24051,4.58,Despoblado11
24052,2.08,Despoblado11
24053,19.92,Poblado
24054,16.94,Poblado
24055,11.12,Despoblado11
24056,31.12,Poblado
24057,38.88,Poblado
24058,7.55,Despoblado11
24059,11.01,Despoblado21
24060,4.43,Despoblado11
24061,18.75,Poblado
24062,10.66,Despoblado21
24063,5.6,Despoblado11
24064,33.63,Poblado
24065,25.86,Poblado
24066,10.71,Despoblado11
24067,4.34,Despoblado11
24068,5.16,Despoblado11
24069,3.15,Despoblado11
24070,79.79,Poblado
24071,14.93,Poblado
24073,31.57,Poblado
24074,3.67,Despoblado11
24076,10.66,Despoblado11
24077,10.61,Despoblado11
24078,14.98,Poblado
24079,5.43,Despoblado11
24080,10.01,Despoblado11
24081,6.08,Despoblado11
24082,213.32,Poblado
24083,6.72,Despoblado11
24084,4.73,Despoblado11
24086,7.01,Despoblado11
24087,16.48,Poblado
24088,14.72,Poblado
24089,3127.11,Poblado
24090,2.52,Despoblado11
24091,5.88,Despoblado11
24092,13.48,Poblado
24093,5.58,Despoblado11
24094,48.3,Poblado
24095,22.51,Poblado
24096,4.77,Despoblado11
24097,5.99,Despoblado11
24098,17.4,Poblado
24099,4.31,Despoblado11
24100,10.72,Despoblado11
24101,2.48,Despoblado11
24102,10.81,Despoblado11
24103,3.87,Despoblado11
24104,9.66,Despoblado11
24105,85.26,Poblado
24106,4.42,Despoblado11
24107,6.2,Despoblado11
24108,18.27,Poblado
24109,6.63,Despoblado11
24110,7.7,Despoblado11
24112,2.94,Despoblado11
24113,19.24,Poblado
24114,19.41,Poblado
24115,225.12,Poblado
24116,2.99,Despoblado11
24117,11.15,Despoblado21
24118,6.15,Despoblado11
24119,22.38,Poblado
24120,8.27,Despoblado11
24121,4.14,Despoblado11
24122,24.3,Poblado
24123,5.66,Despoblado11
24124,15.24,Poblado
24125,5.75,Despoblado11
24127,23.88,Poblado
24129,4.96,Despoblado11
24130,5.51,Despoblado11
24131,20.0,Poblado
24132,3.04,Despoblado11
24133,5.75,Despoblado11
24134,43.58,Poblado
24136,11.79,Despoblado11
24137,44.43,Poblado
24139,19.74,Poblado
24141,8.33,Despoblado11
24142,465.14,Poblado
24143,17.29,Poblado
24144,26.79,Poblado
24145,3.35,Despoblado11
24146,9.24,Despoblado11
24148,36.78,Poblado
24149,7.57,Despoblado11
24150,11.99,Despoblado11
24151,6.18,Despoblado11
24152,2.82,Despoblado11
24153,7.7,Despoblado11
24154,16.51,Poblado
24155,36.71,Poblado
24156,2.99,Despoblado11
24157,154.83,Poblado
24158,7.7,Despoblado11
24159,40.52,Poblado
24160,7.39,Despoblado11
24161,9.4,Despoblado11
24162,68.68,Poblado
24163,142.23,Poblado
24164,2.83,Despoblado11
24165,9.18,Despoblado11
24166,64.38,Poblado
24167,11.13,Despoblado21
24168,24.06,Poblado
24169,29.14,Poblado
24170,17.43,Poblado
24171,6.54,Despoblado11
24172,1.76,Despoblado11
24173,31.35,Poblado
24174,14.62,Poblado
24175,21.55,Poblado
24176,12.83,Poblado
24177,3.85,Despoblado11
24178,6.57,Despoblado11
24179,6.76,Despoblado11
24180,9.2,Despoblado11
24181,15.81,Poblado
24182,8.47,Despoblado11
24183,6.23,Despoblado11
24184,3.6,Despoblado11
24185,11.68,Despoblado11
24187,13.76,Poblado
24188,88.19,Poblado
24189,116.96,Poblado
24190,5.46,Despoblado11
24191,5.61,Despoblado11
24193,9.62,Despoblado11
24194,10.55,Despoblado11
24196,15.19,Poblado
24197,39.62,Poblado
24198,10.14,Despoblado11
24199,6.24,Despoblado11
24201,9.89,Despoblado11
24202,36.04,Poblado
24203,3.27,Despoblado11
24205,27.02,Poblado
24206,74.97,Poblado
24207,17.98,Poblado
24209,15.82,Poblado
24210,3.84,Despoblado11
24211,17.99,Poblado
24212,18.74,Poblado
24213,5.12,Despoblado11
24214,10.08,Despoblado11
24215,4.74,Despoblado11
24216,12.48,Despoblado21
24217,4.27,Despoblado11
24218,15.52,Poblado
24219,16.2,Poblado
24221,15.5,Poblado
24222,352.95,Poblado
24223,81.24,Poblado
24224,22.71,Poblado
24225,18.73,Poblado
24226,4.09,Despoblado11
24227,32.71,Poblado
24228,14.0,Poblado
24229,3.64,Despoblado11
24230,9.05,Despoblado11
24901,6.3,Despoblado11
24902,8.43,Despoblado11
25001,2.32,Despoblado11
25002,3.67,Despoblado11
25003,68.79,Poblado
25004,37.8,Poblado
25005,6.38,Despoblado11
25006,13.67,Poblado
25007,207.85,Poblado
25008,41.6,Poblado
25009,22.89,Poblado
25010,11.03,Despoblado11
25011,84.41,Poblado
25012,211.0,Poblado
25013,244.59,Poblado
25014,10.34,Despoblado11
25015,8.27,Despoblado11
25016,60.98,Poblado
25017,1.65,Despoblado11
25019,140.51,Poblado
25020,6.69,Despoblado11
25021,50.59,Poblado
25022,2.0,Despoblado11
25023,408.46,Poblado
25024,2.07,Despoblado11
25025,6.9,Despoblado11
25027,57.26,Poblado
25029,36.77,Poblado
25030,4.38,Despoblado11
25031,5.52,Despoblado11
25032,9.54,Despoblado11
25033,63.38,Poblado
25034,19.51,Poblado
25035,14.42,Poblado
25036,20.64,Poblado
25037,4.57,Despoblado11
25038,37.13,Poblado
25039,2.95,Despoblado11
25040,304.51,Poblado
25041,121.21,Poblado
25042,1.78,Despoblado11
25043,4.87,Despoblado11
25044,3.63,Despoblado11
25045,3.34,Despoblado11
25046,33.04,Poblado
25047,39.31,Poblado
25048,66.24,Poblado
25049,36.04,Poblado
25050,147.09,Poblado
25051,21.8,Poblado
25052,48.65,Poblado
25053,202.78,Poblado
25055,3.36,Despoblado11
25056,9.99,Despoblado11
25057,11.17,Despoblado11
25058,100.47,Poblado
25059,40.2,Poblado
25060,7.91,Despoblado11
25061,1.19,Despoblado11
25062,6.06,Despoblado11
25063,2.14,Despoblado11
25064,2.59,Despoblado11
25067,13.99,Poblado
25068,42.43,Poblado
25069,10.62,Despoblado11
25070,61.54,Poblado
25071,1.46,Despoblado11
25072,168.95,Poblado
25073,19.54,Poblado
25074,12.26,Despoblado21
25075,3.86,Despoblado11
25076,10.76,Despoblado11
25077,3.98,Despoblado11
25078,70.11,Poblado
25079,10.24,Despoblado11
25081,15.29,Poblado
25082,3.59,Despoblado11
25085,8.04,Despoblado11
25086,97.31,Poblado
25087,4.67,Despoblado11
25088,5.74,Despoblado11
25089,2.21,Despoblado11
25092,25.8,Poblado
25093,145.98,Poblado
25094,6.33,Despoblado11
25096,112.04,Poblado
25097,6.43,Despoblado11
25098,3.32,Despoblado11
25099,110.48,Poblado
25100,4.08,Despoblado11
25101,9.15,Despoblado11
25102,24.25,Poblado
25103,6.21,Despoblado11
25104,8.26,Despoblado11
25105,8.47,Despoblado11
25109,10.36,Despoblado21
25110,401.05,Poblado
25111,2.04,Despoblado11
25112,12.23,Despoblado21
25113,64.25,Poblado
25114,7.83,Despoblado11
25115,7.9,Despoblado11
25118,6.13,Despoblado11
25119,75.41,Poblado
25120,661.38,Poblado
25121,41.3,Poblado
25122,94.52,Poblado
25123,1.65,Despoblado11
25124,1.53,Despoblado11
25125,7.77,Despoblado11
25126,5.4,Despoblado11
25127,2.61,Despoblado11
25128,4.44,Despoblado11
25129,5.4,Despoblado11
25130,7.93,Despoblado11
25131,42.21,Poblado
25132,7.84,Despoblado11
25133,16.12,Poblado
25134,38.43,Poblado
25135,91.68,Poblado
25136,4.34,Despoblado11
25137,2089.8,Poblado
25138,22.49,Poblado
25139,12.38,Despoblado11
25140,6.12,Despoblado11
25141,6.65,Despoblado11
25142,66.26,Poblado
25143,8.07,Despoblado11
25145,10.24,Despoblado11
25146,1.91,Despoblado11
25148,2.38,Despoblado11
25149,57.92,Poblado
25150,2.66,Despoblado11
25151,17.53,Poblado
25152,9.11,Despoblado11
25153,18.35,Poblado
25154,11.22,Despoblado11
25155,61.48,Poblado
25156,7.29,Despoblado11
25157,8.37,Despoblado11
25158,178.4,Poblado
25161,2.53,Despoblado11
25163,4.54,Despoblado11
25164,17.35,Poblado
25165,6.85,Despoblado11
25166,2.39,Despoblado11
25167,2.94,Despoblado11
25168,75.28,Poblado
25169,3.95,Despoblado11
25170,16.73,Poblado
25171,91.9,Poblado
25172,84.24,Poblado
25173,15.71,Poblado
25174,58.87,Poblado
25175,40.42,Poblado
25176,18.31,Poblado
25177,14.64,Poblado
25179,11.06,Despoblado11
25180,26.96,Poblado
25181,13.51,Poblado
25182,110.02,Poblado
25183,10.57,Despoblado11
25185,9.1,Despoblado11
25186,5.97,Despoblado11
25189,321.49,Poblado
25190,16.21,Poblado
25191,12.02,Despoblado21
25192,42.09,Poblado
25193,213.2,Poblado
25194,26.34,Poblado
25196,1.48,Despoblado11
25197,14.94,Poblado
25200,10.42,Despoblado11
25201,1.46,Despoblado11
25202,3.89,Despoblado11
25203,806.58,Poblado
25204,22.41,Poblado
25205,92.98,Poblado
25206,26.72,Poblado
25207,518.07,Poblado
25208,3.47,Despoblado11
25209,20.74,Poblado
25210,59.07,Poblado
25211,102.06,Poblado
25212,26.68,Poblado
25215,17.55,Poblado
25216,9.47,Despoblado11
25217,200.65,Poblado
25218,8.26,Despoblado11
25219,23.67,Poblado
25220,48.22,Poblado
25221,14.95,Poblado
25222,5.31,Despoblado11
25223,12.96,Poblado
25224,10.85,Despoblado21
25225,41.09,Poblado
25226,10.78,Despoblado11
25227,4.65,Despoblado11
25228,200.85,Poblado
25230,53.25,Poblado
25231,70.21,Poblado
25232,47.0,Poblado
25233,65.69,Poblado
25234,19.49,Poblado
25238,7.69,Despoblado11
25239,5.62,Despoblado11
25240,70.53,Poblado
25242,24.55,Poblado
25243,26.91,Poblado
25244,29.84,Poblado
25245,11.78,Despoblado11
25247,12.3,Despoblado11
25248,84.69,Poblado
25249,4.41,Despoblado11
25250,4.01,Despoblado11
25251,117.79,Poblado
25252,40.07,Poblado
25253,10.77,Despoblado11
25254,52.69,Poblado
25255,12.38,Despoblado21
25901,7.16,Despoblado11
25902,18.63,Poblado
25903,3.2,Despoblado11
25904,2.98,Despoblado11
25905,8.46,Despoblado11
25906,2.46,Despoblado11
25907,7.11,Despoblado11
25908,2.76,Despoblado11
25909,2.01,Despoblado11
25910,1.98,Despoblado11
25911,9.96,Despoblado11
25912,19.88,Poblado
25913,9.15,Despoblado11
26001,13.61,Poblado
26002,33.05,Poblado
26003,10.15,Despoblado11
26004,1.21,Despoblado11
26005,151.28,Poblado
26006,124.41,Poblado
26007,20.82,Poblado
26008,71.49,Poblado
26009,29.12,Poblado
26010,14.18,Poblado
26011,49.26,Poblado
26012,0.82,Despoblado11
26013,83.76,Poblado
26014,5.97,Despoblado11
26015,29.08,Poblado
26016,5.74,Despoblado11
26017,9.87,Despoblado11
26018,175.11,Poblado
26019,70.47,Poblado
26020,13.79,Poblado
26021,55.14,Poblado
26022,19.0,Poblado
26023,24.26,Poblado
26024,10.58,Despoblado11
26025,9.97,Despoblado11
26026,89.99,Poblado
26027,11.79,Despoblado11
26028,5.72,Despoblado11
26029,3.61,Despoblado11
26030,4.11,Despoblado11
26031,21.24,Poblado
26032,1.3,Despoblado11
26033,76.64,Poblado
26034,20.0,Poblado
26035,1.83,Despoblado11
26036,262.68,Poblado
26037,8.7,Despoblado11
26038,1.75,Despoblado11
26039,11.67,Despoblado11
26040,9.16,Despoblado11
26041,33.67,Poblado
26042,134.07,Poblado
26043,37.2,Poblado
26044,3.23,Despoblado11
26045,1.05,Despoblado11
26046,66.18,Poblado
26047,15.16,Poblado
26048,2.28,Despoblado11
26049,18.85,Poblado
26050,10.78,Despoblado11
26051,14.8,Poblado
26052,34.35,Poblado
26053,31.95,Poblado
26054,5.29,Despoblado11
26055,5.35,Despoblado11
26056,27.2,Poblado
26057,5.04,Despoblado11
26058,2.41,Despoblado11
26059,76.7,Poblado
26060,6.44,Despoblado11
26061,14.53,Poblado
26062,4.49,Despoblado11
26063,8.82,Despoblado11
26064,93.2,Poblado
26065,4.08,Despoblado11
26066,39.53,Poblado
26067,2.33,Despoblado11
26068,28.39,Poblado
26069,9.9,Despoblado11
26070,7.55,Despoblado11
26071,286.25,Poblado
26072,19.29,Poblado
26073,9.74,Despoblado11
26074,10.4,Despoblado11
26075,27.05,Poblado
26076,18.95,Poblado
26077,1.26,Despoblado11
26078,12.97,Poblado
26079,40.32,Poblado
26080,11.63,Despoblado21
26081,2.85,Despoblado11
26082,3.41,Despoblado11
26083,10.38,Despoblado11
26084,535.5,Poblado
26086,1.81,Despoblado11
26087,18.65,Poblado
26088,4.41,Despoblado11
26089,1909.69,Poblado
26091,1.22,Despoblado11
26092,18.99,Poblado
26093,0.83,Despoblado11
26094,5.64,Despoblado11
26095,5.54,Despoblado11
26096,45.71,Poblado
26098,2.29,Despoblado11
26099,35.11,Poblado
26100,2.14,Despoblado11
26101,3.0,Despoblado11
26102,215.28,Poblado
26103,45.81,Poblado
26104,1.28,Despoblado11
26105,105.01,Poblado
26106,3.75,Despoblado11
26107,2.45,Despoblado11
26108,5.79,Despoblado11
26109,10.24,Despoblado11
26110,4.47,Despoblado11
26111,119.23,Poblado
26112,8.54,Despoblado11
26113,1.39,Despoblado11
26114,4.92,Despoblado11
26115,1.51,Despoblado11
26117,123.68,Poblado
26118,6.42,Despoblado11
26119,6.67,Despoblado11
26120,37.86,Poblado
26121,4.92,Despoblado11
26122,9.46,Despoblado11
26123,17.6,Poblado
26124,29.18,Poblado
26125,196.37,Poblado
26126,0.84,Despoblado11
26127,14.83,Poblado
26128,9.9,Despoblado11
26129,34.38,Poblado
26130,8.91,Despoblado11
26131,4.46,Despoblado11
26132,3.56,Despoblado11
26134,6.27,Despoblado11
26135,2.16,Despoblado11
26136,12.81,Poblado
26138,155.2,Poblado
26139,7.67,Despoblado11
26140,18.02,Poblado
26141,8.5,Despoblado11
26142,20.91,Poblado
26143,30.69,Poblado
26144,22.48,Poblado
26145,18.9,Poblado
26146,3.32,Despoblado11
26147,4.41,Despoblado11
26148,20.11,Poblado
26149,2.06,Despoblado11
26150,10.48,Despoblado21
26151,14.91,Poblado
26152,8.72,Despoblado11
26153,1.03,Despoblado11
26154,2.85,Despoblado11
26155,5.52,Despoblado11
26157,56.69,Poblado
26158,17.52,Poblado
26160,71.59,Poblado
26161,0.65,Despoblado11
26162,4.03,Despoblado11
26163,22.22,Poblado
26164,0.93,Despoblado11
26165,9.97,Despoblado11
26166,18.19,Poblado
26167,6.49,Despoblado11
26168,420.72,Poblado
26169,5.53,Despoblado11
26170,32.33,Poblado
26171,13.59,Poblado
26172,5.17,Despoblado11
26173,0.76,Despoblado11
26174,6.71,Despoblado11
26175,0.63,Despoblado11
26176,12.27,Despoblado11
26177,3.87,Despoblado11
26178,1.51,Despoblado11
26179,1.3,Despoblado11
26180,13.72,Poblado
26181,0.82,Despoblado11
26183,13.98,Poblado
27001,11.75,Despoblado21
27002,20.77,Poblado
27003,18.68,Poblado
27004,8.94,Despoblado11
27005,41.34,Poblado
27006,16.43,Poblado
27007,23.47,Poblado
27008,15.44,Poblado
27009,15.29,Poblado
27010,28.87,Poblado
27011,14.98,Poblado
27012,5.92,Despoblado11
27013,53.84,Poblado
27014,21.86,Poblado
27015,30.27,Poblado
27016,46.03,Poblado
27017,6.26,Despoblado11
27018,9.83,Despoblado11
27019,100.49,Poblado
27020,12.6,Poblado
27021,10.69,Despoblado21
27022,18.56,Poblado
27023,17.04,Poblado
27024,10.41,Despoblado21
27025,37.7,Poblado
27026,20.98,Poblado
27027,34.05,Poblado
27028,295.99,Poblado
27029,37.19,Poblado
27030,24.39,Poblado
27031,91.43,Poblado
27032,31.08,Poblado
27033,4.79,Despoblado11
27034,5.7,Despoblado11
27035,3.1,Despoblado11
27037,12.15,Despoblado11
27038,8.11,Despoblado11
27039,38.87,Poblado
27040,16.61,Poblado
27041,16.96,Poblado
27042,14.23,Poblado
27043,18.01,Poblado
27044,16.68,Poblado
27045,11.71,Despoblado11
27046,12.98,Poblado
27047,11.47,Despoblado11
27048,16.25,Poblado
27049,12.01,Despoblado21
27050,11.69,Despoblado11
27051,90.45,Poblado
27052,13.96,Poblado
27053,8.96,Despoblado11
27054,18.29,Poblado
27055,11.8,Despoblado11
27056,294.78,Poblado
27057,71.81,Poblado
27058,18.26,Poblado
27059,16.82,Poblado
27060,18.33,Poblado
27061,13.48,Poblado
27062,12.25,Despoblado21
27063,17.73,Poblado
27064,21.81,Poblado
27065,36.78,Poblado
27066,140.04,Poblado
27901,17.32,Poblado
27902,1211.83,Poblado
28001,2.81,Despoblado11
28002,238.33,Poblado
28003,9.84,Despoblado11
28004,445.3,Poblado
