Codigo Municipio,Nacimientos,Matrimonios,Defunciones
20074,127.0,59.0,133.0
20023,8.0,4.0,8.0
20024,5.0,0.0,6.0
20029,49.0,26.0,44.0
20069,1504.0,661.0,1764.0
20030,265.0,111.0,309.0
20031,3.0,1.0,0.0
20033,14.0,11.0,9.0
20032,148.0,37.0,108.0
20067,392.0,166.0,326.0
20066,8.0,5.0,3.0
20034,48.0,28.0,39.0
20035,5.0,3.0,4.0
20038,3.0,3.0,2.0
20037,1.0,0.0,1.0
20907,5.0,0.0,2.0
20039,22.0,7.0,26.0
20040,201.0,77.0,167.0
20041,1.0,2.0,1.0
20036,143.0,78.0,113.0
20042,40.0,8.0,39.0
20043,33.0,14.0,19.0
20044,7.0,1.0,3.0
20045,611.0,244.0,508.0
20046,36.0,9.0,6.0
20047,13.0,4.0,7.0
20048,1.0,4.0,1.0
20902,146.0,66.0,149.0
20049,55.0,16.0,45.0
20050,1.0,2.0,2.0
20051,86.0,30.0,86.0
20052,22.0,6.0,14.0
20068,0.0,3.0,2.0
20053,53.0,17.0,40.0
20054,11.0,2.0,9.0
20901,32.0,5.0,11.0
20057,1.0,1.0,3.0
20056,58.0,14.0,50.0
20063,109.0,40.0,66.0
20058,9.0,2.0,12.0
20059,133.0,60.0,104.0
20076,95.0,30.0,86.0
20905,6.0,0.0,4.0
20060,2.0,1.0,0.0
20061,78.0,36.0,36.0
20062,25.0,5.0,7.0
20064,157.0,67.0,145.0
20070,18.0,3.0,19.0
20065,51.0,10.0,53.0
20071,179.0,61.0,207.0
20072,68.0,34.0,47.0
20077,66.0,10.0,51.0
20073,93.0,38.0,42.0
20075,75.0,14.0,54.0
20078,23.0,5.0,16.0
20079,185.0,104.0,176.0
20025,28.0,12.0,21.0
20026,4.0,1.0,1.0
20027,46.0,27.0,34.0
20028,34.0,9.0,25.0
20081,125.0,40.0,94.0
20080,86.0,29.0,84.0
17001,8.0,1.0,6.0
17002,8.0,3.0,3.0
17003,0.0,0.0,1.0
17004,3.0,0.0,3.0
17006,11.0,7.0,2.0
17007,21.0,14.0,24.0
17008,71.0,18.0,40.0
17009,92.0,15.0,63.0
17010,1.0,1.0,2.0
17011,11.0,1.0,10.0
17012,16.0,9.0,17.0
17015,237.0,82.0,181.0
17016,11.0,4.0,14.0
17013,31.0,12.0,27.0
17018,0.0,2.0,7.0
17019,23.0,8.0,22.0
17020,41.0,23.0,34.0
17021,4.0,0.0,2.0
17022,146.0,34.0,111.0
17234,0.0,0.0,2.0
17023,379.0,133.0,266.0
17029,5.0,1.0,0.0
17024,2.0,1.0,1.0
17025,16.0,14.0,9.0
17026,15.0,5.0,4.0
17027,32.0,12.0,30.0
17028,4.0,2.0,3.0
17031,2.0,1.0,2.0
17030,7.0,3.0,10.0
17032,30.0,7.0,19.0
17033,79.0,35.0,39.0
17034,104.0,40.0,83.0
17035,5.0,1.0,11.0
17036,41.0,15.0,54.0
17037,0.0,0.0,3.0
17038,12.0,1.0,4.0
17039,14.0,5.0,29.0
17040,9.0,5.0,10.0
17041,2.0,2.0,5.0
17042,8.0,1.0,5.0
17044,116.0,39.0,71.0
17046,9.0,2.0,6.0
17047,112.0,35.0,66.0
17048,100.0,46.0,51.0
17189,23.0,6.0,21.0
17049,76.0,28.0,37.0
17050,8.0,4.0,12.0
17051,2.0,0.0,3.0
17054,2.0,3.0,7.0
17055,1.0,0.0,4.0
17057,14.0,5.0,8.0
17056,22.0,5.0,23.0
17058,1.0,0.0,4.0
17901,8.0,2.0,9.0
17060,1.0,3.0,9.0
17061,0.0,1.0,1.0
17062,90.0,22.0,57.0
17063,0.0,0.0,1.0
17064,2.0,2.0,5.0
17065,5.0,0.0,8.0
17005,7.0,0.0,4.0
17066,592.0,165.0,339.0
17067,9.0,3.0,15.0
17068,0.0,0.0,2.0
17069,0.0,1.0,5.0
17070,0.0,1.0,2.0
17071,9.0,5.0,7.0
17902,10.0,6.0,14.0
17073,45.0,8.0,14.0
17074,10.0,1.0,5.0
17075,2.0,2.0,3.0
17076,2.0,0.0,2.0
17077,16.0,3.0,9.0
17078,6.0,2.0,3.0
17079,1206.0,356.0,680.0
17080,3.0,0.0,1.0
17081,5.0,0.0,1.0
17082,4.0,2.0,3.0
17083,56.0,15.0,31.0
17084,2.0,2.0,2.0
17085,5.0,0.0,8.0
17086,41.0,13.0,11.0
17087,0.0,0.0,1.0
17088,6.0,0.0,13.0
17089,119.0,35.0,63.0
17090,6.0,3.0,0.0
17091,3.0,1.0,3.0
17092,36.0,18.0,43.0
17093,5.0,1.0,10.0
17094,10.0,6.0,9.0
17095,407.0,129.0,196.0
17096,3.0,1.0,2.0
17102,3.0,2.0,7.0
17103,82.0,21.0,34.0
17097,1.0,0.0,1.0
17098,4.0,2.0,3.0
17100,3.0,1.0,3.0
17101,9.0,5.0,5.0
17099,1.0,0.0,0.0
17105,2.0,2.0,8.0
17106,0.0,0.0,3.0
17107,1.0,2.0,7.0
17109,4.0,5.0,8.0
17110,11.0,5.0,10.0
17111,16.0,9.0,10.0
17112,6.0,0.0,2.0
17114,372.0,98.0,326.0
17115,5.0,1.0,2.0
17116,4.0,0.0,5.0
17117,254.0,64.0,169.0
17118,178.0,56.0,141.0
17119,3.0,0.0,0.0
17121,3.0,1.0,4.0
17120,13.0,3.0,12.0
17123,4.0,0.0,4.0
17124,22.0,36.0,24.0
17125,0.0,0.0,3.0
17126,7.0,2.0,3.0
17128,9.0,1.0,3.0
17129,3.0,0.0,0.0
17130,3.0,2.0,4.0
17132,15.0,3.0,17.0
17133,16.0,6.0,20.0
17134,3.0,0.0,1.0
17135,6.0,1.0,4.0
17136,2.0,1.0,3.0
17137,40.0,5.0,27.0
17140,6.0,2.0,11.0
17138,10.0,2.0,17.0
17139,17.0,9.0,20.0
17141,97.0,25.0,57.0
17142,37.0,17.0,18.0
17043,0.0,2.0,3.0
17143,2.0,1.0,0.0
17144,2.0,1.0,3.0
17145,11.0,6.0,35.0
17146,26.0,14.0,13.0
17147,117.0,21.0,109.0
17148,26.0,9.0,19.0
17149,3.0,0.0,3.0
17150,24.0,9.0,10.0
17151,0.0,0.0,3.0
17152,278.0,66.0,127.0
17153,1.0,0.0,1.0
17154,1.0,1.0,1.0
17155,500.0,84.0,176.0
17157,2.0,2.0,2.0
17183,5.0,0.0,1.0
17158,3.0,2.0,5.0
17159,4.0,1.0,5.0
17160,255.0,77.0,168.0
17161,21.0,3.0,16.0
17162,0.0,1.0,0.0
17163,38.0,21.0,29.0
17164,55.0,10.0,62.0
17165,5.0,3.0,14.0
17167,30.0,5.0,48.0
17168,3.0,2.0,5.0
17185,33.0,11.0,43.0
17166,5.0,3.0,8.0
17169,49.0,18.0,16.0
17903,18.0,5.0,11.0
17171,1.0,1.0,1.0
17172,8.0,4.0,3.0
17173,4.0,0.0,2.0
17174,0.0,1.0,2.0
17175,5.0,1.0,7.0
17176,2.0,0.0,1.0
17177,4.0,4.0,10.0
17178,24.0,4.0,14.0
17180,135.0,45.0,91.0
17181,65.0,20.0,24.0
17182,2.0,0.0,3.0
17184,18.0,6.0,13.0
17186,60.0,15.0,35.0
17187,12.0,3.0,5.0
17188,1.0,1.0,3.0
17190,15.0,3.0,10.0
17191,1.0,1.0,2.0
17192,1.0,1.0,3.0
17193,72.0,32.0,41.0
17052,0.0,0.0,4.0
17194,0.0,0.0,1.0
17195,3.0,0.0,5.0
17196,3.0,0.0,2.0
17197,1.0,0.0,1.0
17198,3.0,3.0,0.0
17199,144.0,28.0,71.0
17200,10.0,3.0,14.0
17201,2.0,1.0,2.0
17202,47.0,27.0,43.0
17204,19.0,1.0,9.0
17205,5.0,0.0,0.0
17203,3.0,0.0,3.0
17206,0.0,1.0,4.0
17014,2.0,1.0,1.0
17208,10.0,2.0,5.0
17207,27.0,8.0,29.0
17170,1.0,0.0,2.0
17209,12.0,1.0,3.0
17210,10.0,2.0,10.0
17211,19.0,3.0,13.0
17212,4.0,1.0,3.0
17213,87.0,27.0,66.0
17214,5.0,4.0,8.0
17215,30.0,15.0,16.0
17217,4.0,3.0,5.0
17216,1.0,1.0,3.0
17218,5.0,2.0,11.0
17220,14.0,3.0,11.0
17221,42.0,17.0,47.0
17223,11.0,3.0,9.0
17224,0.0,0.0,4.0
17225,6.0,1.0,2.0
17226,12.0,1.0,4.0
17227,0.0,0.0,0.0
17228,1.0,5.0,5.0
17230,7.0,2.0,6.0
17222,2.0,2.0,1.0
17233,23.0,14.0,17.0
17232,2.0,0.0,2.0
18001,4.0,0.0,3.0
18002,5.0,2.0,5.0
18003,196.0,66.0,81.0
18004,4.0,3.0,9.0
18005,1.0,0.0,9.0
18006,66.0,14.0,52.0
18007,2.0,1.0,12.0
18010,5.0,0.0,8.0
18011,73.0,17.0,32.0
18012,10.0,10.0,62.0
18013,50.0,12.0,54.0
18014,134.0,51.0,37.0
18015,4.0,0.0,6.0
18016,2.0,0.0,7.0
18017,250.0,63.0,224.0
18904,3.0,2.0,13.0
18018,3.0,3.0,11.0
18020,11.0,2.0,20.0
18021,289.0,87.0,134.0
18022,255.0,101.0,129.0
18023,233.0,50.0,188.0
18024,8.0,2.0,5.0
18025,4.0,0.0,7.0
18027,36.0,9.0,24.0
18028,2.0,0.0,7.0
18029,17.0,1.0,26.0
18030,5.0,2.0,4.0
18032,4.0,0.0,3.0
18033,3.0,1.0,3.0
18034,4.0,0.0,3.0
18035,6.0,3.0,22.0
18036,45.0,15.0,35.0
18114,2.0,0.0,11.0
18037,7.0,5.0,7.0
18038,10.0,3.0,15.0
18039,39.0,8.0,51.0
18040,2.0,1.0,1.0
18042,5.0,1.0,6.0
18043,1.0,0.0,1.0
18044,1.0,0.0,5.0
18045,6.0,2.0,26.0
18046,15.0,5.0,30.0
18047,98.0,34.0,28.0
18059,65.0,19.0,46.0
18061,10.0,1.0,19.0
18062,204.0,86.0,80.0
18048,37.0,20.0,14.0
18049,5.0,2.0,7.0
18050,31.0,9.0,18.0
18051,10.0,2.0,22.0
18053,8.0,2.0,32.0
18054,10.0,0.0,11.0
18912,9.0,0.0,24.0
18056,28.0,9.0,69.0
18057,86.0,28.0,36.0
18063,22.0,4.0,12.0
18064,2.0,0.0,4.0
18066,3.0,2.0,21.0
18067,6.0,2.0,12.0
18068,20.0,12.0,12.0
18069,2.0,0.0,15.0
18070,3.0,0.0,1.0
18071,63.0,18.0,54.0
18072,1.0,0.0,6.0
18074,4.0,0.0,3.0
18076,14.0,5.0,6.0
18078,8.0,4.0,10.0
18079,43.0,20.0,61.0
18905,310.0,111.0,87.0
18082,12.0,2.0,17.0
18083,0.0,0.0,3.0
18084,60.0,26.0,28.0
18085,4.0,0.0,21.0
18086,1.0,0.0,9.0
18087,2312.0,763.0,2213.0
18088,26.0,6.0,19.0
18089,173.0,50.0,187.0
18906,6.0,7.0,22.0
18093,39.0,8.0,38.0
18094,29.0,10.0,26.0
18095,30.0,4.0,8.0
18096,4.0,1.0,2.0
18097,11.0,1.0,12.0
18098,63.0,14.0,99.0
18099,22.0,5.0,19.0
18100,110.0,21.0,74.0
18101,116.0,38.0,54.0
18102,89.0,27.0,125.0
18103,5.0,5.0,12.0
18105,100.0,18.0,52.0
18107,7.0,1.0,12.0
18108,6.0,5.0,13.0
18109,5.0,2.0,7.0
18111,50.0,13.0,12.0
18112,0.0,0.0,0.0
18115,27.0,12.0,22.0
18116,21.0,7.0,36.0
18117,1.0,0.0,7.0
18119,12.0,3.0,33.0
18120,1.0,1.0,1.0
18121,0.0,1.0,2.0
18122,190.0,60.0,176.0
18123,1.0,0.0,2.0
18124,1.0,1.0,6.0
18126,15.0,5.0,13.0
18127,235.0,73.0,134.0
18128,6.0,0.0,4.0
18132,31.0,8.0,36.0
18133,20.0,6.0,29.0
18134,78.0,28.0,38.0
18135,44.0,14.0,60.0
18136,17.0,4.0,21.0
18137,8.0,4.0,17.0
18138,25.0,13.0,25.0
18909,6.0,1.0,13.0
18140,633.0,164.0,491.0
18141,1.0,0.0,6.0
18903,8.0,6.0,10.0
18143,11.0,3.0,14.0
18144,14.0,5.0,4.0
18145,133.0,36.0,59.0
18146,10.0,2.0,17.0
18147,35.0,16.0,60.0
18148,0.0,1.0,12.0
18149,65.0,26.0,29.0
18150,89.0,30.0,54.0
18151,3.0,1.0,1.0
18152,9.0,1.0,23.0
18153,136.0,38.0,57.0
18154,11.0,2.0,12.0
18910,6.0,2.0,12.0
18157,15.0,5.0,12.0
18158,134.0,16.0,146.0
18159,5.0,7.0,14.0
18161,1.0,0.0,2.0
18162,18.0,5.0,4.0
18163,2.0,0.0,4.0
18164,21.0,2.0,21.0
18165,55.0,12.0,19.0
18167,34.0,9.0,25.0
18168,8.0,2.0,11.0
18170,3.0,0.0,2.0
18171,23.0,10.0,24.0
18173,105.0,31.0,116.0
18174,3.0,0.0,4.0
18175,168.0,50.0,124.0
18176,1.0,0.0,4.0
18177,1.0,1.0,8.0
18901,6.0,1.0,14.0
18178,4.0,2.0,8.0
18179,1.0,1.0,9.0
18180,8.0,1.0,4.0
18181,0.0,0.0,0.0
18182,8.0,1.0,27.0
18902,8.0,2.0,16.0
18907,16.0,10.0,30.0
18183,6.0,2.0,15.0
18911,175.0,61.0,49.0
18184,24.0,8.0,26.0
18185,2.0,4.0,4.0
18908,1.0,0.0,18.0
18187,2.0,1.0,8.0
18188,24.0,5.0,17.0
18189,6.0,1.0,4.0
18192,25.0,5.0,19.0
18913,1.0,0.0,9.0
18193,208.0,74.0,106.0
18194,31.0,5.0,27.0
19001,0.0,0.0,1.0
19002,0.0,0.0,0.0
19003,0.0,0.0,0.0
19004,0.0,0.0,0.0
19005,1.0,0.0,0.0
19006,5.0,3.0,11.0
19007,3.0,0.0,10.0
19008,0.0,0.0,1.0
19009,1.0,1.0,11.0
19010,0.0,0.0,1.0
19011,4.0,1.0,5.0
19013,0.0,0.0,1.0
19015,0.0,0.0,1.0
19016,0.0,0.0,0.0
19017,0.0,0.0,0.0
19018,1.0,1.0,1.0
19019,0.0,0.0,0.0
19020,0.0,0.0,0.0
19021,12.0,3.0,10.0
19022,5.0,0.0,22.0
19023,0.0,0.0,0.0
19024,208.0,75.0,26.0
19027,0.0,0.0,6.0
19031,0.0,0.0,0.0
19032,0.0,0.0,1.0
19033,0.0,1.0,1.0
19034,0.0,0.0,1.0
19036,6.0,2.0,3.0
19037,1.0,0.0,2.0
19038,0.0,0.0,0.0
19039,0.0,0.0,3.0
19040,0.0,0.0,2.0
19041,3.0,2.0,1.0
19042,0.0,0.0,0.0
19043,0.0,0.0,2.0
19044,4.0,0.0,3.0
19045,0.0,0.0,3.0
19046,581.0,141.0,118.0
19047,0.0,0.0,0.0
19048,0.0,0.0,1.0
19049,0.0,0.0,2.0
19050,0.0,0.0,0.0
19051,0.0,1.0,1.0
19052,0.0,0.0,2.0
19053,22.0,7.0,45.0
19054,0.0,0.0,3.0
19055,0.0,0.0,3.0
19057,0.0,0.0,3.0
19058,118.0,30.0,37.0
19059,0.0,0.0,1.0
19060,0.0,0.0,1.0
19061,0.0,0.0,0.0
19064,0.0,0.0,0.0
19065,1.0,0.0,5.0
19066,0.0,0.0,2.0
19067,0.0,0.0,2.0
19070,0.0,0.0,0.0
19071,155.0,62.0,48.0
19073,0.0,0.0,1.0
19074,1.0,0.0,1.0
19075,0.0,0.0,1.0
19076,0.0,0.0,0.0
19078,0.0,0.0,2.0
19079,0.0,0.0,0.0
19080,0.0,1.0,1.0
19081,0.0,0.0,0.0
19082,2.0,0.0,0.0
19103,2.0,1.0,6.0
19104,0.0,0.0,0.0
19106,0.0,0.0,2.0
19105,59.0,13.0,12.0
19086,12.0,5.0,29.0
19087,0.0,0.0,0.0
19088,1.0,1.0,2.0
19089,0.0,0.0,0.0
19090,1.0,0.0,1.0
19091,0.0,0.0,1.0
19092,9.0,0.0,13.0
19095,0.0,0.0,0.0
19096,0.0,0.0,4.0
19097,1.0,0.0,0.0
19098,0.0,0.0,0.0
19099,1.0,1.0,9.0
19102,0.0,0.0,4.0
19107,3.0,1.0,6.0
19108,0.0,0.0,2.0
19109,0.0,0.0,0.0
19110,0.0,0.0,2.0
19111,1.0,1.0,5.0
19112,0.0,0.0,1.0
19113,5.0,4.0,13.0
19114,0.0,0.0,0.0
19115,0.0,0.0,0.0
19116,0.0,0.0,0.0
19117,42.0,22.0,11.0
19118,0.0,0.0,1.0
19119,2.0,0.0,0.0
19120,0.0,0.0,1.0
19121,3.0,1.0,12.0
19122,1.0,1.0,1.0
19123,1.0,0.0,0.0
19124,3.0,2.0,3.0
19125,0.0,0.0,4.0
19126,44.0,11.0,8.0
19127,0.0,0.0,2.0
19129,0.0,0.0,1.0
19130,867.0,328.0,561.0
19132,0.0,0.0,3.0
19133,1.0,3.0,1.0
19134,0.0,0.0,0.0
19135,0.0,3.0,1.0
19136,0.0,1.0,1.0
19138,5.0,1.0,5.0
19139,1.0,0.0,0.0
19142,1.0,2.0,4.0
19143,26.0,8.0,24.0
19145,0.0,0.0,1.0
19146,0.0,0.0,0.0
19147,0.0,0.0,2.0
19148,0.0,1.0,2.0
19150,0.0,0.0,2.0
19151,24.0,6.0,17.0
19152,4.0,1.0,10.0
19153,0.0,0.0,0.0
19154,0.0,0.0,0.0
19155,0.0,0.0,1.0
19156,11.0,3.0,20.0
19157,0.0,1.0,0.0
19159,0.0,0.0,0.0
19160,7.0,6.0,10.0
19161,1.0,3.0,9.0
19162,1.0,0.0,0.0
19163,1.0,0.0,0.0
19165,0.0,0.0,1.0
19166,0.0,0.0,5.0
19167,0.0,0.0,5.0
19168,1.0,0.0,10.0
19169,0.0,0.0,0.0
19170,0.0,0.0,14.0
19171,94.0,36.0,28.0
19172,0.0,0.0,0.0
19173,0.0,0.0,1.0
19174,0.0,0.0,2.0
19175,0.0,0.0,0.0
19176,0.0,0.0,4.0
19177,1.0,0.0,2.0
19178,1.0,0.0,1.0
19179,0.0,0.0,1.0
19181,0.0,0.0,2.0
19182,0.0,0.0,0.0
19184,0.0,0.0,1.0
19183,0.0,0.0,0.0
19185,0.0,0.0,1.0
19186,0.0,0.0,2.0
19187,0.0,0.0,1.0
19188,0.0,0.0,2.0
19189,0.0,1.0,3.0
19190,37.0,8.0,54.0
19191,0.0,0.0,0.0
19192,21.0,4.0,31.0
19193,0.0,0.0,1.0
19194,0.0,1.0,2.0
19195,0.0,0.0,0.0
19196,0.0,0.0,4.0
19197,0.0,0.0,0.0
19198,0.0,0.0,1.0
19199,0.0,0.0,0.0
19200,1.0,1.0,0.0
19201,0.0,0.0,3.0
19202,0.0,0.0,0.0
19203,0.0,0.0,0.0
19204,4.0,0.0,4.0
19208,0.0,0.0,2.0
19209,0.0,0.0,0.0
19210,0.0,0.0,0.0
19211,3.0,0.0,7.0
19212,2.0,2.0,16.0
19213,0.0,0.0,2.0
19214,0.0,0.0,1.0
19215,0.0,0.0,3.0
19216,1.0,0.0,2.0
19217,0.0,0.0,1.0
19218,0.0,0.0,1.0
19219,1.0,0.0,0.0
19220,60.0,31.0,7.0
19221,0.0,0.0,0.0
19222,0.0,0.0,2.0
19223,2.0,0.0,2.0
19224,0.0,0.0,1.0
19225,23.0,9.0,7.0
19226,0.0,0.0,1.0
19227,0.0,0.0,2.0
19228,0.0,0.0,0.0
19229,0.0,0.0,1.0
19230,13.0,2.0,0.0
19231,0.0,0.0,0.0
19232,0.0,0.0,0.0
19233,0.0,0.0,0.0
19234,0.0,0.0,1.0
19235,0.0,1.0,2.0
19237,1.0,0.0,0.0
19238,0.0,1.0,4.0
19239,1.0,0.0,2.0
19240,0.0,0.0,0.0
19241,0.0,0.0,0.0
19242,0.0,0.0,2.0
19243,0.0,1.0,0.0
19244,1.0,0.0,1.0
19245,11.0,7.0,20.0
19246,0.0,0.0,2.0
19247,1.0,1.0,5.0
19248,0.0,0.0,0.0
19249,0.0,0.0,0.0
19250,0.0,0.0,0.0
19251,0.0,0.0,2.0
19252,0.0,0.0,0.0
19254,0.0,0.0,2.0
19901,0.0,0.0,1.0
19255,0.0,0.0,1.0
19256,1.0,0.0,1.0
19257,36.0,7.0,117.0
19258,0.0,0.0,3.0
19259,0.0,0.0,0.0
19260,0.0,0.0,0.0
19261,0.0,0.0,0.0
19262,0.0,0.0,5.0
19263,0.0,1.0,2.0
19264,0.0,0.0,0.0
19265,0.0,0.0,0.0
19266,2.0,0.0,8.0
19267,0.0,0.0,0.0
19268,0.0,0.0,1.0
19269,0.0,0.0,2.0
19271,0.0,0.0,0.0
19270,0.0,0.0,0.0
19272,0.0,0.0,1.0
19274,23.0,8.0,3.0
19279,2.0,0.0,1.0
19277,0.0,0.0,0.0
19278,0.0,0.0,1.0
19280,91.0,21.0,13.0
19281,0.0,0.0,0.0
19282,0.0,0.0,5.0
19283,0.0,0.0,0.0
19284,0.0,0.0,0.0
19285,0.0,0.0,2.0
19286,14.0,16.0,6.0
19287,1.0,0.0,5.0
19288,0.0,0.0,0.0
19289,0.0,0.0,1.0
19290,14.0,4.0,3.0
19291,6.0,1.0,18.0
19293,26.0,16.0,9.0
19294,0.0,0.0,0.0
19296,1.0,0.0,0.0
19297,0.0,1.0,0.0
19298,0.0,0.0,1.0
19299,0.0,0.0,1.0
19300,14.0,8.0,4.0
19301,0.0,0.0,1.0
19302,0.0,0.0,1.0
19303,0.0,0.0,0.0
19304,1.0,1.0,2.0
19305,0.0,1.0,1.0
19306,0.0,0.0,1.0
19307,1.0,0.0,1.0
19308,0.0,1.0,0.0
19309,0.0,0.0,0.0
19310,0.0,0.0,0.0
19311,0.0,0.0,3.0
19314,0.0,0.0,0.0
19317,2.0,0.0,2.0
19318,1.0,0.0,0.0
19319,67.0,26.0,15.0
19321,0.0,0.0,1.0
19322,0.0,0.0,0.0
19323,0.0,0.0,2.0
19324,1.0,2.0,3.0
19325,0.0,0.0,2.0
19326,36.0,22.0,12.0
19327,3.0,1.0,8.0
19329,0.0,0.0,1.0
19330,0.0,0.0,1.0
19331,70.0,15.0,33.0
19332,0.0,0.0,2.0
19333,0.0,0.0,2.0
19334,0.0,0.0,0.0
19335,0.0,0.0,0.0
21001,7.0,4.0,7.0
21002,289.0,75.0,92.0
21003,5.0,1.0,9.0
21004,8.0,3.0,25.0
21005,240.0,80.0,148.0
21006,34.0,12.0,69.0
21007,94.0,41.0,87.0
21008,18.0,2.0,37.0
21009,5.0,1.0,13.0
21010,171.0,54.0,156.0
21011,35.0,12.0,50.0
21012,2.0,0.0,8.0
21013,163.0,46.0,130.0
21014,68.0,17.0,34.0
21015,4.0,2.0,9.0
21016,11.0,5.0,13.0
21017,21.0,9.0,64.0
21018,22.0,5.0,28.0
21019,5.0,2.0,7.0
21020,1.0,2.0,4.0
21021,237.0,50.0,101.0
21022,0.0,1.0,1.0
21023,7.0,1.0,42.0
21030,29.0,7.0,21.0
21024,4.0,1.0,6.0
21025,33.0,19.0,53.0
21026,3.0,0.0,4.0
21027,0.0,0.0,0.0
21028,0.0,0.0,9.0
21029,21.0,6.0,30.0
21031,3.0,4.0,26.0
21032,26.0,5.0,40.0
21033,5.0,3.0,4.0
21034,6.0,1.0,25.0
21035,131.0,41.0,109.0
21036,0.0,0.0,0.0
21037,1.0,2.0,9.0
21038,16.0,6.0,23.0
21039,1.0,0.0,2.0
21040,50.0,17.0,35.0
21041,1669.0,507.0,1168.0
21042,232.0,69.0,138.0
21043,14.0,6.0,21.0
21044,316.0,81.0,136.0
21045,3.0,0.0,5.0
21046,50.0,12.0,21.0
21047,0.0,1.0,16.0
21048,5.0,1.0,4.0
21049,33.0,13.0,40.0
21050,241.0,48.0,97.0
21051,4.0,2.0,5.0
21052,57.0,8.0,85.0
21053,62.0,22.0,43.0
21054,116.0,49.0,93.0
21055,125.0,37.0,59.0
21056,32.0,10.0,38.0
21057,15.0,6.0,16.0
21058,26.0,6.0,36.0
21059,3.0,1.0,1.0
21060,130.0,60.0,90.0
21061,76.0,23.0,66.0
21062,15.0,5.0,26.0
21063,44.0,15.0,20.0
21064,106.0,51.0,52.0
21066,5.0,1.0,5.0
21065,3.0,0.0,5.0
21067,5.0,0.0,6.0
21068,2.0,0.0,12.0
21069,17.0,7.0,29.0
21070,72.0,34.0,60.0
21071,0.0,0.0,2.0
21072,136.0,57.0,126.0
21073,28.0,4.0,30.0
21074,26.0,13.0,37.0
21075,0.0,2.0,5.0
21076,1.0,9.0,30.0
21077,22.0,8.0,16.0
21078,29.0,12.0,44.0
21079,7.0,5.0,17.0
22001,2.0,0.0,2.0
22002,0.0,0.0,1.0
22003,0.0,1.0,0.0
22004,0.0,0.0,4.0
22907,24.0,8.0,18.0
22006,2.0,0.0,3.0
22007,6.0,3.0,19.0
22008,1.0,0.0,4.0
22009,2.0,1.0,11.0
22011,0.0,0.0,0.0
22012,0.0,0.0,3.0
22013,0.0,1.0,5.0
22014,0.0,0.0,6.0
22015,2.0,1.0,3.0
22016,4.0,0.0,10.0
22017,6.0,1.0,17.0
22018,1.0,0.0,13.0
22019,1.0,0.0,6.0
22020,1.0,0.0,1.0
22021,24.0,7.0,31.0
22022,2.0,5.0,8.0
22023,4.0,1.0,4.0
22024,1.0,0.0,1.0
22025,6.0,0.0,16.0
22027,1.0,1.0,15.0
22028,0.0,4.0,8.0
22029,0.0,0.0,1.0
22032,0.0,0.0,2.0
22035,2.0,0.0,5.0
22036,1.0,0.0,2.0
22037,0.0,1.0,0.0
22039,5.0,2.0,14.0
22040,1.0,0.0,3.0
22041,0.0,0.0,0.0
22042,1.0,0.0,3.0
22043,0.0,0.0,4.0
22044,3.0,0.0,5.0
22045,0.0,0.0,2.0
22046,5.0,2.0,12.0
22047,2.0,0.0,0.0
22048,161.0,20.0,185.0
22049,0.0,0.0,1.0
22050,0.0,0.0,3.0
22051,0.0,0.0,2.0
22052,12.0,1.0,35.0
22053,14.0,1.0,21.0
22054,16.0,8.0,6.0
22246,0.0,0.0,1.0
22055,2.0,0.0,8.0
22057,2.0,1.0,5.0
22058,1.0,0.0,4.0
22059,18.0,1.0,25.0
22060,14.0,3.0,23.0
22061,88.0,23.0,85.0
22062,2.0,0.0,4.0
22063,1.0,0.0,2.0
22064,1.0,0.0,1.0
22066,9.0,12.0,13.0
22067,1.0,0.0,2.0
22068,1.0,0.0,0.0
22069,5.0,3.0,2.0
22072,1.0,0.0,0.0
22074,1.0,0.0,1.0
22075,0.0,0.0,3.0
22076,0.0,0.0,4.0
22077,0.0,0.0,4.0
22078,3.0,1.0,3.0
22079,0.0,0.0,3.0
22080,1.0,0.0,3.0
22081,0.0,0.0,4.0
22083,1.0,1.0,16.0
22084,9.0,1.0,7.0
22082,1.0,0.0,4.0
22085,1.0,0.0,4.0
22086,1.0,0.0,4.0
22087,0.0,0.0,0.0
22088,1.0,0.0,4.0
22089,2.0,0.0,8.0
22094,0.0,0.0,1.0
22095,0.0,0.0,3.0
22096,4.0,1.0,10.0
22090,1.0,1.0,2.0
22099,9.0,0.0,8.0
22102,1.0,0.0,1.0
22103,5.0,1.0,13.0
22105,0.0,0.0,1.0
22106,0.0,0.0,0.0
22107,0.0,1.0,0.0
22109,2.0,0.0,3.0
22110,3.0,0.0,18.0
22111,1.0,0.0,2.0
22112,174.0,38.0,118.0
22113,6.0,2.0,7.0
22114,0.0,0.0,4.0
22115,3.0,1.0,6.0
22116,21.0,2.0,32.0
22117,27.0,2.0,48.0
22119,6.0,2.0,23.0
22122,0.0,0.0,0.0
22908,0.0,0.0,1.0
22124,0.0,0.0,2.0
22125,573.0,230.0,529.0
22126,0.0,0.0,2.0
22127,9.0,5.0,15.0
22128,0.0,0.0,2.0
22129,0.0,0.0,3.0
22130,112.0,50.0,128.0
22131,3.0,2.0,0.0
22133,0.0,1.0,2.0
22135,0.0,0.0,1.0
22136,5.0,2.0,19.0
22137,3.0,2.0,19.0
