Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
08180,2682.0,2281.0,4963.0
06114,,,
25913,1.0,1.0,2.0
17148,123.0,118.0,241.0
17149,5.0,7.0,12.0
43127,100.0,78.0,177.0
43128,89.0,83.0,172.0
17150,128.0,117.0,245.0
43129,463.0,396.0,858.0
17151,26.0,14.0,41.0
28123,5210.0,5486.0,10696.0
05196,,3.0,3.0
09321,208.0,159.0,367.0
49178,24.0,24.0,48.0
47134,2.0,3.0,5.0
24134,293.0,146.0,439.0
47135,,,
37269,24.0,23.0,47.0
49179,25.0,18.0,43.0
10156,1.0,3.0,4.0
28124,7.0,8.0,15.0
10157,5.0,2.0,7.0
19239,15.0,12.0,27.0
10158,3.0,4.0,7.0
02068,10.0,8.0,18.0
28125,307.0,319.0,626.0
19240,4.0,3.0,7.0
45148,9.0,8.0,18.0
13901,76.0,51.0,127.0
10159,5.0,11.0,17.0
37270,6.0,5.0,10.0
28126,6.0,2.0,8.0
22197,31.0,21.0,52.0
26126,,,
06115,19.0,13.0,32.0
08181,336.0,314.0,650.0
46216,298.0,373.0,671.0
43130,27.0,21.0,49.0
21061,585.0,669.0,1254.0
41082,87.0,90.0,176.0
43131,470.0,443.0,913.0
40173,19.0,16.0,35.0
08183,343.0,293.0,636.0
02069,1114.0,979.0,2093.0
36047,55.0,59.0,114.0
44197,5.0,3.0,8.0
26127,37.0,18.0,55.0
43132,32.0,32.0,64.0
49180,1.0,3.0,4.0
15074,63.0,69.0,132.0
03113,6649.0,6273.0,12922.0
09323,2.0,,2.0
42159,2.0,1.0,3.0
37271,10.0,13.0,23.0
03114,277.0,264.0,541.0
10160,6.0,6.0,12.0
19241,1.0,1.0,2.0
19242,3.0,4.0,7.0
50227,9.0,10.0,19.0
31209,2.0,5.0,7.0
45149,15.0,13.0,29.0
31210,0.0,3.0,3.0
29084,1140.0,1211.0,2351.0
41083,28.0,22.0,51.0
24136,3.0,6.0,9.0
04079,14581.0,11657.0,26238.0
43133,780.0,583.0,1363.0
21062,123.0,94.0,217.0
36048,200.0,172.0,372.0
10901,66.0,31.0,97.0
38032,1021.0,1066.0,2087.0
17152,3418.0,3223.0,6640.0
49181,1.0,5.0,6.0
12096,72.0,56.0,128.0
25189,253.0,178.0,430.0
11030,898.0,851.0,1748.0
46217,37.0,48.0,85.0
46218,36.0,35.0,71.0
47137,,1.0,1.0
43134,16.0,18.0,34.0
42160,11.0,8.0,19.0
44198,5.0,2.0,7.0
09325,3.0,3.0,6.0
16181,2.0,2.0,4.0
28127,5658.0,7572.0,13229.0
28128,24.0,19.0,42.0
39065,1.0,3.0,4.0
32072,245.0,241.0,485.0
10161,,,
09326,5.0,1.0,6.0
08184,5857.0,5733.0,11590.0
47138,1.0,3.0,4.0
32073,41.0,34.0,75.0
44199,4.0,1.0,5.0
44200,,,
44201,65.0,68.0,133.0
08185,4.0,5.0,9.0
41084,62.0,52.0,114.0
18170,57.0,32.0,89.0
09327,1.0,1.0,2.0
09328,0.0,,0.0
47139,99.0,83.0,182.0
50228,12.0,9.0,21.0
19243,,,
39066,27.0,17.0,45.0
50229,3.0,,3.0
39067,10.0,11.0,21.0
46219,14.0,15.0,28.0
13902,13.0,19.0,31.0
39068,24.0,35.0,58.0
17153,24.0,19.0,42.0
08901,20.0,15.0,34.0
23074,75.0,16.0,91.0
14058,381.0,258.0,639.0
08187,13821.0,13243.0,27064.0
24137,21.0,21.0,43.0
50241,22.0,17.0,39.0
22199,945.0,825.0,1771.0
23075,37.0,23.0,60.0
12097,,,
19244,7.0,4.0,12.0
16185,4.0,3.0,7.0
19245,205.0,166.0,372.0
13073,4.0,2.0,6.0
40174,19.0,28.0,47.0
15075,869.0,1005.0,1875.0
31212,4.0,3.0,7.0
50230,55.0,49.0,104.0
16186,47.0,31.0,77.0
19246,4.0,6.0,10.0
47140,2.0,1.0,2.0
37272,,1.0,1.0
08188,2.0,,2.0
03115,69.0,73.0,142.0
37273,,1.0,1.0
46220,4464.0,4030.0,8494.0
24139,164.0,136.0,300.0
37303,4.0,1.0,5.0
22200,19.0,23.0,42.0
26128,4.0,3.0,7.0
37274,5688.0,6260.0,11948.0
18171,73.0,52.0,125.0
29085,33.0,25.0,58.0
33059,109.0,121.0,230.0
22201,4.0,2.0,6.0
22202,2.0,3.0,5.0
09329,1.0,2.0,3.0
09330,192.0,153.0,344.0
25190,28.0,37.0,66.0
49183,2.0,,2.0
36049,481.0,372.0,853.0
44203,1.0,,1.0
34157,134.0,108.0,242.0
09332,14.0,5.0,19.0
37275,,1.0,1.0
08190,2.0,2.0,4.0
31213,,2.0,2.0
44204,,,
42161,1.0,1.0,2.0
46221,26.0,23.0,49.0
17154,14.0,15.0,28.0
22203,7.0,5.0,12.0
50231,28.0,24.0,52.0
03116,111.0,114.0,225.0
31214,1.0,2.0,3.0
34158,11.0,8.0,19.0
16187,6.0,4.0,11.0
07059,759.0,700.0,1459.0
09334,,1.0,1.0
08191,255.0,235.0,490.0
22204,115.0,103.0,219.0
19247,2.0,3.0,6.0
16188,19.0,6.0,25.0
37276,3.0,4.0,8.0
05197,4.0,8.0,12.0
02070,51.0,32.0,83.0
18173,761.0,756.0,1516.0
43135,62.0,45.0,106.0
10162,4.0,5.0,9.0
43905,5840.0,4360.0,10200.0
17155,6342.0,4507.0,10850.0
41085,118.0,153.0,271.0
16189,9.0,11.0,20.0
05198,,,
47141,,,
06116,18.0,26.0,44.0
36050,591.0,370.0,961.0
50232,3.0,4.0,7.0
06117,12.0,8.0,20.0
10163,1.0,4.0,5.0
37277,1.0,,1.0
01051,294.0,272.0,566.0
12098,50.0,56.0,106.0
01052,40.0,11.0,51.0
40176,22.0,14.0,36.0
49184,,4.0,4.0
27055,21.0,23.0,44.0
44205,38.0,27.0,66.0
50233,2.0,1.0,3.0
31215,385.0,348.0,733.0
09335,,,
24141,6.0,10.0,16.0
44206,17.0,8.0,25.0
28129,1438.0,1508.0,2947.0
49185,3.0,5.0,8.0
32074,42.0,31.0,74.0
19248,15.0,8.0,23.0
24142,1036.0,1102.0,2138.0
19249,,,
38033,212.0,242.0,454.0
46903,261.0,308.0,568.0
26129,33.0,40.0,72.0
35018,1921.0,2101.0,4022.0
05199,,,
05200,2.0,3.0,5.0
21063,208.0,283.0,491.0
45150,17.0,16.0,32.0
05201,1.0,5.0,6.0
35019,9518.0,8642.0,18160.0
13074,12.0,9.0,21.0
34159,7.0,8.0,14.0
49186,2.0,1.0,3.0
47142,7.0,3.0,10.0
34160,3.0,6.0,9.0
32075,262.0,252.0,514.0
16190,698.0,515.0,1213.0
34161,,1.0,1.0
40177,4.0,5.0,9.0
49187,23.0,21.0,44.0
37278,42.0,38.0,80.0
38023,8728.0,9418.0,18145.0
24144,6.0,7.0,13.0
40178,3.0,2.0,5.0
40906,171.0,170.0,342.0
32076,66.0,64.0,129.0
24145,6.0,3.0,9.0
42162,181.0,148.0,329.0
37284,4.0,10.0,14.0
22205,12.0,4.0,16.0
05206,,,
24146,1.0,1.0,2.0
05208,,,
49188,9.0,3.0,12.0
05207,15.0,20.0,35.0
42163,1.0,4.0,5.0
39069,36.0,36.0,71.0
37285,6.0,9.0,15.0
11031,1181.0,1251.0,2432.0
28130,3654.0,3581.0,7235.0
03118,3349.0,3401.0,6749.0
05209,,1.0,1.0
03904,101.0,121.0,221.0
30035,4888.0,3975.0,8864.0
11902,20.0,36.0,56.0
41086,1088.0,1301.0,2389.0
05901,17.0,5.0,21.0
05210,2.0,,2.0
05211,5.0,9.0,14.0
38034,224.0,204.0,428.0
22207,2.0,5.0,7.0
05212,10.0,4.0,15.0
09337,11.0,6.0,17.0
05213,,,
21064,194.0,234.0,428.0
49189,18.0,10.0,27.0
24148,23.0,32.0,55.0
42164,147.0,146.0,294.0
47143,1.0,,1.0
13075,0.0,2.0,2.0
28131,1396.0,1539.0,2935.0
16191,65.0,47.0,113.0
05214,,3.0,3.0
09338,12.0,19.0,31.0
34163,3.0,2.0,5.0
16192,1.0,,1.0
28132,2592.0,2209.0,4801.0
05215,1.0,3.0,4.0
50234,2.0,2.0,4.0
45151,68.0,58.0,126.0
33061,4.0,5.0,9.0
45152,62.0,42.0,104.0
09339,14.0,7.0,21.0
10164,28.0,21.0,49.0
31217,14.0,13.0,27.0
28133,580.0,585.0,1165.0
49190,,,
47144,3.0,2.0,5.0
37286,5.0,10.0,15.0
05216,,,
33060,353.0,356.0,709.0
44207,2.0,,2.0
40182,26.0,27.0,53.0
50235,152.0,161.0,313.0
38035,3309.0,3165.0,6474.0
39070,1.0,1.0,2.0
40183,5.0,5.0,10.0
05217,1.0,,1.0
49191,11.0,9.0,20.0
03120,1733.0,1764.0,3496.0
05218,5.0,5.0,10.0
37287,8.0,10.0,19.0
47145,7.0,4.0,11.0
22903,37.0,44.0,80.0
47146,10.0,11.0,21.0
37036,,,
49192,0.0,3.0,3.0
26130,17.0,5.0,22.0
09340,,1.0,1.0
24149,16.0,11.0,27.0
26131,1.0,1.0,2.0
01053,14.0,15.0,29.0
37288,11.0,11.0,22.0
37289,3.0,4.0,7.0
41088,3.0,4.0,6.0
47147,,,
45153,103.0,92.0,195.0
05219,2.0,,2.0
02071,36.0,37.0,73.0
24150,2.0,7.0,9.0
49193,20.0,22.0,43.0
40184,12.0,12.0,24.0
49194,1.0,1.0,2.0
47148,20.0,15.0,35.0
06119,17.0,22.0,39.0
37291,4.0,4.0,8.0
05220,19.0,15.0,34.0
30036,3210.0,2674.0,5884.0
39071,3.0,3.0,6.0
37290,2.0,3.0,5.0
42165,116.0,65.0,181.0
16193,0.0,0.0,0.0
47149,1.0,3.0,4.0
37292,,1.0,1.0
12101,46.0,39.0,85.0
26132,17.0,14.0,31.0
47150,19.0,14.0,33.0
34165,,,
45154,80.0,74.0,154.0
11033,2627.0,2537.0,5165.0
39072,7.0,1.0,8.0
15076,22.0,50.0,72.0
47151,1.0,2.0,3.0
38036,770.0,745.0,1515.0
14059,2.0,3.0,5.0
28134,5892.0,6929.0,12821.0
21066,78.0,61.0,138.0
33063,3.0,8.0,11.0
26139,3.0,2.0,5.0
06123,67.0,82.0,149.0
05231,3.0,5.0,8.0
39080,129.0,153.0,282.0
49208,15.0,6.0,21.0
26142,106.0,67.0,173.0
47156,0.0,0.0,0.0
03122,2459.0,2557.0,5017.0
09360,,1.0,1.0
49209,18.0,18.0,37.0
32070,6.0,4.0,10.0
25191,21.0,17.0,38.0
24143,15.0,13.0,28.0
05204,47.0,42.0,89.0
37280,,,
37281,,,
40179,107.0,116.0,223.0
05205,2.0,2.0,4.0
37282,2.0,1.0,3.0
06118,,,
37279,19.0,24.0,43.0
32077,40.0,37.0,78.0
37283,9.0,11.0,20.0
03117,117.0,116.0,233.0
40180,29.0,24.0,53.0
22206,5.0,4.0,9.0
31216,286.0,293.0,580.0
11032,663.0,748.0,1411.0
21065,43.0,39.0,82.0
41087,366.0,398.0,764.0
31219,5.0,4.0,9.0
08194,2044.0,1951.0,3995.0
08195,,,
08196,1960.0,1650.0,3611.0
08197,625.0,719.0,1344.0
17157,4.0,4.0,8.0
17183,22.0,12.0,35.0
07046,3068.0,2718.0,5786.0
08198,250.0,234.0,484.0
08199,46.0,44.0,90.0
08200,5096.0,4626.0,9722.0
08201,13.0,16.0,29.0
43136,1520.0,1376.0,2896.0
08203,167.0,148.0,316.0
08202,1197.0,1077.0,2274.0
08204,76.0,86.0,162.0
17158,50.0,26.0,76.0
08205,6517.0,7727.0,14243.0
08206,58.0,39.0,97.0
25196,4.0,2.0,6.0
08207,113.0,140.0,253.0
08208,297.0,321.0,618.0
17159,23.0,18.0,41.0
08210,501.0,419.0,920.0
17160,2250.0,1898.0,4148.0
08211,2344.0,2382.0,4725.0
17161,69.0,55.0,124.0
08212,36.0,30.0,66.0
17162,29.0,19.0,47.0
08209,239.0,227.0,466.0
08213,288.0,301.0,589.0
17163,86.0,90.0,177.0
25192,105.0,81.0,187.0
25197,9.0,8.0,18.0
17164,490.0,374.0,864.0
08215,237.0,190.0,427.0
08193,65.0,56.0,121.0
08216,,,
17165,30.0,35.0,65.0
43137,85.0,86.0,171.0
43902,126.0,115.0,242.0
07049,140.0,133.0,274.0
03119,1669.0,1883.0,3552.0
07050,888.0,814.0,1701.0
17167,143.0,121.0,264.0
17168,22.0,17.0,39.0
12902,272.0,212.0,484.0
08218,547.0,489.0,1036.0
08217,1612.0,1804.0,3416.0
17185,125.0,116.0,241.0
46222,14.0,13.0,27.0
17166,52.0,46.0,97.0
12099,174.0,157.0,331.0
07048,3205.0,2839.0,6044.0
08903,,1.0,1.0
17169,147.0,149.0,296.0
08220,72.0,75.0,147.0
17903,85.0,78.0,163.0
08221,964.0,1179.0,2143.0
17171,29.0,25.0,54.0
25193,68.0,74.0,142.0
07051,1290.0,1236.0,2526.0
08222,115.0,110.0,225.0
08223,92.0,110.0,202.0
07052,850.0,885.0,1735.0
08225,3.0,,3.0
08224,61.0,59.0,120.0
17172,24.0,21.0,45.0
25902,16.0,19.0,35.0
08226,12.0,20.0,32.0
08227,144.0,143.0,287.0
08228,5.0,4.0,9.0
17173,15.0,22.0,37.0
12100,247.0,186.0,433.0
08229,9.0,11.0,20.0
17174,9.0,9.0,18.0
17175,57.0,55.0,111.0
17176,34.0,21.0,55.0
17177,19.0,21.0,39.0
08231,2426.0,2383.0,4808.0
08232,71.0,49.0,120.0
08233,128.0,109.0,237.0
08234,120.0,129.0,248.0
17178,458.0,319.0,776.0
08189,2.0,1.0,3.0
08235,368.0,373.0,741.0
08236,147.0,107.0,254.0
08237,124.0,99.0,223.0
08238,587.0,727.0,1314.0
08239,21.0,32.0,53.0
25194,16.0,17.0,33.0
08240,584.0,609.0,1192.0
08241,1.0,2.0,3.0
08098,80.0,67.0,147.0
08262,631.0,503.0,1133.0
08264,310.0,345.0,655.0
08265,52.0,55.0,107.0
08263,1433.0,1266.0,2699.0
06120,57.0,66.0,123.0
10165,1.0,2.0,3.0
45155,14.0,14.0,28.0
21067,11.0,10.0,21.0
43138,380.0,314.0,694.0
21068,33.0,22.0,54.0
35021,508.0,645.0,1153.0
09343,2.0,1.0,3.0
08243,,,
34167,,2.0,2.0
22208,6.0,4.0,10.0
49197,,1.0,1.0
26134,6.0,7.0,14.0
08244,201.0,241.0,441.0
17180,1326.0,975.0,2301.0
08245,14929.0,12458.0,27386.0
43139,215.0,172.0,387.0
24151,11.0,8.0,19.0
49199,,4.0,4.0
24152,13.0,13.0,26.0
15077,332.0,390.0,722.0
17181,537.0,507.0,1044.0
49200,27.0,26.0,53.0
24153,15.0,19.0,33.0
49201,2.0,5.0,7.0
39073,340.0,425.0,765.0
34168,2.0,1.0,3.0
50236,13.0,13.0,26.0
38037,1041.0,1146.0,2187.0
09345,18.0,10.0,28.0
22209,13.0,4.0,17.0
10166,,2.0,2.0
45156,296.0,247.0,544.0
13076,8.0,4.0,12.0
04080,14.0,14.0,28.0
50237,5.0,6.0,11.0
16194,6.0,1.0,7.0
13077,126.0,115.0,241.0
44208,1.0,3.0,4.0
10167,1.0,1.0,2.0
05222,3.0,2.0,5.0
38038,12173.0,13845.0,26017.0
42166,1.0,1.0,2.0
18174,21.0,17.0,38.0
45157,287.0,240.0,527.0
05221,9.0,8.0,17.0
09346,0.0,0.0,0.0
23076,11.0,19.0,30.0
24154,33.0,37.0,70.0
26135,4.0,1.0,5.0
14061,8.0,6.0,14.0
47152,3.0,4.0,7.0
49202,1.0,,1.0
07053,137.0,151.0,287.0
08246,127.0,104.0,231.0
44209,92.0,67.0,159.0
26136,3.0,1.0,4.0
50238,7.0,3.0,10.0
33062,11.0,13.0,24.0
08247,25.0,21.0,45.0
08248,217.0,263.0,481.0
07054,5086.0,4768.0,9854.0
18175,505.0,530.0,1035.0
04081,36.0,30.0,67.0
08249,20.0,10.0,30.0
09347,4.0,2.0,6.0
09348,0.0,1.0,1.0
17182,9.0,17.0,26.0
35022,6962.0,7024.0,13986.0
12102,104.0,91.0,195.0
07055,1749.0,1654.0,3403.0
08250,529.0,447.0,976.0
08251,563.0,527.0,1090.0
08253,2.0,3.0,5.0
39074,527.0,336.0,863.0
08254,72.0,70.0,142.0
22906,10.0,9.0,19.0
35023,243.0,170.0,413.0
42167,13.0,12.0,25.0
28135,80.0,68.0,148.0
24155,4.0,3.0,7.0
49203,2.0,5.0,7.0
42168,1.0,1.0,2.0
05226,,1.0,1.0
16196,10.0,8.0,18.0
08256,18.0,21.0,40.0
08255,2.0,2.0,4.0
08257,4.0,6.0,10.0
24158,3.0,5.0,8.0
08259,665.0,495.0,1159.0
37293,1.0,1.0,2.0
49204,2.0,1.0,3.0
05224,1.0,,1.0
05225,5.0,4.0,9.0
07056,285.0,319.0,604.0
09350,32.0,31.0,64.0
16195,28.0,23.0,51.0
05902,2.0,3.0,5.0
09351,,1.0,1.0
09352,1.0,3.0,4.0
24156,1.0,2.0,3.0
24157,86.0,95.0,182.0
05227,59.0,50.0,109.0
16197,,,
08258,26.0,29.0,55.0
40185,54.0,54.0,109.0
09353,16.0,6.0,22.0
24159,23.0,26.0,48.0
06121,110.0,89.0,199.0
10168,3.0,3.0,7.0
37294,548.0,631.0,1179.0
40186,1.0,0.0,1.0
45158,201.0,207.0,409.0
09354,,,
21069,35.0,41.0,76.0
43140,214.0,180.0,394.0
17184,30.0,38.0,68.0
08260,1762.0,1284.0,3046.0
03121,4065.0,3878.0,7944.0
08261,230.0,260.0,490.0
38039,1114.0,1233.0,2347.0
31220,22.0,13.0,35.0
14060,107.0,108.0,215.0
22212,4.0,,4.0
39075,9447.0,10784.0,20230.0
07057,2100.0,1963.0,4063.0
24160,24.0,23.0,47.0
50239,,1.0,1.0
47153,3.0,7.0,10.0
34169,24.0,17.0,41.0
10169,6.0,2.0,8.0
23077,39.0,9.0,48.0
15078,3673.0,4385.0,8058.0
37296,2.0,3.0,5.0
10170,3.0,5.0,8.0
05228,1.0,,1.0
38040,2654.0,2598.0,5252.0
05904,,,
24161,7.0,9.0,16.0
23904,19.0,11.0,30.0
37297,10.0,17.0,27.0
34170,,2.0,2.0
09355,1.0,3.0,4.0
34171,8.0,8.0,16.0
37298,3.0,5.0,8.0
49205,6.0,5.0,11.0
47154,0.0,3.0,3.0
49206,66.0,52.0,118.0
09356,1.0,3.0,4.0
10171,9.0,6.0,15.0
10172,2.0,2.0,4.0
39076,62.0,77.0,139.0
41089,186.0,201.0,387.0
15079,11.0,15.0,26.0
23079,147.0,49.0,196.0
39077,9.0,12.0,21.0
39078,26.0,19.0,46.0
19250,,1.0,1.0
40188,4.0,5.0,9.0
40189,16.0,15.0,31.0
37299,4.0,8.0,13.0
33064,6.0,5.0,11.0
26138,665.0,469.0,1134.0
05229,3.0,2.0,5.0
40190,2.0,2.0,4.0
09358,9.0,16.0,26.0
45901,70.0,77.0,147.0
23080,270.0,64.0,334.0
05230,17.0,9.0,25.0
40191,25.0,18.0,43.0
30901,1405.0,1189.0,2595.0
39079,602.0,464.0,1066.0
28136,29.0,32.0,61.0
28137,119.0,126.0,245.0
06122,84.0,88.0,172.0
37300,8.0,11.0,19.0
49207,9.0,9.0,18.0
24162,41.0,57.0,98.0
47155,117.0,107.0,223.0
34174,1.0,1.0,2.0
08192,210.0,217.0,427.0
26140,17.0,7.0,23.0
26141,9.0,8.0,16.0
48082,1330.0,1183.0,2513.0
36051,566.0,598.0,1163.0
49210,9.0,13.0,22.0
47157,31.0,26.0,57.0
37301,0.0,,0.0
09361,1.0,,1.0
33065,10.0,21.0,31.0
24163,108.0,116.0,224.0
22213,407.0,304.0,711.0
39081,5.0,11.0,16.0
09362,8.0,6.0,15.0
43142,148.0,117.0,265.0
12103,2.0,7.0,9.0
32078,45.0,37.0,82.0
27057,505.0,559.0,1064.0
17186,263.0,244.0,506.0
31222,,,
44210,156.0,79.0,235.0
25201,4.0,3.0,7.0
25200,9.0,5.0,14.0
31223,108.0,80.0,188.0
45159,2.0,5.0,7.0
09363,16.0,23.0,39.0
50240,39.0,23.0,62.0
19251,1.0,5.0,6.0
10173,105.0,77.0,182.0
41090,100.0,69.0,169.0
37302,9.0,11.0,20.0
40192,3.0,3.0,6.0
17187,45.0,50.0,95.0
38041,456.0,484.0,940.0
43143,,1.0,1.0
27058,164.0,156.0,320.0
03123,432.0,443.0,875.0
29086,256.0,242.0,498.0
19252,13.0,3.0,16.0
40193,2.0,8.0,10.0
47158,43.0,31.0,75.0
22214,5.0,5.0,10.0
43144,80.0,64.0,144.0
46223,492.0,465.0,958.0
29087,130.0,105.0,235.0
50242,0.0,1.0,1.0
46224,4.0,3.0,7.0
12104,482.0,465.0,947.0
40194,3795.0,3590.0,7385.0
20070,59.0,56.0,115.0
23081,34.0,16.0,49.0
06124,7.0,6.0,13.0
44211,,1.0,1.0
10174,,3.0,3.0
45160,23.0,22.0,45.0
22215,1.0,4.0,5.0
19254,5.0,4.0,9.0
39082,41.0,40.0,82.0
03124,43.0,48.0,91.0
46225,11.0,10.0,21.0
07058,215.0,207.0,421.0
17188,9.0,8.0,17.0
43145,280.0,250.0,530.0
19901,1.0,,1.0
46226,5.0,6.0,11.0
22217,47.0,25.0,71.0
24164,3.0,4.0,7.0
43146,2.0,1.0,3.0
07047,240.0,268.0,508.0
04082,14.0,14.0,28.0
22218,,,
43044,579.0,502.0,1081.0
03125,104.0,94.0,199.0
44212,1.0,3.0,4.0
25202,13.0,9.0,21.0
25035,8.0,7.0,15.0
08267,368.0,311.0,678.0
46227,43.0,28.0,70.0
37304,6.0,2.0,8.0
40195,85.0,74.0,159.0
40196,3.0,5.0,8.0
09365,1.0,1.0,2.0
37305,4.0,4.0,8.0
17190,63.0,44.0,107.0
28138,7.0,7.0,14.0
34175,5.0,6.0,10.0
04083,64.0,73.0,137.0
42171,12.0,7.0,20.0
25204,243.0,123.0,366.0
46228,199.0,164.0,364.0
17191,15.0,16.0,31.0
47159,120.0,77.0,197.0
05232,1.0,1.0,2.0
10175,12.0,18.0,31.0
37306,5.0,1.0,7.0
37307,1.0,1.0,2.0
05233,3.0,4.0,7.0
28140,92.0,97.0,189.0
10176,12.0,12.0,23.0
22220,5.0,1.0,6.0
45161,2040.0,1959.0,3998.0
31224,65.0,40.0,105.0
48084,1052.0,1024.0,2076.0
50243,15.0,9.0,24.0
22221,1.0,3.0,4.0
17192,12.0,13.0,25.0
11034,40.0,55.0,94.0
19255,5.0,2.0,8.0
25203,1221.0,1291.0,2512.0
08269,76.0,111.0,187.0
41091,21692.0,25681.0,47373.0
28141,765.0,737.0,1502.0
45162,26.0,23.0,49.0
25205,10.0,27.0,37.0
19256,9.0,4.0,13.0
33066,1472.0,1655.0,3127.0
37309,,,
10177,17.0,28.0,45.0
50244,33.0,18.0,51.0
29088,81.0,78.0,159.0
12105,29.0,27.0,57.0
04084,19.0,14.0,33.0
22222,20.0,24.0,44.0
46229,106.0,119.0,224.0
47160,19.0,14.0,33.0
37310,,2.0,2.0
05234,,,
19257,488.0,384.0,872.0
50245,,1.0,1.0
23082,41.0,34.0,75.0
46230,1151.0,1063.0,2214.0
36052,487.0,406.0,893.0
38042,340.0,275.0,615.0
17193,348.0,293.0,641.0
47161,182.0,199.0,381.0
46231,356.0,268.0,624.0
46232,70.0,67.0,137.0
07060,321.0,290.0,611.0
44213,11.0,9.0,20.0
05235,1.0,2.0,3.0
06125,16.0,25.0,41.0
50246,,,
16198,103.0,93.0,196.0
08270,4002.0,3742.0,7744.0
17052,12.0,9.0,20.0
39083,10.0,8.0,18.0
27059,59.0,77.0,136.0
50247,30.0,46.0,76.0
37311,1.0,1.0,2.0
15080,15.0,17.0,33.0
24165,5.0,1.0,6.0
08271,1.0,,1.0
33067,15.0,32.0,47.0
02072,77.0,50.0,127.0
13078,1211.0,837.0,2047.0
26143,17.0,18.0,35.0
05236,2.0,,2.0
06126,46.0,35.0,82.0
05237,,1.0,1.0
13080,3.0,3.0,6.0
13079,502.0,373.0,875.0
19258,4.0,4.0,8.0
09366,,0.0,0.0
16199,0.0,,0.0
25206,25.0,14.0,39.0
42172,,,
43147,28.0,24.0,52.0
46233,195.0,210.0,405.0
07061,1492.0,1573.0,3065.0
39084,32.0,21.0,53.0
05238,23.0,14.0,37.0
25207,850.0,776.0,1626.0
33068,44.0,32.0,76.0
19259,,2.0,2.0
04085,26.0,24.0,50.0
28143,5.0,2.0,8.0
15081,38.0,13.0,51.0
07062,1622.0,1672.0,3294.0
48904,145.0,132.0,277.0
12106,58.0,59.0,117.0
45163,878.0,663.0,1541.0
22223,1.0,3.0,4.0
48085,355.0,444.0,799.0
18176,12.0,13.0,25.0
48086,86.0,75.0,160.0
08272,4.0,4.0,8.0
20065,189.0,154.0,343.0
04086,276.0,227.0,503.0
09368,,1.0,1.0
42173,2988.0,2739.0,5727.0
25208,18.0,12.0,30.0
37312,17.0,14.0,31.0
23084,78.0,28.0,105.0
31225,13.0,7.0,20.0
25209,220.0,228.0,448.0
18177,32.0,22.0,54.0
26144,17.0,18.0,36.0
50248,30.0,30.0,61.0
25210,206.0,148.0,354.0
46234,12.0,11.0,23.0
12107,10.0,14.0,24.0
05239,6.0,6.0,12.0
26145,10.0,15.0,25.0
40198,1.0,1.0,2.0
05240,370.0,401.0,771.0
09369,16.0,12.0,28.0
45164,8.0,5.0,13.0
42174,9.0,9.0,18.0
19260,1.0,3.0,4.0
34177,,1.0,1.0
24166,24.0,31.0,55.0
33069,51.0,75.0,125.0
28144,554.0,620.0,1173.0
26146,5.0,3.0,8.0
24167,13.0,11.0,24.0
34176,2.0,6.0,7.0
19261,2.0,3.0,5.0
22904,24.0,22.0,46.0
16909,12.0,16.0,27.0
40199,,4.0,4.0
37313,11.0,14.0,25.0
09372,10.0,13.0,23.0
09373,6.0,3.0,9.0
36053,262.0,291.0,553.0
39085,256.0,272.0,527.0
08273,103.0,118.0,221.0
25211,58.0,23.0,81.0
46235,1697.0,1392.0,3089.0
42175,1.0,2.0,3.0
12108,28.0,25.0,52.0
04087,16.0,14.0,30.0
48076,11.0,13.0,24.0
46236,39.0,36.0,75.0
31226,13.0,13.0,26.0
25212,21.0,7.0,28.0
08274,271.0,256.0,527.0
09374,,,
17194,8.0,4.0,12.0
34178,6.0,2.0,8.0
34179,,,
40200,10.0,10.0,20.0
49214,31.0,30.0,61.0
37314,4.0,6.0,10.0
04088,378.0,310.0,687.0
04089,111.0,123.0,234.0
27060,98.0,100.0,198.0
32079,50.0,56.0,106.0
50249,19.0,13.0,32.0
38043,775.0,778.0,1552.0
31227,781.0,751.0,1532.0
08276,9.0,9.0,19.0
18901,69.0,67.0,136.0
04090,45.0,36.0,81.0
42176,,,
42177,,3.0,3.0
37315,4.0,0.0,4.0
08277,3.0,2.0,5.0
28145,281.0,264.0,545.0
50250,1.0,,1.0
25215,12.0,18.0,30.0
06127,74.0,67.0,141.0
10178,,,
25216,7.0,5.0,12.0
45165,5493.0,5317.0,10810.0
06128,82.0,101.0,184.0
10179,19.0,13.0,32.0
10180,1442.0,747.0,2189.0
16202,14.0,13.0,27.0
12109,23.0,28.0,51.0
06129,7.0,5.0,12.0
17195,32.0,31.0,63.0
42178,,,
19262,4.0,4.0,8.0
37316,23.0,15.0,38.0
34180,1.0,1.0,2.0
22225,231.0,143.0,374.0
47162,,1.0,1.0
09375,,,
06130,,,
38044,140.0,187.0,327.0
33070,59.0,76.0,135.0
49216,2.0,1.0,3.0
08278,239.0,244.0,483.0
19263,3.0,6.0,9.0
33071,11.0,15.0,26.0
16203,1822.0,1553.0,3375.0
19264,,,
50251,546.0,473.0,1019.0
37317,,1.0,1.0
02073,353.0,294.0,646.0
03127,145.0,117.0,262.0
37318,3.0,1.0,4.0
09377,12.0,8.0,20.0
42181,8.0,9.0,17.0
22226,40.0,30.0,70.0
