Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
08148,114,1999,38,22
08149,122,558,12,5
08150,33,111,5,2
08151,83,279,8,0
08152,17,60,2,1
08153,18,293,13,2
08154,74,351,19,0
08155,1050,4238,225,1
08156,1159,5464,426,3
08157,1841,4373,385,6
08158,577,1675,120,33
08159,3503,7016,560,175
08160,29,260,9,0
08161,1152,8149,248,8
08162,215,1549,39,1
08163,5817,15678,1612,33
08164,310,668,21,1
08165,405,992,53,0
08166,119,854,29,5
08167,1707,3121,270,51
08168,28,443,16,2
08169,6895,24610,3328,22
08170,61,279,17,0
08171,219,1233,50,2
08172,4079,11983,1301,11
08174,59,227,6,6
08175,1041,2038,172,25
08176,53,139,10,2
08177,0,13,2,1
08178,40,138,12,2
08179,44,485,20,0
08180,7949,14504,1196,11
08181,1533,4183,257,132
08182,521,1781,52,6
08183,894,2556,121,13
08184,13573,30620,2935,23
08185,7,85,6,0
08187,25996,88145,8233,64
08188,0,57,4,0
08189,25,82,8,1
08190,38,365,17,8
08191,1681,3399,213,15
08192,1533,3056,130,19
08193,111,711,21,4
08194,5311,13837,1285,13
08195,1,67,8,0
08196,4074,9872,1033,113
08197,1228,5454,231,26
08198,496,2876,103,17
08199,36,381,18,1
08200,17109,31833,4009,54
08201,50,311,20,2
08202,2445,7341,532,276
08203,487,2060,49,3
08204,708,1520,69,3
08205,20783,31344,3293,37
08206,102,387,45,3
08207,160,1091,60,3
08208,978,3319,200,10
08209,492,3130,75,5
08210,669,2671,283,38
08211,10950,16766,1721,83
08212,52,349,18,9
08213,1800,3637,217,36
08214,1340,3643,205,3
08215,660,1645,102,5
08216,1,18,4,1
08217,7513,12705,1244,16
08218,1912,4253,289,3
08219,3763,9281,693,136
08220,313,1268,55,1
08221,3628,6175,772,4
08222,466,1274,47,1
08223,371,1225,31,0
08224,254,489,16,40
08225,4,67,3,0
08226,139,509,13,0
08227,679,1513,63,2
08228,90,244,8,3
08229,160,397,26,3
08230,779,3975,211,7
08231,3732,13467,1131,17
08232,334,1159,50,4
08233,232,1003,25,7
08234,203,2259,42,6
08235,1747,3678,272,6
08236,296,1182,68,8
08237,280,1048,39,3
08238,3425,7253,435,6
08239,30,437,17,3
08240,2651,5307,569,5
08241,11,105,6,0
08242,12,255,8,1
08243,0,66,1,1
08244,1021,2958,188,3
08245,19357,45752,4040,22
08246,292,905,22,19
08247,285,463,14,19
08248,363,3055,171,3
08249,11,133,3,0
08250,1300,4042,309,10
08251,1658,3008,181,2
08252,5532,13776,1192,49
08253,15,87,3,2
08254,151,1131,41,6
08255,2,78,6,0
08256,42,376,9,2
08257,2,97,3,0
08258,111,447,13,7
08259,956,3870,256,103
08260,5410,9408,904,22
08261,617,2047,307,4
08262,1690,4047,164,13
08263,3419,10616,935,2
08264,643,3453,186,38
08265,259,875,37,3
08266,11566,22724,2238,23
08267,1513,3806,189,18
08268,247,1020,55,0
08269,245,1749,45,8
08270,7514,18517,1861,17
08271,4,58,3,0
08272,42,123,3,1
08273,290,1493,62,7
08274,1261,2657,133,10
08275,8,159,13,0
08276,9,119,1,2
08277,38,225,4,2
08278,757,2667,111,32
08279,47963,92043,8357,36
08280,27,176,19,5
08281,720,2400,97,3
08282,1193,2958,97,12
08283,1292,3450,213,4
08284,2254,8250,493,244
08285,2778,5919,415,48
08286,250,2146,49,3
08287,174,632,14,1
08288,220,1711,47,9
08289,389,2382,58,21
08290,248,751,23,24
08291,311,3193,88,10
08292,50,643,12,1
08293,6,222,9,0
08294,173,1504,27,2
08295,1890,6433,349,32
08296,178,1088,63,1
08297,25,116,7,7
08298,16810,17856,2507,674
08299,61,221,12,1
08300,412,2753,129,3
08301,14893,25064,2820,16
08302,2142,4997,490,12
08303,45,247,15,2
08304,83,453,16,0
08305,12387,16968,1907,69
08306,96,312,12,2
08307,15886,31731,3161,139
08308,2,82,10,0
08901,33,278,33,2
08902,571,2036,170,5
08903,20,201,4,0
08904,91,5444,156,1
08905,550,1257,121,10
09001,177,87,3,0
09003,164,251,5,3
09006,210,202,7,1
09007,167,72,4,2
09009,100,139,5,3
09010,80,68,0,0
09011,153,361,25,13
09012,39,153,5,9
09013,15,97,1,2
09014,574,430,21,15
09016,35,71,5,2
09017,154,188,2,1
09018,11838,18228,2003,25
09019,179,270,4,2
09020,289,450,13,3
09021,126,118,4,1
09022,45,237,1,1
09023,82,914,7,11
09024,200,144,4,1
09025,88,393,15,9
09026,535,548,16,7
09027,78,54,2,0
09029,222,215,15,1
09030,61,260,6,13
09032,522,144,6,3
09033,197,159,3,1
09034,346,287,9,2
09035,210,541,12,4
09036,117,54,3,5
09037,115,208,4,2
09038,234,262,8,0
09039,127,168,6,0
09041,54,30,1,1
09043,505,398,10,9
09044,98,68,2,3
09045,592,428,23,1
09046,141,66,5,0
09047,108,64,1,1
09048,1565,2054,100,16
09050,49,126,5,1
09051,47,249,5,2
09052,119,56,1,1
09054,15,153,6,1
09055,86,125,4,2
09056,3905,5165,456,31
09057,45,141,4,2
09058,200,317,6,4
09059,87545,88552,12199,314
09060,213,234,6,6
09061,263,199,5,1
09062,52,80,5,0
09063,170,185,5,1
09064,77,495,11,11
09065,131,184,4,1
09066,185,115,2,0
09067,103,422,12,0
09068,66,138,1,1
09070,88,106,2,1
09071,155,113,8,0
09072,130,277,12,2
09073,200,885,14,1
09074,324,716,18,1
09075,84,79,3,0
09076,167,34,3,0
09077,69,68,3,0
09078,93,78,1,0
09079,64,33,2,3
09082,66,43,5,0
09083,37,102,1,1
09084,444,329,10,1
09085,327,517,15,4
09086,144,431,15,1
09088,92,80,2,3
09090,120,42,1,2
09091,251,1241,38,92
09093,138,155,5,4
09094,131,74,3,1
09095,112,108,2,2
09098,513,705,14,1
09100,69,51,3,3
09101,193,104,2,2
09102,134,86,2,1
09103,368,271,5,2
09104,186,99,3,4
09105,218,176,7,0
09108,321,424,7,0
09109,164,2282,87,24
09110,198,167,4,8
09112,190,203,5,2
09113,158,873,27,6
09114,124,134,2,1
09115,175,166,1,2
09117,60,84,4,2
09119,139,133,3,1
09120,35,28,3,3
09122,199,92,5,0
09123,68,24,3,0
09124,826,1922,142,18
09125,264,958,19,58
09127,171,102,3,3
09128,38,158,1,4
09129,122,106,1,4
09130,144,70,5,1
09131,65,283,7,3
09132,184,172,7,0
09133,45,63,2,0
09134,233,611,16,6
09135,153,110,6,1
09136,210,368,9,3
09137,92,385,5,1
09138,163,148,5,14
09139,151,134,3,1
09140,188,214,5,1
09141,269,443,7,3
09143,112,58,5,0
09144,98,65,4,0
09148,92,100,2,2
09149,170,73,1,2
09151,345,710,25,3
09152,178,346,8,6
09154,286,238,5,1
09155,43,44,3,2
09159,72,53,5,2
09160,198,170,3,2
09162,140,125,2,9
09163,474,723,22,3
09164,248,291,10,2
09166,122,99,7,4
09167,95,62,3,2
09168,184,313,10,4
09169,262,270,6,1
09170,297,281,6,3
09172,108,155,6,1
09173,152,184,7,0
09174,857,1034,43,4
09175,403,239,16,4
09176,106,59,4,1
09177,932,1179,36,10
09178,117,53,2,1
09179,172,89,2,1
09180,212,159,3,1
09181,321,395,17,7
09182,108,109,2,1
09183,140,96,3,0
09184,100,62,5,0
09189,212,253,23,7
09190,83,113,6,7
09191,198,110,7,1
09192,93,149,12,3
09194,1619,2730,168,20
09195,161,68,3,1
09196,87,304,4,9
09197,54,288,7,7
09198,325,185,5,0
09199,108,162,3,2
09200,187,165,7,2
09201,143,100,3,0
09202,46,33,2,2
09206,244,72,3,0
09208,385,310,6,0
09209,4599,8776,573,20
09211,707,1207,56,9
09213,566,738,52,6
09214,378,1246,39,14
09215,341,968,61,29
09216,354,1079,44,23
09217,563,854,35,18
09218,47,565,9,2
09219,10602,20279,3514,53
09220,30,232,3,6
09221,122,375,8,3
09223,159,87,5,1
09224,22,200,7,8
09225,146,117,5,0
09226,104,75,1,2
09227,89,146,6,0
09228,188,176,5,0
09229,154,239,4,1
09230,83,27,1,1
09231,265,108,3,1
09232,211,202,8,4
09235,227,274,4,1
09236,145,34,2,0
09238,1161,1375,48,11
09239,76,62,4,0
09241,104,168,6,6
09242,74,91,3,5
09243,156,95,2,4
09244,104,109,2,2
09246,333,674,17,4
09247,69,39,2,2
09248,193,118,2,0
09249,86,76,2,1
09250,234,343,8,4
09251,174,401,26,2
09253,100,91,2,3
09255,126,123,9,1
09256,704,614,20,9
09257,87,68,2,2
09258,30,240,4,3
09259,176,227,12,4
09261,358,536,24,5
09262,325,167,8,1
09265,128,66,2,0
09266,82,156,5,2
09267,282,173,3,1
09268,99,177,4,4
09269,142,87,7,0
09270,192,160,3,14
09272,533,926,23,2
09273,72,81,1,1
09274,948,1134,51,2
09275,322,273,5,1
09276,162,459,18,1
09277,235,199,7,3
09279,70,340,5,2
09280,115,82,1,0
09281,132,148,5,1
09283,124,122,3,2
09287,5,210,2,5
09288,99,108,3,2
09289,607,1412,69,2
09292,61,143,1,1
09294,230,129,3,2
09295,220,85,3,3
09297,172,243,9,5
09298,266,136,4,4
09301,20,553,8,3
09302,107,167,7,1
09303,14,133,4,1
09304,70,133,7,2
09306,382,151,11,2
09307,84,117,5,2
09308,165,106,5,1
09309,133,311,11,1
09310,53,31,2,0
09311,156,106,4,1
09312,328,199,7,0
09314,63,312,5,10
09315,193,433,8,3
09316,205,162,7,2
09317,14,27,2,1
09318,57,128,3,1
09321,716,1543,81,5
09323,197,112,3,0
09325,95,801,4,10
09326,93,130,4,5
09327,163,89,4,2
09328,261,194,8,1
09329,168,220,3,1
09330,748,2087,131,10
09332,47,123,4,1
09334,154,67,6,0
09335,132,144,2,1
09337,175,243,6,3
09338,119,244,4,3
09339,178,236,4,1
09340,125,111,2,3
09343,327,115,4,1
09345,108,185,6,4
09346,124,134,1,1
09347,39,206,5,2
09348,338,250,3,1
09350,707,480,20,14
09351,86,99,2,0
09352,90,142,2,2
09353,38,280,4,0
09354,83,63,2,0
09355,164,135,2,1
09356,141,111,3,2
09358,58,525,21,3
09360,85,49,4,1
09361,396,218,16,3
09362,48,154,8,3
09363,851,991,39,10
09365,67,52,2,2
09366,194,113,3,3
09368,39,26,3,1
09369,62,726,10,11
09372,48,175,7,0
09373,468,527,22,25
09374,73,72,3,2
09375,82,73,4,0
09377,239,420,13,2
09378,158,123,1,1
09380,164,96,4,1
09381,133,84,6,1
09382,83,45,3,0
09384,480,365,7,7
09386,194,123,4,1
09387,140,154,6,0
09388,92,55,3,0
09389,185,158,6,2
09390,346,419,11,5
09391,490,524,12,6
09392,63,78,3,0
09394,658,1394,132,2
09395,217,355,20,4
09396,194,189,6,0
09398,138,139,5,3
09400,117,325,8,27
09403,175,221,6,4
09405,91,186,2,1
09406,203,259,5,44
09407,7,145,1,3
09408,168,83,2,2
09409,246,363,28,16
09410,1668,3460,223,91
09411,470,209,18,1
09412,1072,1487,112,5
09413,472,1115,82,27
09414,320,294,16,3
09415,448,267,23,2
09416,73,151,11,6
09417,83,47,1,3
09418,137,55,2,2
09419,32,256,2,5
09421,240,306,9,5
09422,107,63,3,0
09423,78,50,2,1
09424,113,45,3,0
09425,249,502,15,2
09427,1467,1674,110,33
09428,122,116,2,2
09429,113,76,3,1
09430,194,112,7,0
09431,139,191,13,13
09432,428,253,7,0
09433,82,102,3,5
09434,453,776,23,37
09437,290,312,9,3
09438,117,305,10,1
09439,705,763,18,4
09440,165,143,5,1
09441,94,55,2,1
09442,395,456,14,3
09443,373,214,5,2
09444,74,95,5,5
09445,70,99,3,1
09446,41,26,1,1
09447,74,56,0,0
09448,411,246,6,2
09449,68,92,5,3
09450,67,33,4,3
09451,145,246,9,1
09454,10,141,2,1
09455,89,44,3,1
09456,155,120,6,3
09458,176,356,26,20
09460,259,216,4,2
09463,273,303,8,9
09464,158,91,2,2
09466,525,164,6,0
09467,175,123,1,2
09471,48,105,3,2
09472,107,66,2,1
09473,139,106,7,3
09476,209,127,5,2
09478,65,55,2,1
09480,363,147,2,1
09482,54,51,2,2
09483,183,313,8,0
09485,149,58,1,3
09901,445,535,10,10
09902,348,623,30,15
09903,2846,5761,272,33
09904,656,618,18,4
09905,755,965,53,8
09906,768,1084,54,18
09907,305,1049,14,14
09908,426,1284,56,16
10001,132,224,13,2
10002,237,418,8,1
10003,173,843,21,2
10004,338,662,15,1
10005,336,280,6,1
10006,949,1050,22,1
10007,285,817,17,1
10008,433,1399,58,5
10009,107,347,9,0
10010,609,1882,37,1
10011,654,743,22,1
10012,43,577,124,1
10013,79,481,6,2
10014,476,1658,50,2
10015,315,758,25,2
10016,93,170,15,1
10017,912,1285,16,21
10018,459,1443,56,1
10019,154,690,14,1
10020,439,1199,46,3
10021,1097,3479,135,3
10022,234,459,12,1
10023,186,693,14,0
10024,223,697,48,5
10025,123,367,13,1
10026,266,605,12,4
10027,98,110,6,0
10028,151,283,3,2
10029,332,483,9,0
10030,346,622,12,4
10031,64,451,4,1
10032,404,1472,45,1
10033,267,834,24,2
10034,349,422,14,1
10035,298,1389,51,3
10036,250,374,6,2
10037,32757,50084,4841,166
10038,147,98,6,1
10039,110,331,9,1
10040,211,454,11,2
10041,581,712,32,43
10042,121,161,3,0
10043,145,746,19,1
10044,514,1516,49,1
10045,179,1267,40,2
10046,57,194,10,1
10047,178,644,28,1
10048,157,371,6,2
10049,929,2389,85,1
10050,505,848,36,22
10051,321,344,17,62
10052,73,197,9,2
10053,188,256,4,1
10054,301,813,16,1
10055,254,485,9,3
10056,294,626,15,1
10057,99,215,7,2
10058,261,1040,25,1
10059,271,472,12,0
10060,547,898,16,1
10061,461,1481,51,1
10062,176,392,19,1
10063,154,161,3,2
10064,461,1219,32,3
10065,44,186,6,1
10066,108,202,2,1
10067,2367,7621,768,5
10068,261,691,19,2
10069,731,841,18,2
10070,259,1268,25,0
10071,72,234,8,11
10072,418,808,23,4
10073,265,626,29,1
10075,231,346,11,3
10076,161,632,14,1
10077,350,812,14,0
10078,193,504,3,1
10079,199,730,14,4
10080,293,372,7,0
10081,143,233,4,1
10082,653,1775,41,1
10083,95,181,4,0
10084,224,1094,25,4
10085,136,363,6,2
10086,246,235,6,1
10087,402,1557,66,2
10088,347,271,3,1
10089,296,787,15,2
10090,353,620,21,1
10091,126,463,12,1
10092,227,510,7,1
10093,235,299,8,1
10094,180,259,10,0
10095,104,275,12,0
10096,1204,3010,158,5
10097,128,126,6,1
10098,153,606,14,1
10099,110,470,8,1
10100,189,758,28,2
10101,25,124,5,2
10102,266,704,13,2
10103,343,607,14,2
10104,979,3576,225,3
10105,585,2253,127,1
10106,151,183,4,2
10107,240,922,32,1
10108,517,138,16,111
10109,722,1510,56,9
10110,501,2014,105,7
10111,503,1964,73,2
10112,265,1294,26,11
10113,491,2053,67,2
10114,128,590,19,1
10115,801,2579,110,2
10116,516,2754,90,5
10117,132,189,6,1
10118,200,326,10,1
10119,344,751,25,0
10120,179,273,5,1
10121,1285,5245,339,12
10122,127,203,6,1
10123,300,724,16,1
10124,470,569,14,3
10125,228,737,18,1
10126,484,1438,38,9
10127,1053,2921,90,2
10128,1156,3939,300,3
10129,109,237,9,1
10130,390,1258,37,5
10131,5071,8679,1053,6
10132,153,435,8,7
10133,302,954,24,1
10134,211,543,7,3
10135,1002,897,27,32
10136,228,397,2,1
10137,260,341,8,0
10138,164,617,24,3
10139,105,131,4,1
10140,457,1096,23,1
10141,288,464,8,1
10142,178,684,11,2
10143,223,196,5,1
10144,258,593,17,3
10145,150,289,6,3
10146,717,1205,56,88
10147,590,1122,33,1
10148,11154,21219,1499,18
10149,150,478,11,1
10150,309,416,7,1
10151,98,259,8,1
10152,85,646,13,0
10153,225,341,6,2
10154,58,162,3,1
10155,166,785,17,2
10156,56,150,7,1
10157,68,296,12,7
10158,321,515,6,0
10159,203,314,5,1
10160,123,190,9,1
10161,91,168,3,2
10162,223,648,14,0
10163,305,428,9,1
10164,128,596,13,1
10165,175,289,5,0
10166,149,362,9,1
10167,272,330,7,1
10168,115,274,6,2
10169,249,661,18,0
10170,185,316,8,0
10171,284,337,5,2
10172,383,668,17,3
10173,169,317,13,2
10174,78,173,6,1
10175,590,1790,38,2
10176,225,351,6,2
10177,268,1189,36,3
10178,358,784,11,1
10179,158,438,9,0
10180,727,3580,160,4
10181,157,591,15,2
10182,9,180,7,0
10183,322,845,21,4
10184,277,750,29,2
10185,290,357,11,1
10186,487,905,18,2
10187,175,460,11,1
10188,238,494,14,1
10189,526,2188,58,1
10190,156,637,24,1
10191,78,388,11,2
10192,365,869,24,1
10193,309,898,24,2
10194,314,545,10,1
10195,1261,5980,326,5
10196,135,253,13,1
10197,100,152,4,2
10198,507,849,20,1
10199,169,178,3,1
10200,305,648,14,6
10201,180,180,5,1
10202,243,621,20,3
10203,824,4661,198,4
10204,142,661,23,1
10205,489,1701,40,19
10206,130,337,7,2
10207,282,474,13,6
10208,66,172,5,1
10209,174,379,6,1
10210,208,599,10,1
10211,342,504,19,1
10212,529,2106,69,2
10213,388,725,15,0
10214,256,313,11,2
10215,153,324,6,2
10216,526,1234,61,3
10217,402,512,12,1
10218,239,1191,26,6
10219,430,1386,20,1
10901,89,710,18,2
10902,26,439,6,2
10903,5,620,8,1
10904,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
10905,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
11001,766,3158,181,13
11002,291,1982,51,3
11003,100,758,37,4
11004,15423,52288,4418,72
11005,293,2626,56,3
11006,3262,13755,865,110
11007,2365,11060,807,10
11008,2034,9179,925,157
11009,86,666,27,7
11010,454,3316,99,2
11011,209,1222,57,6
11012,21096,48263,4608,55
11013,64,1038,29,7
11014,3581,11205,798,11
11015,10122,41540,4036,469
11016,4754,17112,904,7
11017,275,1648,62,6
11018,95,858,23,7
11019,142,1554,57,10
11020,24708,86383,7326,78
11021,656,3935,187,12
11022,7895,27683,2273,47
11023,1366,5079,355,30
11024,614,3851,153,5
11025,243,2199,89,3
11026,619,2813,191,3
11027,11635,43935,3424,33
11028,4971,16478,1033,31
11029,621,2475,92,15
11030,12890,25010,1214,132
11031,14674,37300,2945,59
11032,11469,29977,1894,45
11033,5201,15695,1315,44
11034,203,1190,45,11
11035,1870,10179,714,19
11036,92,347,11,19
11037,407,2701,78,4
11038,2267,7693,666,8
11039,2084,6682,504,3
11040,37,300,16,5
11041,919,5277,348,7
11042,64,734,34,2
11901,749,3057,188,4
11902,307,2072,100,4
11903,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
12001,683,950,13,2
12002,44,218,3,2
12003,414,1034,22,1
12004,4163,13174,597,8
12005,3676,6125,300,9
12006,144,273,11,1
12007,124,448,15,2
12008,407,182,24,2
12009,8395,14270,344,19
12010,116,309,29,2
12011,2966,4991,121,25
12012,834,2605,64,13
12013,104,310,9,2
12014,93,330,7,1
12015,80,196,6,3
12016,389,1168,36,17
12017,26,363,9,1
12018,50,374,11,1
12020,145,181,30,2
12021,1362,2745,116,1
12022,275,711,21,9
12024,81,200,4,1
12025,139,200,7,1
12026,396,1118,37,2
12027,9719,16575,1321,19
12028,6889,20368,750,16
12029,347,749,13,3
12031,1113,3394,72,6
12032,8241,19656,774,16
12033,1063,2865,70,8
12034,168,1676,17,5
12036,213,594,8,3
12037,53,36,1,0
12038,162,233,10,1
12039,133,693,19,3
12040,47676,86899,8572,65
12041,137,251,5,3
12042,356,597,33,1
12043,364,997,15,1
12044,42,729,11,0
12045,90,650,18,1
12046,278,679,16,5
12048,302,515,16,5
12049,86,544,9,1
12050,253,1508,36,2
12051,40,780,7,0
12052,177,866,13,1
12053,1951,3648,51,14
12055,75,203,12,2
12056,57,387,5,2
12057,278,881,27,4
12058,74,144,3,2
12059,96,291,17,1
12060,82,530,6,4
12061,210,496,17,2
12063,87,166,4,1
12064,29,147,5,1
12065,91,688,8,2
12067,131,637,11,3
12068,11,151,3,2
12069,35,121,7,1
12070,113,571,10,1
12071,345,1832,37,6
12072,321,1137,28,5
12073,26,436,12,3
12074,161,520,23,2
12075,11,209,6,1
12076,83,244,14,1
12077,7140,11130,105,165
12078,236,568,12,5
12079,524,1086,33,4
12080,740,1856,102,1
12081,436,1167,18,4
12082,3361,8757,380,28
12083,37,110,4,1
12084,7252,13462,604,104
12085,11359,28550,455,17
12087,2,111,1,2
12088,30,157,22,1
12089,8132,17537,688,23
12090,85,243,10,2
12091,12,268,7,0
12092,308,493,22,4
12093,203,452,14,4
12094,153,703,14,11
12095,256,705,20,3
12096,134,786,9,3
12097,73,113,6,1
12098,183,550,17,1
12099,1262,2196,79,47
12100,292,1321,47,5
12101,102,422,18,3
12102,160,794,11,2
12103,125,115,4,2
12104,3425,5508,438,7
12105,357,1012,14,1
12106,206,1552,22,4
12107,100,432,7,3
12108,117,466,17,2
12109,233,604,13,3
12110,175,520,7,2
12111,85,613,9,1
12112,34,213,6,2
12113,18,248,5,2
12114,232,626,7,2
12115,466,475,12,2
12116,27,121,7,1
12117,2204,5054,147,9
12118,7,199,1,2
12119,87,183,6,0
12120,92,317,6,2
12121,128,829,19,6
12122,182,994,17,1
12123,10,76,4,1
12124,570,1788,54,4
12125,163,387,6,2
12126,4951,14530,999,48
12127,106,204,2,2
12128,307,1445,31,3
12129,731,1728,46,4
12130,138,610,20,1
12131,97,170,6,2
12132,265,574,7,1
12133,55,174,4,1
12134,94,128,8,1
12135,17621,24029,1502,34
12136,436,1417,42,1
12137,9,224,7,0
12138,9782,20033,1294,40
12139,379,574,9,2
12140,210,1774,38,5
12141,18,307,18,0
12142,191,362,7,1
12901,732,2168,73,18
12902,1010,1775,48,5
13001,210,1059,50,8
13002,483,1392,25,6
13003,148,529,15,2
13004,193,917,12,1
13005,4646,14581,794,16
13006,152,540,22,3
13007,141,1000,28,2
13008,167,630,16,1
13009,312,1406,29,4
13010,201,900,18,6
13011,447,3632,130,3
13012,122,406,16,1
13013,1055,3967,175,3
13014,105,448,7,2
13015,1196,4353,149,8
13016,84,550,34,2
13017,179,384,19,3
13018,176,606,17,2
13019,737,3573,141,7
13020,885,3898,116,4
13021,112,431,9,1
13022,80,412,10,1
13023,1093,4689,202,5
13024,151,952,20,4
13025,39,254,7,1
13026,81,515,10,1
13027,761,3241,120,3
13028,1839,6180,297,8
13029,21,94,4,0
13030,23,126,4,1
13031,458,1534,55,1
13032,187,1069,13,1
13033,335,1557,46,1
13034,26426,37931,3046,42
13035,147,728,25,2
13036,150,764,11,1
13037,202,889,16,0
13038,263,1394,38,2
13039,3811,9033,559,14
13040,96,955,23,6
13041,123,308,9,1
13042,249,1131,42,1
13043,72,245,7,0
13044,538,1926,33,1
13045,184,659,14,2
13046,247,618,13,2
13047,1174,4062,171,10
13048,234,724,14,2
13049,283,728,19,1
13050,111,417,16,1
13051,63,365,6,4
13052,1319,5293,154,5
13053,5520,9964,526,32
13054,519,2927,91,6
13055,199,1100,23,5
13056,2898,7165,334,4
13057,385,1235,22,2
13058,868,3458,152,3
13059,96,291,6,1
13060,114,343,7,2
13061,1050,3762,133,3
13062,62,480,9,1
13063,425,2465,94,7
13064,313,1257,64,16
