Codigo Municipio,Nº de Jubilados,Nº de Estudiantes
14068,165,105
13089,725,340
44252,30,10
12130,150,40
34211,80,25
09437,100,35
03139,5760,6055
34213,35,*
47209,10,*
47210,145,50
49245,100,25
09438,130,130
34214,60,20
49246,110,35
47211,15,*
16245,125,75
47212,125,60
06152,360,295
37353,50,5
50286,35,15
26166,30,20
21074,845,700
16246,240,80
47213,45,15
28172,985,2580
09439,115,220
09440,40,*
49247,255,20
34215,45,20
34216,25,*
09441,30,*
50287,110,60
02078,310,195
16247,40,*
09442,140,55
26167,25,*
34217,115,315
49248,95,30
47214,420,250
46255,990,840
49249,35,*
49250,375,205
16248,280,190
49251,85,10
45188,570,785
34218,190,80
11040,95,65
02079,945,690
12131,40,10
24211,150,25
24901,420,110
13090,415,190
41097,645,950
28173,140,120
28174,350,410
28175,145,270
24212,450,135
11041,2075,2815
34220,40,30
24213,75,*
37354,580,1640
13091,235,95
49252,140,40
50903,600,530
09443,75,20
31255,50,20
16249,730,490
09444,30,5
09445,*,*
34221,55,15
26168,695,1415
09446,5,*
24214,345,40
18908,280,230
34222,50,5
10209,105,40
10210,210,85
09447,20,*
45189,180,130
45190,195,65
24215,75,20
24216,455,70
49255,165,20
24217,65,15
34223,95,35
45191,175,140
34224,20,*
47215,25,*
34225,790,1255
47216,35,20
49256,110,30
09448,90,20
22249,25,30
22250,75,60
47217,270,395
45192,785,640
19317,70,25
29095,980,780
09449,30,15
19318,20,*
05905,135,*
49257,80,50
45193,225,110
26169,25,5
49258,55,25
09450,*,*
46257,1725,1265
14069,2100,1570
47218,230,175
50288,690,1025
05258,60,5
42206,*,*
16250,40,10
09451,100,35
50290,200,70
50289,45,*
28176,1575,5075
29902,830,700
47219,15,*
13092,735,445
16251,560,385
23096,780,670
06153,4580,4910
10211,195,55
19319,325,1830
10212,565,355
21075,120,40
24218,185,40
49259,80,5
18187,170,110
47220,85,15
21076,500,465
13093,1230,1055
47221,25,15
33075,135,30
28178,185,380
13094,125,45
41100,370,230
47222,20,15
22251,125,50
29098,435,275
09454,15,*
12133,45,10
05259,50,20
41098,910,1420
23097,1380,1515
05260,50,*
49260,420,85
37355,95,5
14070,480,230
06154,910,680
28177,1085,4905
34227,35,*
44256,25,10
14071,330,155
30042,365,490
41099,1180,945
29096,920,615
29097,1010,1155
18188,485,440
34228,40,10
24219,245,90
24902,175,20
02080,230,90
34229,25,*
24221,310,105
24222,2325,3725
09455,15,10
09456,45,*
37356,50,*
26170,195,90
16253,130,45
37357,140,10
05261,25,*
16254,70,25
49263,30,*
37358,65,25
16255,85,10
37359,100,10
50291,60,10
16263,295,225
37360,85,30
10214,105,20
06156,325,250
37361,50,15
26171,105,15
42207,*,*
46258,885,575
49264,330,35
42208,10,*
44257,75,20
16258,150,15
16259,15,*
28179,250,465
10213,275,85
13095,45,*
06155,500,430
42209,50,15
44258,40,*
16910,50,*
49261,390,245
14072,430,135
09903,1120,725
49262,140,50
47223,45,30
49265,70,10
49266,30,10
23098,330,160
49267,35,20
26172,20,*
16264,205,85
16265,15,*
45194,30,*
24223,1040,440
28180,1090,1470
05262,160,40
16266,130,50
19321,35,*
37362,515,1495
24224,315,50
42211,35,*
37363,45,10
16269,205,60
23099,1090,1200
46259,155,80
09458,55,115
37364,315,100
44260,45,20
37365,60,25
34230,*,*
47224,20,15
37366,15,*
44261,295,120
34231,85,25
34232,265,115
21077,390,405
50292,55,30
49268,175,50
02081,4470,5145
23101,160,60
26173,*,*
50293,205,60
44262,50,20
50294,40,*
13096,2130,2180
45195,755,550
16270,75,15
16271,245,130
06157,220,65
13097,665,540
26174,70,10
16272,130,50
24225,445,120
09460,80,20
34233,65,*
42212,20,*
37367,100,15
10215,180,50
37368,0,*
42213,20,*
19322,15,*
45196,325,325
19323,15,*
37369,45,25
37370,130,45
49269,135,15
24226,120,5
45197,505,470
47225,20,*
34234,30,*
37371,95,15
44263,110,80
09463,95,20
45198,605,460
05263,65,25
23903,1005,810
02082,55,5
09464,15,*
31257,210,230
34236,85,15
24227,585,285
34237,195,100
31258,1605,2115
02083,95,25
47226,50,15
26175,15,*
47227,30,*
49270,65,20
02084,160,35
37372,40,5
40228,195,80
47228,130,60
40229,20,*
26176,40,*
09466,85,*
41101,1235,1640
16273,140,45
09467,20,15
49272,50,*
49271,95,15
47229,80,20
33076,4245,1875
14073,960,535
28181,3500,6620
37373,280,115
28182,80,50
34238,135,35
09471,45,30
33077,620,140
24228,345,60
24229,230,45
09472,10,*
09473,40,*
40230,30,25
44264,125,40
19324,95,25
03140,6250,7120
34240,25,10
34241,*,*
34242,40,20
34243,110,35
16274,85,10
12137,20,*
37374,250,245
09476,25,*
37375,200,110
26177,105,30
34245,130,45
34246,40,*
08304,205,230
17233,500,620
17232,45,30
47194,110,45
09424,30,*
25253,70,20
50282,45,*
37350,180,30
09425,245,50
43176,270,155
15092,2575,995
44265,90,50
25255,160,75
46260,590,575
12138,5335,5475
16275,*,*
43177,130,80
26178,35,10
26179,15,*
42215,285,135
43178,245,370
49273,110,15
05264,10,10
29099,770,310
19325,35,5
44266,60,10
45199,420,815
41102,2805,4290
13098,845,360
14074,770,480
50295,20,*
12139,135,45
05265,25,15
37376,620,465
01059,46795,41590
27066,4285,2230
44267,35,*
12140,390,240
08308,40,25
02085,120,40
09478,25,*
42216,15,*
18189,190,175
39102,665,350
42217,15,*
47230,105,30
03081,875,485
46145,5240,5325
46143,1120,1090
46146,465,520
27021,885,175
43052,325,210
32032,2870,1555
46110,5170,5535
27025,875,460
32036,780,125
32037,310,55
35034,2055,2680
42218,25,25
40231,45,15
46261,495,365
45200,1185,1380
19326,130,420
19327,160,90
22252,45,*
30043,5690,8015
37377,90,20
01060,65,30
19329,50,*
19330,50,*
45201,430,1035
42219,30,*
16276,25,*
45202,1005,990
33078,75,10
31261,55,45
46262,95,25
22253,35,*
02086,1285,415
45203,505,625
45204,180,170
45205,845,2470
29100,675,735
19331,565,720
19332,40,10
31262,45,50
09480,65,15
18192,415,415
06158,2615,3370
16277,60,10
16278,50,10
18913,285,165
11042,330,290
06159,595,545
50296,120,65
22254,405,295
06160,925,700
21078,780,515
48095,635,490
20078,355,270
01061,30,40
48096,1645,1305
37378,65,*
37379,20,30
01062,105,70
49275,14170,11290
48905,690,590
19333,100,*
05266,45,10
05267,40,20
50297,134815,120040
37380,15,*
48097,300,280
47231,475,1215
20079,4040,4715
46263,215,45
26180,85,20
10216,490,325
10217,245,65
37381,80,10
16279,110,25
10218,455,140
06162,810,640
47232,40,10
06161,155,45
28183,235,325
26181,*,*
09482,15,*
16280,100,10
19334,25,*
40233,135,100
40234,140,80
15093,1675,505
09483,80,40
48024,300,215
48025,245,180
20025,340,280
20026,75,45
20027,720,635
48913,280,215
01018,295,360
31073,115,40
48915,115,45
31907,1305,3845
20028,640,565
44268,5,*
10219,595,205
37382,95,*
19335,30,*
12141,45,25
26183,15,20
24230,210,20
18193,2090,4485
31263,80,50
12142,60,25
50298,1390,1400
21079,245,145
31264,60,50
14075,240,95
01063,405,590
18194,740,525
20081,1720,1860
20080,2455,1600
09485,25,*
31265,30,*
04103,1110,425
