Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
25110;Guissona;1317;28;623;153;23;397;93;48;509;51;709
25111;Guixers;28;1;22;3;0;2;0;3;4;2;19
25112;Ivars de Noguera;109;0;100;0;0;9;0;105;0;2;2
25113;Ivars d'Urgell;449;4;377;6;1;58;3;384;10;19;36
25114;Ivorra;5;0;3;0;0;2;0;2;0;0;3
25115;Isona i Conca Dellà;100;1;55;1;1;38;4;38;5;5;52
25118;Juncosa;61;0;52;0;2;7;0;38;6;9;8
25119;Juneda;1104;19;622;30;16;397;20;211;113;43;737
25120;Lleida;39366;1041;18244;1005;1222;16888;966;2505;1484;2973;32404
25121;Les;227;8;102;7;15;84;11;2;5;19;201
25122;Linyola;358;8;219;9;5;111;6;165;37;47;109
25123;Lladorre;104;2;37;3;2;59;1;1;1;0;102
25124;Lladurs;4;0;2;0;1;1;0;1;0;0;3
25125;Llardecans;82;1;62;5;0;13;1;10;4;33;35
25126;Llavorsí;360;26;212;2;9;108;3;5;8;14;333
25127;Lles de Cerdanya;579;7;325;1;1;245;0;0;0;8;571
25128;Llimiana;19;0;19;0;0;0;0;2;9;0;8
25129;Llobera;25;5;1;0;11;8;0;0;0;17;8
25130;Maldà;45;1;25;1;2;14;2;20;2;2;21
25131;Massalcoreig;194;0;171;1;1;21;0;159;2;0;33
25132;Massoteres;34;0;16;3;3;9;3;10;0;0;24
25133;Maials;125;4;75;8;3;30;5;25;21;21;58
25134;Menàrguens;289;2;265;0;0;21;1;249;9;2;29
25135;Miralcamp;2481;61;1523;16;19;856;6;359;129;4;1989
25136;Molsosa, La;11;1;2;1;1;6;0;2;0;0;9
25137;Mollerussa;4167;236;2081;89;75;1593;93;692;369;372;2734
25138;Montgai;84;2;65;3;0;13;1;41;19;3;21
25139;Montellà i Martinet;63;2;31;2;2;26;0;0;1;1;61
25140;Montferrer i Castellbò;219;10;130;17;1;52;9;17;17;41;144
25141;Montoliu de Segarra;18;0;16;0;0;2;0;11;0;3;4
25142;Montoliu de Lleida;339;3;257;3;10;66;0;220;4;5;110
25143;Montornès de Segarra;21;1;19;0;0;1;0;3;1;17;0
25145;Nalec;17;0;14;0;0;3;0;10;2;1;4
25146;Navès;34;1;26;3;0;3;1;6;2;1;25
25148;Odèn;14;1;7;2;1;3;0;5;0;0;9
25149;Oliana;409;28;119;10;25;212;15;34;131;32;212
25150;Oliola;29;0;20;2;0;7;0;20;1;1;7
25151;Olius;160;8;96;11;3;39;3;9;92;15;44
25152;Oluges, Les;24;1;14;1;0;8;0;0;0;14;10
25153;Omellons, Els;14;1;4;0;0;9;0;2;2;2;8
25154;Omells de na Gaia, Els;6;0;4;0;0;2;0;2;0;0;4
25155;Organyà;131;4;86;6;2;31;2;0;7;17;107
25156;Os de Balaguer;241;6;166;3;5;60;1;120;11;26;84
25157;Ossó de Sió;11;0;10;0;0;1;0;6;0;3;2
25158;Palau d'Anglesola, El;582;12;392;15;3;153;7;430;21;27;104
25161;Conca de Dalt;33;2;23;1;1;5;1;9;1;14;9
25163;Coma i la Pedra, La;181;0;105;1;1;73;1;1;3;12;165
25164;Penelles;293;11;142;3;2;130;5;59;7;1;226
25165;Peramola;144;1;88;4;2;49;0;6;6;0;132
25166;Pinell de Solsonès;11;0;8;0;1;2;0;7;0;1;3
25167;Pinós;23;0;19;2;0;2;0;10;1;0;12
25168;Poal, El;328;23;224;6;24;50;1;270;13;18;27
25169;Pobla de Cérvoles, La;46;1;32;2;0;11;0;19;3;10;14
25170;Bellaguarda;22;1;14;0;2;5;0;5;1;10;6
25171;Pobla de Segur, La;531;20;195;12;8;284;12;16;33;54;428
25172;Ponts;548;11;302;22;13;186;14;27;18;21;482
25173;Pont de Suert, El;615;14;327;11;18;229;16;23;13;86;493
25174;Portella, La;1296;11;719;8;5;538;15;502;1;11;782
25175;Prats i Sansor;48;3;22;3;1;19;0;2;9;10;27
25176;Preixana;15;0;5;1;0;7;2;2;2;1;10
25177;Preixens;73;0;41;5;3;24;0;13;31;2;27
25179;Prullans;58;4;15;3;4;31;1;1;1;0;56
25180;Puiggròs;67;1;63;1;0;2;0;48;2;3;14
25181;Puigverd d'Agramunt;16;1;14;0;0;1;0;12;3;0;1
25182;Puigverd de Lleida;689;4;362;5;3;313;2;482;1;18;188
25183;Rialp;220;7;99;1;2;105;6;15;13;10;182
25185;Ribera d'Urgellet;67;4;33;6;0;21;3;26;0;7;34
25186;Riner;257;1;117;0;2;136;1;7;1;0;249
25189;Rosselló;436;10;284;21;5;107;9;76;42;75;243
25190;Salàs de Pallars;95;0;45;3;1;46;0;6;1;6;82
25191;Sanaüja;74;0;33;3;0;37;1;6;1;3;64
25192;Sant Guim de Freixenet;82;3;54;3;3;18;1;7;29;13;33
25193;Sant Llorenç de Morunys;134;2;58;5;1;58;10;3;10;26;95
25194;Sant Ramon;41;2;29;2;0;7;1;6;9;3;23
25196;Sant Esteve de la Sarga;1;0;1;0;0;0;0;0;0;0;1
25197;Sant Guim de la Plana;20;2;15;1;1;1;0;14;2;1;3
25200;Sarroca de Lleida;50;0;27;4;1;15;3;24;8;5;13
25201;Sarroca de Bellera;15;0;8;0;0;7;0;4;1;3;7
25202;Senterada;12;1;9;0;0;2;0;1;0;4;7
25203;Seu d'Urgell, La;2373;48;1072;63;22;1074;94;20;99;114;2140
25204;Seròs;1337;14;981;19;16;301;6;994;12;22;309
25205;Sidamon;136;2;90;5;3;35;1;13;21;22;80
25206;Soleràs, El;48;1;40;0;1;6;0;40;3;1;4
25207;Solsona;1634;34;681;72;44;725;78;60;234;196;1144
25208;Soriguera;52;0;31;0;0;18;3;5;0;17;30
25209;Sort;1021;10;528;8;14;454;7;30;24;101;866
25210;Soses;2149;24;1422;33;19;641;10;1045;50;23;1031
25211;Sudanell;492;8;265;2;21;195;1;210;5;6;271
25212;Sunyer;190;13;158;1;2;16;0;179;1;2;8
25215;Talarn;133;0;108;4;0;20;1;20;3;2;108
25216;Talavera;22;0;14;0;2;5;1;10;1;3;8
25217;Tàrrega;2844;67;1416;117;67;1089;88;49;272;278;2245
25218;Tarrés;14;1;2;0;0;8;3;0;0;0;14
25219;Tarroja de Segarra;11;0;9;0;0;2;0;0;1;8;2
25220;Térmens;889;9;333;8;31;505;3;84;31;25;749
25221;Tírvia;21;0;9;0;1;10;1;2;1;4;14
25222;Tiurana;5;0;5;0;0;0;0;0;0;0;5
25223;Torà;150;8;69;3;12;55;3;3;36;11;100
25224;Torms, Els;21;0;16;0;0;5;0;16;5;0;0
25225;Tornabous;569;6;405;6;2;148;2;487;0;17;65
25226;Torrebesses;13;0;9;0;0;4;0;3;0;4;6
25227;Torre de Cabdella, La;106;1;71;1;0;32;1;9;7;16;74
25228;Torrefarrera;1368;36;706;53;21;523;29;266;83;139;880
25230;Torregrossa;802;8;560;23;7;198;6;529;45;46;182
25231;Torrelameu;574;15;411;9;8;129;2;386;15;17;156
25232;Torres de Segre;4111;25;2811;23;17;1227;8;698;24;10;3379
25233;Torre-serona;451;36;329;11;2;73;0;80;10;2;359
25234;Tremp;828;14;354;22;29;382;27;18;21;110;679
25238;Vallbona de les Monges;65;2;38;0;4;21;0;6;31;4;24
25239;Valls de Valira, Les;92;6;48;2;3;29;4;0;1;9;82
25240;Vallfogona de Balaguer;364;11;222;24;4;93;10;105;37;68;154
25242;Verdú;191;0;115;1;4;67;4;96;6;4;85
25243;Vielha e Mijaran;2332;50;1089;23;49;1096;25;32;23;358;1919
25244;Vilagrassa;351;3;98;3;1;246;0;2;2;4;343
25245;Vilaller;65;1;24;0;2;34;4;0;9;14;42
25247;Vilamòs;18;1;11;0;0;6;0;0;1;4;13
25248;Vilanova de Bellpuig;604;8;489;3;1;102;1;242;64;20;278
25249;Vilanova de l'Aguda;13;0;8;1;0;3;1;7;1;1;4
25250;Vilanova de Meià;37;0;22;3;0;12;0;12;1;1;23
25251;Vilanova de Segrià;208;1;159;11;1;33;3;124;4;9;71
25252;Vila-sana;581;11;377;27;11;151;4;161;21;53;346
25253;Vilosell, El;44;0;33;0;1;10;0;38;2;0;4
25254;Vilanova de la Barca;442;4;242;6;18;164;8;106;11;18;307
25255;Vinaixa;35;2;24;4;1;4;0;8;12;0;15
25901;Vall de Cardós;102;0;46;2;4;50;0;1;5;21;75
25902;Sant Martí de Riucorb;47;0;31;3;1;12;0;18;6;7;16
25903;Guingueta d'Àneu, La;109;0;68;0;1;39;1;2;5;42;60
25904;Castell de Mur;51;0;33;3;0;13;2;1;0;0;50
25905;Ribera d'Ondara;87;8;46;4;4;22;3;8;23;7;49
25906;Valls d'Aguilar, Les;18;1;6;0;0;10;1;11;1;0;6
25907;Torrefeta i Florejacs;27;0;22;1;0;4;0;3;5;10;9
25908;Fígols i Alinyà;11;0;7;1;0;3;0;0;0;1;10
25909;Vansa i Fórnols, La;17;0;10;1;0;6;0;5;1;1;10
25910;Josa i Tuixén;15;0;8;0;1;5;1;0;0;2;13
25911;Plans de Sió, Els;29;1;22;3;0;3;0;9;13;5;2
25912;Gimenells i el Pla de la Font;334;4;271;4;3;48;4;200;1;23;110
25913;Riu de Cerdanya;14;0;11;0;0;3;0;0;0;2;12
26001;Ábalos;349;1;305;2;2;39;0;287;14;6;42
26002;Agoncillo;2056;42;1337;34;10;627;6;157;426;36;1437
26003;Aguilar del Río Alhama;298;2;114;2;2;176;2;7;240;3;48
26004;Ajamil de Cameros;14;1;12;0;0;1;0;9;0;0;5
26005;Albelda de Iregua;2176;29;1267;49;22;805;4;365;324;79;1408
26006;Alberite;357;7;208;13;12;115;2;103;37;57;160
26007;Alcanadre;316;0;229;3;2;82;0;234;14;4;64
26008;Aldeanueva de Ebro;1975;15;1450;16;9;485;0;1247;576;16;136
26009;Alesanco;143;3;113;2;2;22;1;81;18;2;42
26010;Alesón;212;5;157;6;1;36;7;123;30;4;55
26011;Alfaro;6343;53;4113;70;28;2050;29;2466;1711;355;1811
26012;Almarza de Cameros;8;0;6;0;0;2;0;0;0;2;6
26013;Anguciana;94;2;81;1;1;9;0;31;10;3;50
26014;Anguiano;85;2;19;1;1;58;4;1;1;4;79
26015;Arenzana de Abajo;136;0;115;1;0;20;0;110;7;4;15
26016;Arenzana de Arriba;62;0;52;0;0;10;0;48;7;0;7
26017;Arnedillo;249;0;109;4;2;131;3;0;4;11;234
26018;Arnedo;4421;109;2321;90;78;1748;75;38;1353;217;2813
26019;Arrúbal;633;13;392;12;14;192;10;40;202;20;371
26020;Ausejo;339;12;234;0;4;88;1;231;38;2;68
26021;Autol;3006;25;1637;11;32;1294;7;695;153;63;2095
26022;Azofra;138;0;115;1;0;22;0;127;0;0;11
26023;Badarán;246;2;176;3;3;62;0;152;17;4;73
26024;Bañares;107;1;90;4;0;12;0;49;4;3;51
26025;Baños de Rioja;18;0;12;0;0;6;0;4;4;0;10
26026;Baños de Río Tobía;333;3;260;25;3;36;6;84;85;8;156
26027;Berceo;22;0;15;0;0;6;1;6;0;3;13
26028;Bergasa;112;0;98;0;0;14;0;86;4;3;19
26029;Bergasillas Bajera;1;0;1;0;0;0;0;0;0;0;1
26030;Bezares;7;0;7;0;0;0;0;7;0;0;0
26031;Bobadilla;83;1;65;1;0;14;2;33;5;21;24
26032;Brieva de Cameros;4;0;3;0;0;1;0;0;0;0;4
26033;Briñas;253;2;149;0;2;99;1;148;3;1;101
26034;Briones;872;9;433;4;4;418;4;362;40;5;465
26035;Cabezón de Cameros;7;0;4;0;0;3;0;0;6;0;1
26036;Calahorra;6950;128;3419;95;133;3101;74;757;703;526;4964
26037;Camprovín;50;0;35;1;0;13;1;19;19;0;12
26038;Canales de la Sierra;7;1;3;0;0;3;0;0;0;0;7
26039;Canillas de Río Tuerto;16;0;11;0;1;4;0;9;0;2;5
26040;Cañas;20;1;15;0;0;4;0;6;0;1;13
26041;Cárdenas;84;0;67;0;0;17;0;81;0;0;3
26042;Casalarreina;261;5;172;1;17;66;0;108;13;18;122
26043;Castañares de Rioja;96;5;40;2;0;47;2;14;6;6;70
26044;Castroviejo;3;0;1;0;0;2;0;0;1;0;2
26045;Cellorigo;51;0;32;0;0;19;0;49;0;0;2
26046;Cenicero;1585;16;1196;3;28;336;6;1025;118;14;428
26047;Cervera del Río Alhama;524;5;186;5;4;317;7;10;110;45;359
26048;Cidamón;14;0;13;0;0;1;0;14;0;0;0
26049;Cihuri;101;0;71;0;1;28;1;77;0;10;14
26050;Cirueña;27;0;15;0;0;12;0;1;0;4;22
26051;Clavijo;81;1;68;1;0;10;1;66;1;9;5
26052;Cordovín;153;0;141;1;0;11;0;147;1;0;5
26053;Corera;88;0;76;0;2;9;1;71;0;2;15
26054;Cornago;69;0;62;1;0;6;0;1;0;51;17
26055;Corporales;1;0;1;0;0;0;0;1;0;0;0
26056;Cuzcurrita de Río Tirón;188;2;105;1;3;75;2;96;16;3;73
26057;Daroca de Rioja;40;0;19;0;2;19;0;0;0;0;40
26058;Enciso;168;0;93;2;1;71;1;0;0;31;137
26059;Entrena;745;7;587;5;5;136;5;599;16;10;120
26060;Estollo;1;0;1;0;0;0;0;0;0;1;0
26061;Ezcaray;899;16;432;14;18;412;7;5;101;22;771
26062;Foncea;31;0;22;0;0;9;0;22;8;0;1
26063;Fonzaleche;53;7;37;0;0;9;0;21;4;26;2
26064;Fuenmayor;1990;20;1447;18;27;472;6;973;260;54;703
26065;Galbárruli;40;0;38;0;0;2;0;39;0;0;1
26066;Galilea;56;1;42;0;0;12;1;39;4;7;6
26067;Gallinero de Cameros;13;0;8;0;0;4;1;3;0;1;9
26068;Gimileo;19;1;10;1;0;7;0;12;3;0;4
26069;Grañón;26;0;20;1;1;4;0;13;0;3;10
26070;Grávalos;50;0;36;1;0;13;0;36;4;7;3
26071;Haro;3532;58;1588;45;63;1735;43;536;253;137;2606
26072;Herce;36;1;24;0;0;11;0;18;0;8;10
26073;Herramélluri;16;2;10;0;0;4;0;9;0;2;5
26074;Hervías;6;0;5;0;0;1;0;0;0;4;2
26075;Hormilla;328;0;279;1;0;48;0;294;2;11;21
26076;Hormilleja;57;0;50;0;0;7;0;52;0;2;3
26077;Hornillos de Cameros;5;0;2;0;0;3;0;2;0;0;3
26078;Hornos de Moncalvillo;73;1;62;0;0;10;0;65;0;6;2
26079;Huércanos;436;4;346;2;1;83;0;368;18;4;46
26080;Igea;112;2;77;3;0;30;0;69;1;23;19
26081;Jalón de Cameros;3;0;0;0;0;3;0;0;0;0;3
26082;Laguna de Cameros;9;0;4;0;0;5;0;0;0;1;8
26083;Lagunilla del Jubera;138;0;96;0;2;36;4;94;5;2;37
26084;Lardero;1470;54;797;26;33;540;20;90;283;294;803
26086;Ledesma de la Cogolla;2;0;1;0;0;1;0;0;0;0;2
26087;Leiva;77;1;54;0;0;22;0;47;18;0;12
26088;Leza de Río Leza;7;1;3;0;0;2;1;0;0;1;6
26089;Logroño;41842;1093;17956;834;1219;19888;852;1680;2788;3086;34288
26091;Lumbreras;18;0;11;0;0;7;0;0;0;1;17
26092;Manjarrés;127;0;109;1;0;17;0;118;4;4;1
26093;Mansilla de la Sierra;0;0;0;0;0;0;0;0;0;0;0
26094;Manzanares de Rioja;31;0;29;0;0;2;0;30;0;0;1
26095;Matute;27;0;1;0;0;26;0;1;25;0;1
26096;Medrano;93;0;82;0;0;11;0;62;1;27;3
26098;Munilla;74;0;33;0;0;41;0;2;0;0;72
26099;Murillo de Río Leza;298;5;226;3;8;53;3;175;33;10;80
26100;Muro de Aguas;9;1;7;0;0;1;0;3;6;0;0
26101;Muro en Cameros;3;0;3;0;0;0;0;2;0;1;0
26102;Nájera;1511;58;643;34;54;686;36;225;205;126;955
26103;Nalda;390;6;207;14;8;151;4;16;66;4;304
26104;Navajún;0;0;0;0;0;0;0;0;0;0;0
26105;Navarrete;1118;17;545;17;15;512;12;244;148;36;690
26106;Nestares;1;1;0;0;0;0;0;0;0;1;0
26107;Nieva de Cameros;22;0;10;0;0;12;0;0;0;0;22
26108;Ocón;58;0;44;0;1;13;0;29;0;6;23
26109;Ochánduri;12;0;9;0;0;2;1;9;0;1;2
26110;Ojacastro;13;0;9;1;0;2;1;0;2;1;10
26111;Ollauri;302;0;178;0;0;123;1;135;21;0;146
26112;Ortigosa de Cameros;21;1;13;0;0;7;0;0;0;1;20
26113;Pazuengos;1;0;1;0;0;0;0;0;0;0;1
26114;Pedroso;5;0;4;0;0;1;0;0;1;2;2
26115;Pinillos;0;0;0;0;0;0;0;0;0;0;0
26117;Pradejón;717;33;388;13;28;252;3;406;60;76;175
26118;Pradillo;2;0;1;0;0;1;0;0;0;0;2
26119;Préjano;33;0;22;1;0;10;0;17;0;0;16
26120;Quel;669;17;415;10;18;199;10;213;246;25;185
26121;Rabanera;0;0;0;0;0;0;0;0;0;0;0
26122;Rasillo de Cameros, El;29;0;18;3;0;7;1;0;8;1;20
26123;Redal, El;46;1;33;0;0;12;0;30;13;0;3
26124;Ribafrecha;170;2;147;4;0;17;0;132;5;14;19
26125;Rincón de Soto;1429;10;945;11;8;443;12;729;203;49;448
26126;Robres del Castillo;8;0;8;0;0;0;0;8;0;0;0
26127;Rodezno;66;0;45;1;2;17;1;52;0;2;12
26128;Sajazarra;199;0;143;0;2;54;0;183;11;0;5
26129;San Asensio;1182;7;996;10;1;168;0;951;50;4;177
26130;San Millán de la Cogolla;296;15;76;7;8;190;0;3;1;11;281
26131;San Millán de Yécora;42;0;34;0;0;8;0;42;0;0;0
26132;San Román de Cameros;30;0;23;0;0;7;0;0;0;4;26
26134;Santa Coloma;16;0;4;1;2;9;0;0;3;0;13
26135;Santa Engracia del Jubera;52;0;48;0;0;4;0;50;0;2;0
26136;Santa Eulalia Bajera;4;0;4;0;0;0;0;2;1;1;0
26138;Santo Domingo de la Calzada;1815;33;699;19;42;1005;17;180;107;71;1457
26139;San Torcuato;7;1;6;0;0;0;0;6;0;0;1
26140;Santurde de Rioja;60;3;40;0;0;17;0;2;25;5;28
26141;Santurdejo;12;0;11;0;0;1;0;9;0;1;2
26142;San Vicente de la Sonsierra;814;6;684;0;3;120;1;659;50;13;92
26143;Sojuela;108;1;94;0;0;13;0;80;1;17;10
26144;Sorzano;32;0;26;1;0;5;0;27;0;2;3
26145;Sotés;215;0;177;3;0;35;0;188;11;11;5
26146;Soto en Cameros;23;0;19;0;0;4;0;0;4;4;15
26147;Terroba;26;3;15;5;0;3;0;2;0;20;4
26148;Tirgo;124;1;87;2;0;34;0;85;17;1;21
26149;Tobía;3;0;2;0;0;1;0;2;0;0;1
26150;Tormantos;40;0;5;0;0;35;0;0;39;0;1
26151;Torrecilla en Cameros;96;1;60;1;0;34;0;27;1;21;47
26152;Torrecilla sobre Alesanco;53;0;46;0;0;7;0;53;0;0;0
26153;Torre en Cameros;0;0;0;0;0;0;0;0;0;0;0
26154;Torremontalbo;3;0;3;0;0;0;0;1;0;0;2
26155;Treviana;48;1;42;0;0;5;0;38;0;5;5
26157;Tricio;156;2;101;2;2;48;1;64;57;1;34
26158;Tudelilla;287;0;249;0;1;37;0;263;6;3;15
26160;Uruñuela;714;3;575;0;1;135;0;599;69;6;40
26161;Valdemadera;0;0;0;0;0;0;0;0;0;0;0
26162;Valgañón;33;1;16;0;0;16;0;0;0;7;26
26163;Ventosa;52;1;35;0;0;16;0;31;0;0;21
26164;Ventrosa;1;0;1;0;0;0;0;0;0;1;0
26165;Viguera;139;1;104;3;0;31;0;22;6;14;97
26166;Villalba de Rioja;161;0;126;0;0;35;0;157;0;1;3
26167;Villalobar de Rioja;16;0;11;1;0;3;1;0;0;12;4
26168;Villamediana de Iregua;683;4;461;8;6;197;7;108;44;62;469
26169;Villanueva de Cameros;20;0;7;0;1;12;0;0;0;3;17
26170;Villar de Arnedo, El;239;3;199;5;1;31;0;118;25;40;56
26171;Villar de Torre;45;0;33;0;0;12;0;35;1;1;8
26172;Villarejo;5;0;5;0;0;0;0;4;0;0;1
26173;Villarroya;0;0;0;0;0;0;0;0;0;0;0
26174;Villarta-Quintana;9;0;8;0;0;1;0;2;0;6;1
26175;Villavelayo;6;0;3;0;0;3;0;3;0;1;2
26176;Villaverde de Rioja;2;0;2;0;0;0;0;0;0;1;1
26177;Villoslada de Cameros;41;1;28;1;1;9;1;2;0;3;36
26178;Viniegra de Abajo;10;0;2;0;0;7;1;0;0;0;10
26179;Viniegra de Arriba;7;0;6;0;0;1;0;0;0;3;4
26180;Zarratón;53;0;40;0;0;13;0;45;0;4;4
26181;Zarzosa;5;0;5;0;0;0;0;0;0;4;1
26183;Zorraquín;12;0;6;0;1;4;1;1;0;1;10
27001;Abadín;393;70;171;12;4;132;4;11;35;55;292
27002;Alfoz;313;4;174;9;3;121;2;3;34;11;265
27003;Antas de Ulla;198;2;98;10;4;81;3;10;16;14;158
27004;Baleira;118;4;69;3;3;38;1;13;0;20;85
27005;Barreiros;647;38;346;9;8;238;8;17;32;71;527
27006;Becerreá;506;5;273;10;15;202;1;104;10;19;373
27007;Begonte;1077;29;787;9;13;232;7;3;53;18;1003
27008;Bóveda;238;6;152;7;1;67;5;38;72;23;105
27009;Carballedo;185;3;114;7;2;58;1;14;7;7;157
27010;Castro de Rei;733;43;270;32;25;339;24;60;116;54;503
27011;Castroverde;385;14;259;9;5;95;3;36;10;39;300
27012;Cervantes;166;0;70;2;1;93;0;1;0;14;151
27013;Cervo;1088;50;639;100;3;266;30;30;288;174;596
27014;Corgo, O;317;13;157;16;4;117;10;30;20;12;255
27015;Cospeito;419;10;195;11;8;182;13;13;10;33;363
27016;Chantada;988;51;483;28;26;379;21;72;61;131;724
27017;Folgoso do Courel;135;9;75;3;0;46;2;9;19;9;98
27018;Fonsagrada, A;276;12;146;9;2;98;9;38;49;24;165
27019;Foz;1636;57;698;36;41;739;65;55;28;184;1369
27020;Friol;263;6;163;7;7;77;3;28;13;13;209
27021;Xermade;142;5;74;3;3;56;1;21;6;14;101
27022;Guitiriz;1030;10;476;13;18;495;18;54;33;40;903
27023;Guntín;208;2;145;5;2;52;2;37;2;32;137
27024;Incio, O;146;4;57;2;0;80;3;5;9;6;126
27025;Xove;619;25;317;20;7;231;19;49;43;122;405
27026;Láncara;222;9;74;0;6;128;5;10;5;18;189
27027;Lourenzá;301;8;152;14;5;117;5;22;56;19;204
27028;Lugo;26294;623;10830;635;662;12880;664;744;673;1775;23102
27029;Meira;333;11;208;5;8;93;8;14;17;26;276
27030;Mondoñedo;670;13;280;13;6;338;20;25;58;102;485
27031;Monforte de Lemos;2881;61;1138;64;73;1449;96;43;147;270;2421
27032;Monterroso;400;7;147;12;10;218;6;21;49;40;290
27033;Muras;73;1;36;2;0;34;0;3;8;1;61
27034;Navia de Suarna;127;3;82;1;2;37;2;24;8;14;81
27035;Negueira de Muñiz;21;1;12;1;3;4;0;1;1;0;19
27037;Nogais, As;108;1;47;3;5;49;3;1;23;2;82
27038;Ourol;197;13;115;12;0;56;1;90;6;6;95
27039;Outeiro de Rei;828;16;481;30;11;278;12;12;84;75;657
27040;Palas de Rei;511;10;288;19;11;177;6;46;41;81;343
27041;Pantón;418;9;215;5;4;177;8;10;14;25;369
27042;Paradela;137;3;84;4;2;44;0;12;10;14;101
27043;Páramo, O;115;1;90;2;2;18;2;13;7;4;91
27044;Pastoriza, A;262;5;144;13;13;79;8;42;10;28;182
27045;Pedrafita do Cebreiro;132;2;61;1;4;63;1;2;0;9;121
27046;Pol;140;7;83;12;2;34;2;30;19;13;78
27047;Pobra do Brollón, A;178;1;95;0;0;80;2;8;2;22;146
27048;Pontenova, A;258;15;136;14;12;76;5;43;23;42;150
27049;Portomarín;305;4;135;6;8;152;0;36;9;6;254
27050;Quiroga;649;239;166;12;8;217;7;2;56;287;304
27051;Ribadeo;2110;29;843;35;51;1111;41;32;79;110;1889
27052;Ribas de Sil;57;1;31;0;0;21;4;2;8;3;44
27053;Ribeira de Piquín;51;0;31;2;1;16;1;6;1;5;39
27054;Riotorto;148;4;89;1;0;54;0;15;8;14;111
27055;Samos;180;1;118;5;2;52;2;5;14;26;135
27056;Rábade;428;14;187;29;16;166;16;0;68;45;315
27057;Sarria;2615;118;1153;60;77;1167;40;56;134;162;2263
27058;Saviñao, O;293;8;181;8;6;78;12;25;28;58;182
27059;Sober;240;4;153;6;3;72;2;19;86;11;124
27060;Taboada;233;8;106;4;7;106;2;35;18;23;157
27061;Trabada;149;4;103;4;1;32;5;33;29;9;78
27062;Triacastela;95;1;46;2;2;42;2;1;2;13;79
27063;Valadouro, O;229;10;69;11;8;126;5;3;7;6;213
27064;Vicedo, O;274;24;106;4;7;131;2;55;15;8;196
27065;Vilalba;2129;86;955;47;55;926;60;35;215;199;1680
27066;Viveiro;5044;639;2337;95;49;1829;95;811;473;175;3585
27901;Baralla;298;15;137;5;4;135;2;23;10;7;258
27902;Burela;2281;642;662;30;27;874;46;763;84;141;1293
28001;Acebeda, La;588;40;202;30;44;251;21;0;10;45;533
28002;Ajalvir;1802;76;1116;94;47;433;36;1;324;111;1366
28003;Alameda del Valle;1393;7;817;1;8;559;1;0;1;24;1368
28004;Álamo, El;1801;25;1128;29;27;580;12;29;82;145;1545
28005;Alcalá de Henares;40536;1380;20045;988;1066;16201;856;110;2222;4420;33784
28006;Alcobendas;40288;3028;17819;1021;1943;15565;912;37;2461;2045;35745
28007;Alcorcón;27775;1397;13351;751;721;10932;623;113;854;2948;23860
28008;Aldea del Fresno;302;11;164;10;5;105;7;14;1;81;206
28009;Algete;4201;223;2416;152;107;1222;81;138;453;669;2941
28010;Alpedrete;1116;60;537;43;70;383;23;8;35;147;926
28011;Ambite;128;24;46;0;15;41;2;0;4;11;113
28012;Anchuelo;107;12;55;2;5;33;0;1;2;20;84
28013;Aranjuez;11570;247;5990;188;243;4715;187;301;815;806;9648
28014;Arganda del Rey;14275;738;8091;449;444;4312;241;130;2618;1831;9696
28015;Arroyomolinos;5339;324;2297;161;331;2030;196;0;133;730;4476
28016;Atazar, El;164;6;70;2;5;78;3;0;3;9;152
28017;Batres;112;4;53;4;6;42;3;1;7;30;74
28018;Becerril de la Sierra;507;19;306;13;17;141;11;0;6;136;365
28019;Belmonte de Tajo;814;24;469;7;21;285;8;1;4;47;762
28020;Berzosa del Lozoya;500;22;355;7;14;96;6;5;2;30;463
28021;Berrueco, El;238;11;111;5;6;104;1;1;2;32;203
28022;Boadilla del Monte;11061;599;5582;213;533;3948;186;280;219;856;9706
28023;Boalo, El;753;32;381;35;31;259;15;8;18;66;661
28024;Braojos;40;3;27;1;1;8;0;1;0;15;24
28025;Brea de Tajo;157;2;91;5;4;47;8;7;3;45;102
28026;Brunete;1750;55;730;28;65;848;24;6;40;157;1547
28027;Buitrago del Lozoya;488;10;225;10;15;220;8;88;7;26;367
28028;Bustarviejo;580;14;288;6;14;247;11;3;12;25;540
28029;Cabanillas de la Sierra;171;5;58;7;9;84;8;0;3;10;158
28030;Cabrera, La;400;15;118;9;23;222;13;0;3;36;361
28031;Cadalso de los Vidrios;291;11;180;5;14;80;1;1;16;77;197
28032;Camarma de Esteruelas;2209;61;1534;65;24;507;18;4;221;234;1750
28033;Campo Real;706;41;427;32;20;172;14;10;154;128;414
28034;Canencia;298;6;151;8;10;118;5;0;9;32;257
28035;Carabaña;153;5;84;3;2;58;1;10;1;33;109
28036;Casarrubuelos;1525;18;893;42;24;539;9;0;63;341;1121
28037;Cenicientos;299;19;100;10;12;151;7;1;21;26;251
28038;Cercedilla;1485;24;516;22;26;870;27;22;28;85;1350
28039;Cervera de Buitrago;56;2;28;1;1;22;2;1;2;3;50
