Codigo Municipio,1 hijo/a,2 hijos/as,3 hijos/as,4 o más hijos/as
47190,5,15,5,*
22245,50,70,10,15
50278,20,40,15,*
50279,*,10,10,*
42201,*,*,*,*
42202,*,*,*,*
28167,835,1600,405,200
34199,70,185,95,75
37347,40,70,25,25
16240,5,25,10,5
47191,*,15,*,10
28168,95,230,70,30
22909,25,55,40,15
43163,2860,4670,1510,960
49234,25,70,20,20
34023,475,860,315,190
46254,75,215,95,50
17210,80,135,*,*
45182,70,150,110,75
18185,35,55,70,20
45183,225,490,95,65
45184,15,15,10,10
26163,10,25,5,*
47192,*,10,10,5
37348,*,10,10,*
40224,*,*,*,*
26164,*,15,*,*
28169,120,215,105,*
04100,1020,1560,510,865
50280,25,45,15,10
25242,90,150,35,15
32084,160,115,80,45
03138,440,620,210,105
17211,105,190,65,30
32085,1300,1695,775,670
34201,20,15,15,10
43164,25,50,25,*
49235,15,75,45,40
22247,*,*,*,*
31251,290,510,165,125
47193,150,260,75,40
42204,*,*,*,5
19314,*,*,*,*
32086,160,475,170,145
10206,15,50,15,15
02076,20,45,35,25
04101,440,685,170,145
08298,2660,4725,2175,1390
04102,1720,2285,1160,695
27064,310,305,35,25
22248,5,15,5,*
38051,540,1030,500,450
14065,115,295,145,85
09422,*,*,*,*
34093,*,15,*,15
09421,15,25,20,20
31252,*,10,*,*
49236,*,10,5,10
49237,20,20,15,10
37349,5,20,5,10
17212,15,25,5,*
17213,670,930,375,170
25243,445,630,105,125
50281,*,15,*,*
36057,25340,38305,14405,9695
26165,20,50,25,15
36059,515,760,350,405
43165,30,125,60,15
17214,75,105,40,25
17215,200,340,100,40
36058,590,1135,300,265
08299,40,65,35,*
17217,30,55,20,20
17216,10,40,10,*
08301,4975,8905,2645,1760
08300,475,1225,375,80
17218,50,100,40,*
17220,90,150,70,*
12128,215,250,95,40
17221,505,755,235,160
38052,90,205,115,85
07065,210,505,150,35
08305,2745,5200,1835,885
36060,2955,4570,2345,1130
25244,55,50,25,15
17223,115,150,75,25
27065,1905,1670,450,575
43175,45,140,25,15
08306,75,85,*,*
25245,30,65,20,40
17224,35,60,35,20
43166,200,285,75,40
17225,45,35,*,*
17226,75,140,60,30
17227,10,20,10,*
32087,235,275,65,60
32088,185,205,115,75
46256,710,1170,535,230
25247,*,20,*,*
17228,35,55,10,*
12132,45,130,25,*
36061,940,1440,575,405
25248,135,165,40,20
25254,105,140,35,*
25249,*,50,*,*
25250,40,75,15,*
43168,10,10,*,5
08303,25,35,*,15
25251,105,120,25,15
08302,820,1690,650,385
08902,435,635,200,90
43167,35,95,20,*
08307,5150,8935,3140,1720
43169,70,70,35,20
32089,185,175,85,130
12134,15,35,5,5
32090,80,130,60,65
32091,185,275,155,110
12135,3975,7040,2150,1515
32092,55,80,25,20
15091,170,95,80,40
43170,95,185,55,35
17230,60,95,30,15
25252,65,100,40,10
15090,80,140,50,115
43171,1555,2870,540,645
08214,700,1260,355,230
08219,1460,2820,1125,415
17222,15,10,*,*
12136,235,450,205,75
43172,40,85,*,10
23094,195,735,270,190
43173,*,20,10,*
43174,15,25,15,*
09423,*,*,*,*
45186,240,550,225,145
38053,245,460,370,320
02077,*,10,*,*
10207,25,85,45,30
28171,325,810,340,175
10208,*,15,*,15
14066,305,955,505,440
47195,20,45,30,30
47196,*,*,*,*
34202,*,*,*,*
21073,145,405,160,90
24202,950,1495,490,430
20075,445,820,250,175
47197,60,120,55,85
24203,*,15,*,10
49238,*,50,25,15
01057,20,45,20,15
49239,35,140,60,40
45185,435,1500,620,455
47198,*,*,*,15
39098,90,195,85,80
23095,500,1425,740,570
40225,80,245,90,80
47199,5,5,*,10
34204,*,5,*,*
42205,*,10,*,*
47200,*,10,*,10
34205,*,*,5,*
28170,195,490,185,120
16242,50,75,15,*
34206,55,105,40,65
24205,55,145,40,65
24207,*,50,40,*
49240,35,25,*,*
09427,75,190,60,140
50283,10,10,*,*
34208,*,10,*,*
39099,265,610,130,105
49241,15,40,25,15
16243,15,75,35,40
09428,5,10,10,5
09429,*,5,*,*
09430,*,*,*,*
49242,25,70,35,35
50284,10,25,10,10
49243,20,15,10,*
05256,10,25,10,*
37351,10,45,20,30
47203,*,15,10,*
31254,170,395,140,85
14067,390,485,295,200
47204,30,50,*,*
50285,55,105,45,15
05257,*,10,10,10
06149,790,1460,870,825
45187,210,725,360,315
24209,460,460,110,75
44251,30,35,25,10
12129,140,435,110,70
09431,10,15,*,*
47205,35,55,20,35
09432,5,20,15,20
47206,5,20,*,*
39100,65,180,60,55
09433,*,5,*,*
47207,*,35,30,20
06150,55,85,70,70
16244,20,160,35,35
24210,35,60,55,50
49244,*,5,*,*
47208,5,10,*,*
06151,50,160,65,70
37352,10,30,*,10
09434,110,215,60,25
34210,*,5,5,10
14068,60,85,40,20
13089,65,310,115,160
44252,*,15,*,*
12130,35,45,20,15
34211,15,35,15,20
09437,*,40,25,30
03139,2695,4110,1400,930
34213,*,*,*,10
47209,*,*,*,*
47210,30,50,30,30
49245,15,35,20,20
09438,35,80,25,45
34214,10,15,15,15
49246,10,45,20,10
47211,*,*,*,*
16245,20,55,30,25
47212,10,40,20,50
06152,50,210,85,95
37353,5,10,15,10
50286,*,15,10,*
26166,10,15,10,5
21074,235,375,210,160
16246,*,95,50,25
47213,10,20,10,15
28172,670,1415,390,200
09439,70,190,35,*
09440,*,10,10,*
49247,35,85,60,15
34215,10,20,15,10
34216,*,*,10,*
09441,*,*,10,*
50287,30,55,10,25
02078,40,170,65,80
16247,*,15,10,10
09442,30,65,20,15
26167,*,*,*,*
34217,140,115,55,20
49248,30,35,15,20
47214,105,255,90,55
46255,375,605,180,80
49249,*,10,10,*
49250,110,170,70,100
16248,30,200,75,55
49251,15,10,15,10
45188,290,485,210,150
34218,25,60,15,50
11040,30,65,15,*
02079,210,555,315,120
12131,*,15,*,*
24211,10,40,25,25
24901,80,120,60,60
13090,35,165,90,80
41097,415,395,225,185
28173,25,115,45,20
28174,140,280,85,65
28175,105,110,35,*
24212,*,155,105,105
11041,465,1255,760,865
34220,*,20,10,*
24213,10,20,15,15
37354,485,805,200,145
13091,25,105,40,35
49252,25,45,40,25
50903,270,350,120,55
09443,10,25,*,15
31255,10,10,*,*
16249,120,470,185,100
09444,*,10,10,5
09445,*,*,*,*
34221,*,20,*,15
26168,805,670,160,150
09446,*,*,*,*
24214,50,80,50,65
18908,35,95,60,70
34222,*,10,10,15
10209,15,40,30,20
10210,35,80,40,50
09447,*,*,*,5
45189,65,105,60,40
45190,35,110,50,10
24215,10,25,15,5
24216,100,90,70,35
49255,15,60,35,30
24217,20,25,*,*
34223,*,35,15,15
45191,25,125,45,20
34224,*,*,*,*
47215,*,10,*,*
34225,520,805,280,125
47216,5,15,10,5
49256,25,50,20,15
09448,*,35,10,25
22249,10,20,*,*
22250,35,50,25,10
47217,130,250,75,55
45192,220,405,245,215
19317,*,20,15,10
29095,305,495,305,145
09449,5,10,*,10
19318,*,10,*,*
05905,*,30,*,35
49257,20,35,15,20
45193,40,95,60,60
26169,*,10,*,*
49258,*,25,5,*
09450,*,*,*,*
46257,495,1120,310,265
14069,485,1310,545,450
47218,85,120,80,60
50288,370,695,120,65
05258,*,20,15,*
42206,*,*,*,*
16250,*,15,*,*
09451,15,45,5,20
50290,55,100,30,*
50289,*,20,*,*
28176,795,2415,845,430
29902,130,395,235,265
47219,*,*,*,*
13092,50,330,170,150
16251,115,380,150,115
23096,110,490,270,150
06153,1315,3660,1795,820
10211,15,60,35,35
19319,425,800,175,85
10212,105,325,115,95
21075,30,60,20,15
24218,30,40,55,30
49259,5,20,5,10
18187,25,40,50,85
47220,25,30,10,15
21076,130,385,140,135
13093,195,810,395,260
47221,*,5,10,*
33075,45,45,10,20
28178,100,180,45,30
13094,*,45,30,25
41100,80,160,70,85
47222,*,10,*,*
22251,10,60,25,*
29098,60,225,110,75
09454,*,*,*,*
12133,*,10,*,10
05259,10,15,10,10
41098,300,635,340,255
23097,300,925,465,570
05260,*,*,*,20
49260,40,125,60,35
37355,10,25,10,15
14070,70,220,100,75
06154,130,430,185,305
28177,1150,2210,530,235
34227,*,*,*,15
44256,*,10,*,*
14071,65,170,55,45
30042,195,215,90,135
41099,385,640,325,275
29096,210,450,275,170
29097,270,690,325,270
18188,90,250,135,125
34228,*,*,5,10
24219,40,70,55,35
24902,20,25,40,35
02080,35,55,60,60
34229,*,5,*,10
24221,60,95,85,60
24222,1665,1980,620,260
09455,*,*,*,*
09456,*,25,*,*
37356,*,10,*,15
26170,35,115,40,25
16253,10,50,35,30
37357,20,40,30,15
05261,*,*,10,*
16254,*,25,15,10
49263,*,10,*,*
37358,*,20,15,15
16255,10,35,10,10
37359,10,25,10,25
50291,10,25,*,*
16263,100,150,60,45
37360,10,30,15,25
10214,*,30,20,15
06156,60,195,85,100
37361,*,10,10,*
26171,*,40,25,10
42207,*,*,*,*
46258,320,485,240,70
49264,50,130,40,30
42208,*,*,*,*
44257,*,25,15,5
16258,10,40,30,*
16259,*,5,*,*
28179,90,315,85,50
10213,25,85,60,35
13095,*,10,20,*
06155,140,280,175,130
42209,*,20,*,*
44258,*,10,10,*
16910,*,10,10,*
49261,120,195,85,75
14072,65,205,70,45
09903,270,665,175,105
49262,20,45,35,20
47223,5,20,15,10
49265,10,20,10,*
49266,*,10,5,5
23098,50,150,55,40
49267,*,*,*,*
26172,*,5,*,*
16264,15,90,70,20
16265,*,*,*,*
45194,*,5,*,10
24223,220,510,165,105
28180,455,1020,335,250
05262,20,65,20,25
16266,10,50,35,40
19321,*,5,*,*
37362,495,655,195,160
24224,15,85,65,50
42211,*,15,*,*
37363,10,15,5,10
16269,30,75,55,40
23099,265,940,330,155
46259,35,95,40,25
09458,35,55,25,*
37364,80,125,35,50
44260,30,15,*,5
37365,10,20,15,10
34230,*,*,*,*
47224,*,20,*,*
37366,*,*,*,*
44261,50,150,50,30
34231,15,35,10,15
34232,45,110,40,50
21077,85,320,145,65
50292,15,35,*,*
49268,20,40,25,15
02081,1220,3660,1560,905
23101,20,35,30,55
26173,*,*,*,*
50293,45,90,40,*
44262,10,20,10,*
50294,*,15,*,*
13096,450,1625,735,315
45195,175,435,165,95
16270,10,40,10,*
16271,70,125,60,30
06157,25,80,65,25
13097,135,375,255,105
26174,10,20,*,10
16272,*,30,35,25
24225,95,105,95,50
09460,*,25,15,15
34233,*,15,10,20
42212,*,10,*,*
37367,5,30,20,15
10215,25,55,35,40
37368,*,*,*,*
42213,*,*,*,*
19322,*,5,*,*
45196,105,220,110,55
19323,*,10,*,*
37369,*,15,15,10
37370,25,45,20,25
49269,15,40,25,15
24226,5,25,10,20
45197,155,455,115,85
47225,*,15,*,*
34234,*,*,*,*
37371,15,40,15,10
44263,35,75,*,15
09463,10,35,20,10
45198,210,325,135,85
05263,*,40,10,10
23903,170,500,405,200
02082,5,25,*,10
09464,*,5,*,*
31257,65,135,50,55
34236,10,15,15,20
24227,175,265,105,40
34237,30,100,45,45
31258,550,1510,530,290
02083,15,40,20,*
47226,15,15,10,15
26175,*,*,*,*
47227,*,10,5,*
49270,5,25,*,15
02084,15,55,30,*
37372,10,10,10,*
40228,45,65,45,55
47228,25,70,25,45
40229,*,*,*,*
26176,*,10,*,*
09466,*,15,10,10
41101,365,860,580,305
16273,20,50,40,10
09467,*,10,*,*
49272,*,20,10,*
49271,15,30,15,10
47229,15,25,10,10
33076,1830,1720,940,225
14073,195,390,280,175
28181,1705,3670,1355,460
37373,95,110,30,40
28182,*,50,20,*
34238,15,70,20,10
09471,10,25,5,10
33077,60,235,50,155
24228,50,110,40,55
24229,10,65,25,55
09472,*,*,*,*
09473,*,15,10,*
40230,10,20,5,5
44264,20,45,20,15
19324,*,35,15,15
03140,2200,4355,1970,1395
34240,*,10,10,10
34241,*,*,*,*
34242,*,20,*,20
34243,10,35,25,30
16274,5,20,15,10
12137,*,5,*,*
37374,90,190,80,65
09476,*,*,*,*
37375,30,130,70,30
26177,35,35,15,20
34245,*,25,20,35
34246,*,10,*,5
08304,90,170,55,15
17233,195,395,130,85
17232,10,40,*,*
47194,10,60,15,20
09424,*,5,*,*
25253,30,25,*,*
50282,*,15,10,*
37350,20,70,30,15
09425,40,75,55,20
43176,80,125,65,15
15092,735,1175,460,445
44265,15,45,10,15
25255,45,100,30,*
46260,285,470,120,*
12138,2375,3655,1535,685
16275,*,*,*,*
43177,35,60,20,15
26178,*,10,5,10
26179,*,*,*,*
42215,25,115,60,70
43178,120,220,60,50
49273,*,25,20,30
05264,*,10,*,*
29099,90,270,160,65
19325,*,10,*,*
44266,15,30,10,5
45199,320,445,120,95
41102,765,2165,1010,945
13098,165,430,185,115
14074,110,455,155,100
50295,*,*,*,*
12139,30,55,*,20
05265,*,10,*,10
37376,145,420,170,110
01059,18045,30395,10705,7490
27066,1595,2150,830,515
44267,10,20,*,*
12140,190,245,55,*
08308,10,20,10,5
02085,15,40,30,20
09478,*,*,*,*
42216,*,*,*,*
18189,55,100,50,50
39102,195,370,120,110
42217,*,*,*,*
47230,30,35,15,20
03081,300,410,105,*
46145,2370,4075,1405,865
46143,455,825,320,180
46146,180,360,80,60
27021,210,240,120,140
43052,75,185,90,*
32032,1135,1515,380,220
46110,2420,4160,1560,780
27025,375,450,210,90
32036,170,240,65,105
32037,70,105,40,40
35034,925,950,420,550
42218,*,10,*,*
40231,15,15,10,20
46261,115,380,60,75
45200,225,825,370,295
19326,75,240,65,*
19327,20,50,80,25
22252,10,15,*,*
30043,1760,4100,2420,1395
37377,10,35,15,25
01060,20,50,5,*
19329,10,10,*,*
19330,*,15,*,*
45201,365,475,195,195
42219,*,*,*,*
16276,*,*,*,*
45202,290,600,315,200
33078,20,25,10,*
31261,15,40,*,*
46262,*,50,10,*
22253,*,5,*,*
02086,100,395,210,245
45203,260,385,180,160
45204,35,105,45,25
45205,855,1190,525,240
29100,110,410,205,155
19331,150,425,205,105
19332,5,10,10,*
31262,25,30,5,10
09480,10,15,10,10
18192,95,230,145,110
06158,995,2060,1090,680
16277,15,10,15,5
16278,*,15,*,*
18913,50,110,75,35
11042,100,160,105,85
06159,130,415,155,165
50296,40,75,30,10
22254,105,285,105,30
06160,130,570,140,320
21078,230,475,200,135
48095,155,475,150,75
20078,75,200,55,45
01061,20,15,10,*
48096,965,930,365,190
37378,15,15,5,*
37379,10,15,10,10
01062,25,60,15,20
49275,5430,8665,3295,2290
48905,185,490,175,105
19333,*,20,10,20
05266,*,10,*,15
05267,*,20,*,*
50297,54505,91300,28850,17925
37380,*,*,*,*
48097,160,210,80,35
47231,485,605,130,95
20079,1300,3185,910,930
46263,*,95,35,*
26180,20,35,10,10
10216,55,295,80,135
10217,20,85,25,60
37381,15,20,15,5
16279,*,30,30,15
10218,75,140,125,85
06162,130,435,245,215
47232,*,20,*,*
06161,*,60,35,25
28183,75,205,75,25
26181,*,*,*,*
09482,*,*,*,*
16280,*,35,20,10
19334,*,*,*,*
40233,20,65,60,25
40234,15,50,35,45
15093,410,705,225,315
09483,*,25,15,20
48024,80,160,80,30
48025,65,175,40,20
20025,85,200,90,50
20026,15,35,25,*
20027,215,405,145,115
48913,75,210,65,20
01018,105,210,50,35
31073,20,45,30,10
48915,20,65,10,15
31907,690,1860,580,220
20028,135,410,130,105
44268,*,*,*,*
10219,75,230,125,95
37382,*,20,5,30
19335,*,20,*,*
12141,15,25,*,*
26183,10,10,*,*
24230,35,55,35,35
18193,915,2490,850,710
31263,15,35,20,10
12142,10,30,10,*
50298,680,980,280,140
21079,35,135,75,35
31264,*,35,25,5
14075,25,100,45,55
01063,155,320,95,55
18194,135,345,225,145
20081,480,1270,645,220
20080,710,1335,490,365
09485,*,*,*,*
31265,*,10,*,*
04103,80,425,305,95
