Codigo Municipio,Nº Hogares si Internet,Nº Hogares no Internet
44252,*,35
12130,55,135
34211,25,80
09437,35,120
03139,7525,5565
34213,10,25
47209,*,20
47210,45,135
49245,50,70
09438,130,120
34214,20,60
49246,15,90
47211,*,15
16245,75,140
47212,70,100
06152,180,460
37353,*,55
50286,*,40
26166,25,30
21074,345,790
16246,70,160
47213,20,40
28172,2990,750
09439,235,215
09440,*,35
49247,15,220
34215,25,40
34216,10,25
09441,*,35
50287,50,85
02078,145,335
16247,*,40
09442,60,140
26167,10,25
34217,365,225
49248,15,105
47214,295,390
46255,735,1105
49249,*,40
49250,255,345
16248,175,245
49251,15,70
45188,885,495
34218,55,185
11040,75,110
02079,660,790
12131,*,45
24211,35,100
24901,110,340
13090,135,415
41097,760,750
28173,130,165
28174,570,305
28175,285,165
24212,185,320
11041,1725,2745
34220,35,40
24213,*,75
37354,1630,760
13091,55,210
49252,50,130
50903,620,410
09443,5,90
31255,20,30
16249,425,630
09444,10,30
09445,*,35
34221,25,50
26168,1865,1120
09446,*,5
24214,55,290
18908,160,255
34222,5,35
10209,25,110
10210,35,260
09447,*,20
45189,215,145
45190,70,145
24215,15,60
24216,40,355
49255,40,155
24217,15,55
34223,20,95
45191,65,195
34224,*,25
47215,*,30
34225,1360,1045
47216,20,30
49256,50,70
09448,15,105
22249,30,30
22250,105,120
47217,585,335
45192,525,770
19317,20,65
29095,735,1025
09449,15,30
19318,*,10
05905,*,160
49257,60,70
45193,105,200
26169,10,35
49258,10,50
09450,*,15
46257,1110,1745
14069,970,2600
47218,205,295
50288,1160,560
05258,15,45
42206,*,*
16250,*,40
09451,30,95
50290,90,170
50289,*,25
28176,4695,1020
29902,480,740
47219,*,20
13092,220,700
16251,335,475
23096,620,620
06153,4220,5545
10211,60,155
19319,1525,535
10212,215,680
21075,25,170
24218,55,165
49259,*,60
18187,55,210
47220,25,65
21076,355,695
13093,1025,1115
47221,15,40
33075,35,110
28178,365,225
13094,50,120
41100,145,400
47222,15,25
22251,65,90
29098,305,350
09454,*,25
12133,*,40
05259,20,50
41098,1350,795
23097,985,2310
05260,*,60
49260,135,230
37355,20,75
14070,190,440
06154,365,880
28177,4420,965
34227,*,25
44256,*,15
14071,115,360
30042,360,490
41099,690,1300
29096,535,900
29097,685,1280
18188,285,525
34228,*,40
24219,60,180
24902,30,145
02080,35,245
34229,*,30
24221,165,225
24222,4495,2960
09455,*,*
09456,20,55
37356,*,50
26170,85,180
16253,60,140
37357,45,110
05261,*,20
16254,25,60
49263,10,20
37358,15,55
16255,20,65
37359,20,90
50291,*,55
16263,190,315
37360,10,95
10214,35,90
06156,190,330
37361,*,40
26171,20,95
42207,*,15
46258,665,875
49264,55,250
42208,*,5
44257,10,70
16258,20,150
16259,*,15
28179,535,215
10213,65,210
13095,*,30
06155,240,695
42209,20,60
44258,*,40
16910,*,45
49261,305,475
14072,45,520
09903,850,1120
49262,40,125
47223,20,50
49265,*,65
49266,10,25
23098,130,345
49267,15,25
26172,*,15
16264,80,195
16265,*,10
45194,*,40
24223,530,765
28180,1330,1285
05262,45,140
16266,50,120
19321,*,30
37362,1580,590
24224,35,290
42211,10,40
37363,15,45
16269,90,185
23099,1070,990
46259,75,205
09458,110,115
37364,85,340
44260,35,60
37365,25,55
34230,*,*
47224,10,30
37366,*,15
44261,155,220
34231,10,100
34232,120,245
21077,255,560
50292,35,65
49268,40,160
02081,3585,6100
23101,20,195
26173,*,*
50293,45,195
44262,20,45
50294,*,40
13096,1365,2585
45195,445,615
16270,35,80
16271,105,240
06157,55,205
13097,445,640
26174,20,55
16272,30,95
24225,175,365
09460,15,80
34233,15,55
42212,10,25
37367,10,90
10215,55,155
37368,*,5
42213,*,15
19322,*,15
45196,240,395
19323,*,25
37369,15,55
37370,35,110
49269,*,115
24226,10,90
45197,445,545
47225,5,30
34234,*,30
37371,10,95
44263,90,95
09463,15,105
45198,410,620
05263,25,60
23903,635,1045
02082,10,55
09464,*,20
31257,215,190
34236,5,80
24227,400,410
34237,100,200
31258,2415,1255
02083,20,100
47226,25,60
26175,*,20
47227,*,25
49270,20,55
02084,35,145
37372,20,30
40228,90,180
47228,60,160
40229,*,20
26176,*,30
09466,*,95
41101,1000,1545
16273,45,110
09467,*,35
49272,*,45
49271,15,85
47229,*,100
33076,2925,3295
14073,445,970
28181,7335,1835
37373,120,240
28182,40,85
34238,35,125
09471,25,55
33077,100,405
24228,75,270
24229,20,190
09472,*,25
09473,*,35
40230,15,45
44264,30,105
19324,40,55
03140,5850,7240
34240,15,30
34241,*,*
34242,*,40
34243,40,115
16274,5,70
12137,*,20
37374,240,280
09476,*,30
37375,115,195
26177,60,115
34245,*,160
34246,10,35
08304,230,150
17233,785,370
17232,50,35
47194,25,135
09424,*,20
25253,30,50
50282,10,50
37350,20,155
09425,100,180
43176,215,195
15092,835,1860
44265,25,95
25255,125,110
46260,660,730
12138,5270,6005
16275,*,*
43177,95,105
26178,10,30
26179,*,25
42215,145,250
43178,430,340
49273,*,100
05264,*,20
29099,455,330
19325,15,35
44266,15,55
45199,905,570
41102,3135,2730
13098,465,705
14074,305,810
50295,*,30
12139,30,175
05265,*,35
37376,410,650
01059,59505,43325
27066,2595,3695
44267,10,35
12140,260,410
08308,35,15
02085,30,125
09478,*,20
42216,*,15
18189,180,175
39102,445,700
42217,*,20
47230,50,90
03081,650,620
46145,4990,6100
46143,790,1480
46146,430,455
27021,140,735
43052,270,190
32032,1240,2635
46110,5970,5865
27025,535,735
32036,125,570
32037,60,325
35034,3050,2770
42218,15,40
40231,25,45
46261,340,490
45200,1010,1020
19326,590,230
19327,95,135
22252,*,60
30043,6180,6045
37377,30,85
01060,40,80
19329,*,40
19330,*,40
45201,1125,880
42219,10,20
16276,*,20
45202,825,1000
33078,*,75
31261,50,65
46262,30,90
22253,10,25
02086,375,890
45203,710,615
45204,165,135
45205,2095,1555
29100,350,790
19331,820,575
19332,10,40
31262,55,50
09480,*,50
18192,335,530
06158,3470,2655
16277,*,65
16278,*,40
18913,125,235
11042,260,305
06159,305,765
50296,100,100
22254,285,325
06160,490,1000
21078,530,780
48095,610,600
20078,290,330
01061,45,40
48096,1930,1315
37378,*,45
37379,5,70
01062,60,105
49275,14040,13260
48905,670,565
19333,*,80
05266,*,45
05267,20,30
50297,166940,110650
37380,5,15
48097,305,320
47231,1520,840
20079,5770,2685
46263,70,160
26180,65,95
10216,185,580
10217,55,225
37381,10,65
16279,40,105
10218,120,530
06162,405,915
47232,15,45
06161,30,145
28183,325,285
26181,*,10
09482,10,10
16280,10,90
19334,*,25
40233,80,155
40234,65,145
15093,555,1130
09483,50,65
48024,275,235
48025,170,255
20025,300,300
20026,55,50
20027,690,665
48913,225,315
01018,455,220
31073,60,115
48915,60,85
31907,3775,1200
20028,590,445
44268,*,*
10219,135,560
37382,15,75
19335,10,35
12141,25,30
26183,15,25
24230,65,175
18193,4255,2330
31263,45,70
12142,20,60
50298,1745,1285
21079,130,215
31264,25,55
14075,85,220
01063,505,395
18194,375,720
20081,2270,1280
20080,2330,1965
09485,*,30
31265,15,30
04103,590,685
