Totales Territoriales;Provincias;Municipios;Grupos CNAE;Periodo;Total
Total Nacional;09 Burgos;09248 Palazuelos de la Sierra;Total;2020;6
Total Nacional;09 Burgos;09249 Palazuelos de Muñó;Total;2020;.
Total Nacional;09 Burgos;09250 Pampliega;Total;2020;17
Total Nacional;09 Burgos;09251 Pancorbo;Total;2020;32
Total Nacional;09 Burgos;09253 Pardilla;Total;2020;10
Total Nacional;09 Burgos;09255 Partido de la Sierra en Tobalina;Total;2020;.
Total Nacional;09 Burgos;09256 Pedrosa de Duero;Total;2020;25
Total Nacional;09 Burgos;09257 Pedrosa del Páramo;Total;2020;.
Total Nacional;09 Burgos;09258 Pedrosa del Príncipe;Total;2020;15
Total Nacional;09 Burgos;09259 Pedrosa de Río Úrbel;Total;2020;17
Total Nacional;09 Burgos;09261 Peñaranda de Duero;Total;2020;27
Total Nacional;09 Burgos;09262 Peral de Arlanza;Total;2020;8
Total Nacional;09 Burgos;09265 Piérnigas;Total;2020;.
Total Nacional;09 Burgos;09266 Pineda de la Sierra;Total;2020;9
Total Nacional;09 Burgos;09267 Pineda Trasmonte;Total;2020;8
Total Nacional;09 Burgos;09268 Pinilla de los Barruecos;Total;2020;10
Total Nacional;09 Burgos;09269 Pinilla de los Moros;Total;2020;.
Total Nacional;09 Burgos;09270 Pinilla Trasmonte;Total;2020;.
Total Nacional;09 Burgos;09272 Poza de la Sal;Total;2020;24
Total Nacional;09 Burgos;09273 Prádanos de Bureba;Total;2020;4
Total Nacional;09 Burgos;09274 Pradoluengo;Total;2020;102
Total Nacional;09 Burgos;09275 Presencio;Total;2020;5
Total Nacional;09 Burgos;09276 Puebla de Arganzón, La;Total;2020;32
Total Nacional;09 Burgos;09277 Puentedura;Total;2020;4
Total Nacional;09 Burgos;09279 Quemada;Total;2020;8
Total Nacional;09 Burgos;09280 Quintanabureba;Total;2020;.
Total Nacional;09 Burgos;09281 Quintana del Pidio;Total;2020;18
Total Nacional;09 Burgos;09283 Quintanaélez;Total;2020;.
Total Nacional;09 Burgos;09287 Quintanaortuño;Total;2020;16
Total Nacional;09 Burgos;09288 Quintanapalla;Total;2020;5
Total Nacional;09 Burgos;09289 Quintanar de la Sierra;Total;2020;123
Total Nacional;09 Burgos;09292 Quintanavides;Total;2020;5
Total Nacional;09 Burgos;09294 Quintanilla de la Mata;Total;2020;5
Total Nacional;09 Burgos;09295 Quintanilla del Coco;Total;2020;.
Total Nacional;09 Burgos;09297 Quintanillas, Las;Total;2020;22
Total Nacional;09 Burgos;09298 Quintanilla San García;Total;2020;.
Total Nacional;09 Burgos;09301 Quintanilla Vivar;Total;2020;63
Total Nacional;09 Burgos;09302 Rabanera del Pinar;Total;2020;6
Total Nacional;09 Burgos;09303 Rábanos;Total;2020;.
Total Nacional;09 Burgos;09304 Rabé de las Calzadas;Total;2020;15
Total Nacional;09 Burgos;09306 Rebolledo de la Torre;Total;2020;4
Total Nacional;09 Burgos;09307 Redecilla del Camino;Total;2020;5
Total Nacional;09 Burgos;09308 Redecilla del Campo;Total;2020;4
Total Nacional;09 Burgos;09309 Regumiel de la Sierra;Total;2020;27
Total Nacional;09 Burgos;09310 Reinoso;Total;2020;.
Total Nacional;09 Burgos;09311 Retuerta;Total;2020;.
Total Nacional;09 Burgos;09312 Revilla y Ahedo, La;Total;2020;8
Total Nacional;09 Burgos;09314 Revilla del Campo;Total;2020;.
Total Nacional;09 Burgos;09315 Revillarruz;Total;2020;49
Total Nacional;09 Burgos;09316 Revilla Vallejera;Total;2020;13
Total Nacional;09 Burgos;09317 Rezmondo;Total;2020;.
Total Nacional;09 Burgos;09318 Riocavado de la Sierra;Total;2020;.
Total Nacional;09 Burgos;09321 Roa;Total;2020;152
Total Nacional;09 Burgos;09323 Rojas;Total;2020;.
Total Nacional;09 Burgos;09325 Royuela de Río Franco;Total;2020;5
Total Nacional;09 Burgos;09326 Rubena;Total;2020;19
Total Nacional;09 Burgos;09327 Rublacedo de Abajo;Total;2020;.
Total Nacional;09 Burgos;09328 Rucandio;Total;2020;4
Total Nacional;09 Burgos;09329 Salas de Bureba;Total;2020;11
Total Nacional;09 Burgos;09330 Salas de los Infantes;Total;2020;219
Total Nacional;09 Burgos;09332 Saldaña de Burgos;Total;2020;17
Total Nacional;09 Burgos;09334 Salinillas de Bureba;Total;2020;.
Total Nacional;09 Burgos;09335 San Adrián de Juarros;Total;2020;8
Total Nacional;09 Burgos;09337 San Juan del Monte;Total;2020;9
Total Nacional;09 Burgos;09338 San Mamés de Burgos;Total;2020;21
Total Nacional;09 Burgos;09339 San Martín de Rubiales;Total;2020;5
Total Nacional;09 Burgos;09340 San Millán de Lara;Total;2020;6
Total Nacional;09 Burgos;09343 Santa Cecilia;Total;2020;4
Total Nacional;09 Burgos;09345 Santa Cruz de la Salceda;Total;2020;6
Total Nacional;09 Burgos;09346 Santa Cruz del Valle Urbión;Total;2020;5
Total Nacional;09 Burgos;09347 Santa Gadea del Cid;Total;2020;14
Total Nacional;09 Burgos;09348 Santa Inés;Total;2020;.
Total Nacional;09 Burgos;09350 Santa María del Campo;Total;2020;48
Total Nacional;09 Burgos;09351 Santa María del Invierno;Total;2020;.
Total Nacional;09 Burgos;09352 Santa María del Mercadillo;Total;2020;4
Total Nacional;09 Burgos;09353 Santa María Rivarredonda;Total;2020;4
Total Nacional;09 Burgos;09354 Santa Olalla de Bureba;Total;2020;4
Total Nacional;09 Burgos;09355 Santibáñez de Esgueva;Total;2020;.
Total Nacional;09 Burgos;09356 Santibáñez del Val;Total;2020;.
Total Nacional;09 Burgos;09358 Santo Domingo de Silos;Total;2020;28
Total Nacional;09 Burgos;09360 San Vicente del Valle;Total;2020;.
Total Nacional;09 Burgos;09361 Sargentes de la Lora;Total;2020;8
Total Nacional;09 Burgos;09362 Sarracín;Total;2020;29
Total Nacional;09 Burgos;09363 Sasamón;Total;2020;77
Total Nacional;09 Burgos;09365 Sequera de Haza, La;Total;2020;.
Total Nacional;09 Burgos;09366 Solarana;Total;2020;4
Total Nacional;09 Burgos;09368 Sordillos;Total;2020;.
Total Nacional;09 Burgos;09369 Sotillo de la Ribera;Total;2020;35
Total Nacional;09 Burgos;09372 Sotragero;Total;2020;27
Total Nacional;09 Burgos;09373 Sotresgudo;Total;2020;20
Total Nacional;09 Burgos;09374 Susinos del Páramo;Total;2020;.
Total Nacional;09 Burgos;09375 Tamarón;Total;2020;.
Total Nacional;09 Burgos;09377 Tardajos;Total;2020;48
Total Nacional;09 Burgos;09378 Tejada;Total;2020;.
Total Nacional;09 Burgos;09380 Terradillos de Esgueva;Total;2020;.
Total Nacional;09 Burgos;09381 Tinieblas de la Sierra;Total;2020;.
Total Nacional;09 Burgos;09382 Tobar;Total;2020;.
Total Nacional;09 Burgos;09384 Tordómar;Total;2020;16
Total Nacional;09 Burgos;09386 Torrecilla del Monte;Total;2020;6
Total Nacional;09 Burgos;09387 Torregalindo;Total;2020;.
Total Nacional;09 Burgos;09388 Torrelara;Total;2020;.
Total Nacional;09 Burgos;09389 Torrepadre;Total;2020;.
Total Nacional;09 Burgos;09390 Torresandino;Total;2020;20
Total Nacional;09 Burgos;09391 Tórtoles de Esgueva;Total;2020;30
Total Nacional;09 Burgos;09392 Tosantos;Total;2020;4
Total Nacional;09 Burgos;09394 Trespaderne;Total;2020;81
Total Nacional;09 Burgos;09395 Tubilla del Agua;Total;2020;10
Total Nacional;09 Burgos;09396 Tubilla del Lago;Total;2020;16
Total Nacional;09 Burgos;09398 Úrbel del Castillo;Total;2020;.
Total Nacional;09 Burgos;09400 Vadocondes;Total;2020;25
Total Nacional;09 Burgos;09403 Valdeande;Total;2020;4
Total Nacional;09 Burgos;09405 Valdezate;Total;2020;.
Total Nacional;09 Burgos;09406 Valdorros;Total;2020;23
Total Nacional;09 Burgos;09407 Valmala;Total;2020;.
Total Nacional;09 Burgos;09408 Vallarta de Bureba;Total;2020;.
Total Nacional;09 Burgos;09409 Valle de Manzanedo;Total;2020;6
Total Nacional;09 Burgos;09410 Valle de Mena;Total;2020;330
Total Nacional;09 Burgos;09411 Valle de Oca;Total;2020;8
Total Nacional;09 Burgos;09412 Valle de Tobalina;Total;2020;71
Total Nacional;09 Burgos;09413 Valle de Valdebezana;Total;2020;55
Total Nacional;09 Burgos;09414 Valle de Valdelaguna;Total;2020;9
Total Nacional;09 Burgos;09415 Valle de Valdelucio;Total;2020;16
Total Nacional;09 Burgos;09416 Valle de Zamanzas;Total;2020;7
Total Nacional;09 Burgos;09417 Vallejera;Total;2020;.
Total Nacional;09 Burgos;09418 Valles de Palenzuela;Total;2020;.
Total Nacional;09 Burgos;09419 Valluércanes;Total;2020;.
Total Nacional;09 Burgos;09421 Vid y Barrios, La;Total;2020;16
Total Nacional;09 Burgos;09422 Vid de Bureba, La;Total;2020;.
Total Nacional;09 Burgos;09423 Vileña;Total;2020;.
Total Nacional;09 Burgos;09424 Viloria de Rioja;Total;2020;4
Total Nacional;09 Burgos;09425 Vilviestre del Pinar;Total;2020;49
Total Nacional;09 Burgos;09427 Villadiego;Total;2020;114
Total Nacional;09 Burgos;09428 Villaescusa de Roa;Total;2020;7
Total Nacional;09 Burgos;09429 Villaescusa la Sombría;Total;2020;.
Total Nacional;09 Burgos;09430 Villaespasa;Total;2020;.
Total Nacional;09 Burgos;09431 Villafranca Montes de Oca;Total;2020;7
Total Nacional;09 Burgos;09432 Villafruela;Total;2020;11
Total Nacional;09 Burgos;09433 Villagalijo;Total;2020;6
Total Nacional;09 Burgos;09434 Villagonzalo Pedernales;Total;2020;220
Total Nacional;09 Burgos;09437 Villahoz;Total;2020;17
Total Nacional;09 Burgos;09438 Villalba de Duero;Total;2020;41
Total Nacional;09 Burgos;09439 Villalbilla de Burgos;Total;2020;150
Total Nacional;09 Burgos;09440 Villalbilla de Gumiel;Total;2020;.
Total Nacional;09 Burgos;09441 Villaldemiro;Total;2020;4
Total Nacional;09 Burgos;09442 Villalmanzo;Total;2020;45
Total Nacional;09 Burgos;09443 Villamayor de los Montes;Total;2020;8
Total Nacional;09 Burgos;09444 Villamayor de Treviño;Total;2020;.
Total Nacional;09 Burgos;09445 Villambistia;Total;2020;.
Total Nacional;09 Burgos;09446 Villamedianilla;Total;2020;.
Total Nacional;09 Burgos;09447 Villamiel de la Sierra;Total;2020;.
Total Nacional;09 Burgos;09448 Villangómez;Total;2020;10
Total Nacional;09 Burgos;09449 Villanueva de Argaño;Total;2020;8
Total Nacional;09 Burgos;09450 Villanueva de Carazo;Total;2020;.
Total Nacional;09 Burgos;09451 Villanueva de Gumiel;Total;2020;17
Total Nacional;09 Burgos;09454 Villanueva de Teba;Total;2020;.
Total Nacional;09 Burgos;09455 Villaquirán de la Puebla;Total;2020;.
Total Nacional;09 Burgos;09456 Villaquirán de los Infantes;Total;2020;14
Total Nacional;09 Burgos;09458 Villariezo;Total;2020;101
Total Nacional;09 Burgos;09460 Villasandino;Total;2020;11
Total Nacional;09 Burgos;09463 Villasur de Herreros;Total;2020;13
Total Nacional;09 Burgos;09464 Villatuelda;Total;2020;.
Total Nacional;09 Burgos;09466 Villaverde del Monte;Total;2020;.
Total Nacional;09 Burgos;09467 Villaverde-Mogina;Total;2020;.
Total Nacional;09 Burgos;09471 Villayerno Morquillas;Total;2020;9
Total Nacional;09 Burgos;09472 Villazopeque;Total;2020;4
Total Nacional;09 Burgos;09473 Villegas;Total;2020;6
Total Nacional;09 Burgos;09476 Villoruebo;Total;2020;.
Total Nacional;09 Burgos;09478 Vizcaínos;Total;2020;.
Total Nacional;09 Burgos;09480 Zael;Total;2020;.
Total Nacional;09 Burgos;09482 Zarzosa de Río Pisuerga;Total;2020;.
Total Nacional;09 Burgos;09483 Zazuar;Total;2020;13
Total Nacional;09 Burgos;09485 Zuñeda;Total;2020;.
Total Nacional;09 Burgos;09901 Quintanilla del Agua y Tordueles;Total;2020;21
Total Nacional;09 Burgos;09902 Valle de Santibáñez;Total;2020;26
Total Nacional;09 Burgos;09903 Villarcayo de Merindad de Castilla la Vieja;Total;2020;455
Total Nacional;09 Burgos;09904 Valle de las Navas;Total;2020;22
Total Nacional;09 Burgos;09905 Valle de Sedano;Total;2020;44
Total Nacional;09 Burgos;09906 Merindad de Río Ubierna;Total;2020;93
Total Nacional;09 Burgos;09907 Alfoz de Quintanadueñas;Total;2020;128
Total Nacional;09 Burgos;09908 Valle de Losa;Total;2020;45
Total Nacional;10 Cáceres;10001 Abadía;Total;2020;19
Total Nacional;10 Cáceres;10002 Abertura;Total;2020;13
Total Nacional;10 Cáceres;10003 Acebo;Total;2020;53
Total Nacional;10 Cáceres;10004 Acehúche;Total;2020;50
Total Nacional;10 Cáceres;10005 Aceituna;Total;2020;22
Total Nacional;10 Cáceres;10006 Ahigal;Total;2020;95
Total Nacional;10 Cáceres;10007 Albalá;Total;2020;31
Total Nacional;10 Cáceres;10008 Alcántara;Total;2020;79
Total Nacional;10 Cáceres;10009 Alcollarín;Total;2020;7
Total Nacional;10 Cáceres;10010 Alcuéscar;Total;2020;109
Total Nacional;10 Cáceres;10011 Aldeacentenera;Total;2020;40
Total Nacional;10 Cáceres;10012 Aldea del Cano;Total;2020;27
Total Nacional;10 Cáceres;10013 Aldea del Obispo, La;Total;2020;18
Total Nacional;10 Cáceres;10014 Aldeanueva de la Vera;Total;2020;101
Total Nacional;10 Cáceres;10015 Aldeanueva del Camino;Total;2020;70
Total Nacional;10 Cáceres;10016 Aldehuela de Jerte;Total;2020;16
Total Nacional;10 Cáceres;10017 Alía;Total;2020;40
Total Nacional;10 Cáceres;10018 Aliseda;Total;2020;91
Total Nacional;10 Cáceres;10019 Almaraz;Total;2020;74
Total Nacional;10 Cáceres;10020 Almoharín;Total;2020;86
Total Nacional;10 Cáceres;10021 Arroyo de la Luz;Total;2020;302
Total Nacional;10 Cáceres;10022 Arroyomolinos de la Vera;Total;2020;17
Total Nacional;10 Cáceres;10023 Arroyomolinos;Total;2020;39
Total Nacional;10 Cáceres;10024 Baños de Montemayor;Total;2020;54
Total Nacional;10 Cáceres;10025 Barrado;Total;2020;20
Total Nacional;10 Cáceres;10026 Belvís de Monroy;Total;2020;38
Total Nacional;10 Cáceres;10027 Benquerencia;Total;2020;.
Total Nacional;10 Cáceres;10028 Berrocalejo;Total;2020;8
Total Nacional;10 Cáceres;10029 Berzocana;Total;2020;23
Total Nacional;10 Cáceres;10030 Bohonal de Ibor;Total;2020;26
Total Nacional;10 Cáceres;10031 Botija;Total;2020;13
Total Nacional;10 Cáceres;10032 Brozas;Total;2020;127
Total Nacional;10 Cáceres;10033 Cabañas del Castillo;Total;2020;17
Total Nacional;10 Cáceres;10034 Cabezabellosa;Total;2020;20
Total Nacional;10 Cáceres;10035 Cabezuela del Valle;Total;2020;113
Total Nacional;10 Cáceres;10036 Cabrero;Total;2020;12
Total Nacional;10 Cáceres;10037 Cáceres;Total;2020;7.173
Total Nacional;10 Cáceres;10038 Cachorrilla;Total;2020;4
Total Nacional;10 Cáceres;10039 Cadalso;Total;2020;18
Total Nacional;10 Cáceres;10040 Calzadilla;Total;2020;13
Total Nacional;10 Cáceres;10041 Caminomorisco;Total;2020;67
Total Nacional;10 Cáceres;10042 Campillo de Deleitosa;Total;2020;6
Total Nacional;10 Cáceres;10043 Campo Lugar;Total;2020;39
Total Nacional;10 Cáceres;10044 Cañamero;Total;2020;132
Total Nacional;10 Cáceres;10045 Cañaveral;Total;2020;81
Total Nacional;10 Cáceres;10046 Carbajo;Total;2020;8
Total Nacional;10 Cáceres;10047 Carcaboso;Total;2020;78
Total Nacional;10 Cáceres;10048 Carrascalejo;Total;2020;19
Total Nacional;10 Cáceres;10049 Casar de Cáceres;Total;2020;284
Total Nacional;10 Cáceres;10050 Casar de Palomero;Total;2020;62
Total Nacional;10 Cáceres;10051 Casares de las Hurdes;Total;2020;14
Total Nacional;10 Cáceres;10052 Casas de Don Antonio;Total;2020;6
Total Nacional;10 Cáceres;10053 Casas de Don Gómez;Total;2020;22
Total Nacional;10 Cáceres;10054 Casas del Castañar;Total;2020;34
Total Nacional;10 Cáceres;10055 Casas del Monte;Total;2020;43
Total Nacional;10 Cáceres;10056 Casas de Millán;Total;2020;23
Total Nacional;10 Cáceres;10057 Casas de Miravete;Total;2020;7
Total Nacional;10 Cáceres;10058 Casatejada;Total;2020;60
Total Nacional;10 Cáceres;10059 Casillas de Coria;Total;2020;12
Total Nacional;10 Cáceres;10060 Castañar de Ibor;Total;2020;72
Total Nacional;10 Cáceres;10061 Ceclavín;Total;2020;81
Total Nacional;10 Cáceres;10062 Cedillo;Total;2020;17
Total Nacional;10 Cáceres;10063 Cerezo;Total;2020;5
Total Nacional;10 Cáceres;10064 Cilleros;Total;2020;78
Total Nacional;10 Cáceres;10065 Collado de la Vera;Total;2020;13
Total Nacional;10 Cáceres;10066 Conquista de la Sierra;Total;2020;13
Total Nacional;10 Cáceres;10067 Coria;Total;2020;903
Total Nacional;10 Cáceres;10068 Cuacos de Yuste;Total;2020;71
Total Nacional;10 Cáceres;10069 Cumbre, La;Total;2020;29
Total Nacional;10 Cáceres;10070 Deleitosa;Total;2020;65
Total Nacional;10 Cáceres;10071 Descargamaría;Total;2020;5
Total Nacional;10 Cáceres;10072 Eljas;Total;2020;41
Total Nacional;10 Cáceres;10073 Escurial;Total;2020;40
Total Nacional;10 Cáceres;10075 Fresnedoso de Ibor;Total;2020;13
Total Nacional;10 Cáceres;10076 Galisteo;Total;2020;49
Total Nacional;10 Cáceres;10077 Garciaz;Total;2020;26
Total Nacional;10 Cáceres;10078 Garganta, La;Total;2020;18
Total Nacional;10 Cáceres;10079 Garganta la Olla;Total;2020;47
Total Nacional;10 Cáceres;10080 Gargantilla;Total;2020;15
Total Nacional;10 Cáceres;10081 Gargüera;Total;2020;4
Total Nacional;10 Cáceres;10082 Garrovillas de Alconétar;Total;2020;92
Total Nacional;10 Cáceres;10083 Garvín;Total;2020;5
Total Nacional;10 Cáceres;10084 Gata;Total;2020;69
Total Nacional;10 Cáceres;10085 Gordo, El;Total;2020;19
Total Nacional;10 Cáceres;10086 Granja, La;Total;2020;19
Total Nacional;10 Cáceres;10087 Guadalupe;Total;2020;117
Total Nacional;10 Cáceres;10088 Guijo de Coria;Total;2020;6
Total Nacional;10 Cáceres;10089 Guijo de Galisteo;Total;2020;63
Total Nacional;10 Cáceres;10090 Guijo de Granadilla;Total;2020;31
Total Nacional;10 Cáceres;10091 Guijo de Santa Bárbara;Total;2020;26
Total Nacional;10 Cáceres;10092 Herguijuela;Total;2020;15
Total Nacional;10 Cáceres;10093 Hernán-Pérez;Total;2020;16
Total Nacional;10 Cáceres;10094 Herrera de Alcántara;Total;2020;13
Total Nacional;10 Cáceres;10095 Herreruela;Total;2020;10
Total Nacional;10 Cáceres;10096 Hervás;Total;2020;308
Total Nacional;10 Cáceres;10097 Higuera de Albalat;Total;2020;7
Total Nacional;10 Cáceres;10098 Hinojal;Total;2020;18
Total Nacional;10 Cáceres;10099 Holguera;Total;2020;32
Total Nacional;10 Cáceres;10100 Hoyos;Total;2020;62
Total Nacional;10 Cáceres;10101 Huélaga;Total;2020;11
Total Nacional;10 Cáceres;10102 Ibahernando;Total;2020;33
Total Nacional;10 Cáceres;10103 Jaraicejo;Total;2020;33
Total Nacional;10 Cáceres;10104 Jaraíz de la Vera;Total;2020;422
Total Nacional;10 Cáceres;10105 Jarandilla de la Vera;Total;2020;283
Total Nacional;10 Cáceres;10106 Jarilla;Total;2020;5
Total Nacional;10 Cáceres;10107 Jerte;Total;2020;74
Total Nacional;10 Cáceres;10108 Ladrillar;Total;2020;11
Total Nacional;10 Cáceres;10109 Logrosán;Total;2020;128
Total Nacional;10 Cáceres;10110 Losar de la Vera;Total;2020;213
Total Nacional;10 Cáceres;10111 Madrigal de la Vera;Total;2020;139
Total Nacional;10 Cáceres;10112 Madrigalejo;Total;2020;80
Total Nacional;10 Cáceres;10113 Madroñera;Total;2020;151
Total Nacional;10 Cáceres;10114 Majadas;Total;2020;29
Total Nacional;10 Cáceres;10115 Malpartida de Cáceres;Total;2020;269
Total Nacional;10 Cáceres;10116 Malpartida de Plasencia;Total;2020;303
Total Nacional;10 Cáceres;10117 Marchagaz;Total;2020;8
Total Nacional;10 Cáceres;10118 Mata de Alcántara;Total;2020;17
Total Nacional;10 Cáceres;10119 Membrío;Total;2020;35
Total Nacional;10 Cáceres;10120 Mesas de Ibor;Total;2020;7
Total Nacional;10 Cáceres;10121 Miajadas;Total;2020;673
Total Nacional;10 Cáceres;10122 Millanes;Total;2020;14
Total Nacional;10 Cáceres;10123 Mirabel;Total;2020;25
Total Nacional;10 Cáceres;10124 Mohedas de Granadilla;Total;2020;51
Total Nacional;10 Cáceres;10125 Monroy;Total;2020;50
Total Nacional;10 Cáceres;10126 Montánchez;Total;2020;116
Total Nacional;10 Cáceres;10127 Montehermoso;Total;2020;411
Total Nacional;10 Cáceres;10128 Moraleja;Total;2020;533
Total Nacional;10 Cáceres;10129 Morcillo;Total;2020;13
Total Nacional;10 Cáceres;10130 Navaconcejo;Total;2020;134
Total Nacional;10 Cáceres;10131 Navalmoral de la Mata;Total;2020;1.144
Total Nacional;10 Cáceres;10132 Navalvillar de Ibor;Total;2020;16
Total Nacional;10 Cáceres;10133 Navas del Madroño;Total;2020;60
Total Nacional;10 Cáceres;10134 Navezuelas;Total;2020;30
Total Nacional;10 Cáceres;10135 Nuñomoral;Total;2020;60
Total Nacional;10 Cáceres;10136 Oliva de Plasencia;Total;2020;15
Total Nacional;10 Cáceres;10137 Palomero;Total;2020;22
